obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('402',)",33.6519012451,1,0,1028.95534658,29,29,2,3.36519012451,29,13,3724598992.81,3724598992.89,3659653203.57,44.36829,-124.9528,0.0,34.0599895801,29,29,internal_timestamp,461.980010986,29,29,571706,1450664403,5.90240001678,29,29,3659653203.57
"('403',)",33.6497001648,1,0,1028.95090314,29,29,2,3.36497001648,29,13,3724598992.81,3724598992.89,3659653214.57,44.36829,-124.9528,0.0,34.0592513002,29,29,internal_timestamp,461.100006104,29,29,570210,1450664414,5.90110015869,29,29,3659653214.57
"('404',)",33.6492004395,1,0,1028.94654592,29,29,2,3.36492004395,29,13,3724598992.81,3724598992.89,3659653225.57,44.36829,-124.9528,0.0,34.0590376408,29,29,internal_timestamp,460.190002441,29,29,567025,1450664425,5.90119981766,29,29,3659653225.57
"('405',)",33.6501998901,1,0,1028.94178407,29,29,2,3.36501998901,29,13,3724598992.81,3724598992.89,3659653236.58,44.36829,-124.9528,0.0,34.0583788567,29,29,internal_timestamp,459.329986572,29,29,575292,1450664436,5.90339994431,29,29,3659653236.58
"('406',)",33.6509017944,1,0,1028.93834721,29,29,2,3.36509017944,29,13,3724598992.81,3724598992.89,3659653247.57,44.36829,-124.9528,0.0,34.0587549917,29,29,internal_timestamp,458.540008545,29,29,572345,1450664447,5.90420007706,29,29,3659653247.57
"('407',)",33.6511001587,1,0,1028.93465816,29,29,2,3.36511001587,29,13,3724598992.81,3724598992.89,3659653258.57,44.36829,-124.9528,0.0,34.0588759912,29,29,internal_timestamp,457.730010986,29,29,569777,1450664458,5.9046998024,29,29,3659653258.57
"('408',)",33.6510009766,1,0,1028.93029359,29,29,2,3.36510009766,29,13,3724598992.81,3724598992.89,3659653269.58,44.36829,-124.9528,0.0,34.0588214768,29,29,internal_timestamp,456.799987793,29,29,579374,1450664469,5.90509986877,29,29,3659653269.58
"('409',)",33.6510009766,1,0,1028.92643681,29,29,2,3.36510009766,29,13,3724598992.81,3724598992.89,3659653280.58,44.36829,-124.9528,0.0,34.0593846293,29,29,internal_timestamp,455.859985352,29,29,578859,1450664480,5.90500020981,29,29,3659653280.58
"('410',)",33.6505012512,1,0,1028.92262549,29,29,2,3.36505012512,29,13,3724598992.81,3724598992.89,3659653291.58,44.36829,-124.9528,0.0,34.0591070623,29,29,internal_timestamp,455.079986572,29,29,578294,1450664491,5.90509986877,29,29,3659653291.58
"('411',)",33.6525001526,1,0,1028.91825265,29,29,2,3.36525001526,29,13,3724598992.81,3724598992.89,3659653302.58,44.36829,-124.9528,0.0,34.0586304788,29,29,internal_timestamp,454.299987793,29,29,576612,1450664502,5.90819978714,29,29,3659653302.58
"('412',)",33.6571998596,1,0,1028.91192555,29,29,2,3.36571998596,29,13,3724598992.81,3724598992.89,3659653313.57,44.36829,-124.9528,0.0,34.0570327945,29,29,internal_timestamp,453.410003662,29,29,574489,1450664513,5.91550016403,29,29,3659653313.57
"('413',)",33.6599006653,1,0,1028.90737549,29,29,2,3.36599006653,29,13,3724598992.81,3724598992.89,3659653324.58,44.36829,-124.9528,0.0,34.0574389423,29,29,internal_timestamp,452.440002441,29,29,583138,1450664524,5.9186000824,29,29,3659653324.58
"('414',)",33.6761016846,1,0,1028.89879668,29,29,2,3.36761016846,29,13,3724598992.81,3724598992.89,3659653335.59,44.36829,-124.9528,0.0,34.0553400531,29,29,internal_timestamp,451.540008545,29,29,588666,1450664535,5.93930006027,29,29,3659653335.59
"('415',)",33.685798645,1,0,1028.89202283,29,29,2,3.3685798645,29,13,3724598992.81,3724598992.89,3659653346.59,44.36829,-124.9528,0.0,34.0539301642,29,29,internal_timestamp,450.679992676,29,29,585454,1450664546,5.95200014114,29,29,3659653346.59
"('416',)",33.6884002686,1,0,1028.88845098,29,29,2,3.36884002686,29,13,3724598992.81,3724598992.89,3659653357.58,44.36829,-124.9528,0.0,34.0543210234,29,29,internal_timestamp,449.920013428,29,29,581446,1450664557,5.9548997879,29,29,3659653357.58
"('417',)",33.6855010986,1,0,1028.88533229,29,29,2,3.36855010986,29,13,3724598992.81,3724598992.89,3659653368.59,44.36829,-124.9528,0.0,34.0543491365,29,29,internal_timestamp,449.149993896,29,29,589209,1450664568,5.95200014114,29,29,3659653368.59
"('418',)",33.6865997314,1,0,1028.87994436,29,29,2,3.36865997314,29,13,3724598992.81,3724598992.89,3659653379.59,44.36829,-124.9528,0.0,34.0522205276,29,29,internal_timestamp,448.450012207,29,29,585594,1450664579,5.95569992065,29,29,3659653379.59
"('419',)",33.6871986389,1,0,1028.87572686,29,29,2,3.36871986389,29,13,3724598992.81,3724598992.89,3659653390.58,44.36829,-124.9528,0.0,34.0517839898,29,29,internal_timestamp,447.649993896,29,29,582261,1450664590,5.95720005035,29,29,3659653390.58
"('420',)",33.685798645,1,0,1028.87275751,29,29,2,3.3685798645,29,13,3724598992.81,3724598992.89,3659653401.59,44.36829,-124.9528,0.0,34.0530789528,29,29,internal_timestamp,446.709991455,29,29,589004,1450664601,5.95480012894,29,29,3659653401.59
"('421',)",33.6865997314,1,0,1028.86671953,29,29,2,3.36865997314,29,13,3724598992.81,3724598992.89,3659653412.59,44.36829,-124.9528,0.0,34.0522159756,29,29,internal_timestamp,445.609985352,29,29,594965,1450664612,5.95709991455,29,29,3659653412.59
"('422',)",33.6875991821,1,0,1028.86108361,29,29,2,3.36875991821,29,13,3724598992.81,3724598992.89,3659653423.59,44.36829,-124.9528,0.0,34.0512157793,29,29,internal_timestamp,444.630004883,29,29,590662,1450664623,5.95970010757,29,29,3659653423.59
"('423',)",33.6856002808,1,0,1028.8582062,29,29,2,3.36856002808,29,13,3724598992.81,3724598992.9,3659653434.59,44.36829,-124.9528,0.0,34.0522094276,29,29,internal_timestamp,443.75,29,29,586268,1450664634,5.95690011978,29,29,3659653434.59
"('424',)",33.6847000122,1,0,1028.85403219,29,29,2,3.36847000122,29,13,3724598992.81,3724598992.9,3659653445.59,44.36829,-124.9528,0.0,34.0519271767,29,29,internal_timestamp,442.880004883,29,29,592820,1450664645,5.95660018921,29,29,3659653445.59
"('425',)",33.6815986633,1,0,1028.85041517,29,29,2,3.36815986633,29,13,3724598992.81,3724598992.9,3659653456.59,44.36829,-124.9528,0.0,34.0519884985,29,29,internal_timestamp,441.989990234,29,29,590322,1450664656,5.95349979401,29,29,3659653456.59
"('426',)",33.6795005798,1,0,1028.84630718,29,29,2,3.36795005798,29,13,3724598992.81,3724598992.9,3659653467.6,44.36829,-124.9528,0.0,34.05122784,29,29,internal_timestamp,441.190002441,29,29,596318,1450664667,5.95230007172,29,29,3659653467.6
"('427',)",33.6808013916,1,0,1028.84265171,29,29,2,3.36808013916,29,13,3724598992.81,3724598992.9,3659653478.59,44.36829,-124.9528,0.0,34.050809575,29,29,internal_timestamp,440.529998779,29,29,591926,1450664678,5.95450019836,29,29,3659653478.59
"('428',)",33.6803016663,1,0,1028.83801732,29,29,2,3.36803016663,29,13,3724598992.81,3724598992.9,3659653489.6,44.36829,-124.9528,0.0,34.0491853043,29,29,internal_timestamp,439.839996338,29,29,598579,1450664689,5.95590019226,29,29,3659653489.6
"('429',)",33.6831016541,1,0,1028.8337649,29,29,2,3.36831016541,29,13,3724598992.81,3724598992.9,3659653500.6,44.36829,-124.9528,0.0,34.0480125088,29,29,internal_timestamp,439.25,29,29,596642,1450664700,5.96049976349,29,29,3659653500.6
"('430',)",33.6837005615,1,0,1028.83032007,29,29,2,3.36837005615,29,13,3724598992.81,3724598992.9,3659653511.61,44.36829,-124.9528,0.0,34.0477074768,29,29,internal_timestamp,438.589996338,29,29,605185,1450664711,5.96180009842,29,29,3659653511.61
"('431',)",33.6906013489,1,0,1028.82325935,29,29,2,3.36906013489,29,13,3724598992.81,3724598992.9,3659653522.6,44.36829,-124.9528,0.0,34.0451227722,29,29,internal_timestamp,437.809997559,29,29,600002,1450664722,5.97249984741,29,29,3659653522.6
"('432',)",33.6935997009,1,0,1028.81752595,29,29,2,3.36935997009,29,13,3724598992.81,3724598992.9,3659653533.61,44.36829,-124.9528,0.0,34.0441441968,29,29,internal_timestamp,436.869995117,29,29,605868,1450664733,5.97730016708,29,29,3659653533.61
"('433',)",33.7083015442,1,0,1028.80970726,29,29,2,3.37083015442,29,13,3724598992.81,3724598992.9,3659653544.6,44.36829,-124.9528,0.0,34.0422246395,29,29,internal_timestamp,436.049987793,29,29,601006,1450664744,5.99609994888,29,29,3659653544.6
"('434',)",33.7210998535,1,0,1028.80164786,29,29,2,3.37210998535,29,13,3724598992.81,3724598992.9,3659653555.6,44.36829,-124.9528,0.0,34.0393299126,29,29,internal_timestamp,435.309997559,29,29,599658,1450664755,6.01370000839,29,29,3659653555.6
"('435',)",33.7254981995,1,0,1028.7971929,29,29,2,3.37254981995,29,13,3724598992.81,3724598992.9,3659653566.6,44.36829,-124.9528,0.0,34.0382534264,29,29,internal_timestamp,434.709991455,29,29,599574,1450664766,6.01999998093,29,29,3659653566.6
"('436',)",33.7291984558,1,0,1028.79338847,29,29,2,3.37291984558,29,13,3724598992.81,3724598992.9,3659653577.61,44.36829,-124.9528,0.0,34.038019393,29,29,internal_timestamp,434.059997559,29,29,608967,1450664777,6.02470016479,29,29,3659653577.61
"('437',)",33.7360992432,1,0,1028.78924442,29,29,2,3.37360992432,29,13,3724598992.81,3724598992.9,3659653588.61,44.36829,-124.9528,0.0,34.0376424695,29,29,internal_timestamp,433.470001221,29,29,606858,1450664788,6.03310012817,29,29,3659653588.61
"('438',)",33.738899231,1,0,1028.78512274,29,29,2,3.3738899231,29,13,3724598992.81,3724598992.9,3659653599.61,44.36829,-124.9528,0.0,34.0376732143,29,29,internal_timestamp,432.670013428,29,29,605956,1450664799,6.03660011292,29,29,3659653599.61
"('439',)",33.7456016541,1,0,1028.78042418,29,29,2,3.37456016541,29,13,3724598992.81,3724598992.9,3659653610.61,44.36829,-124.9528,0.0,34.0371174813,29,29,internal_timestamp,431.989990234,29,29,605777,1450664810,6.04500007629,29,29,3659653610.61
"('440',)",33.7452011108,1,0,1028.77849874,29,29,2,3.37452011108,29,13,3724598992.81,3724598992.9,3659653621.61,44.36829,-124.9528,0.0,34.0377392131,29,29,internal_timestamp,431.440002441,29,29,614967,1450664821,6.04419994354,29,29,3659653621.61
"('441',)",33.7463989258,1,0,1028.77580141,29,29,2,3.37463989258,29,13,3724598992.81,3724598992.9,3659653632.61,44.36829,-124.9528,0.0,34.0376368938,29,29,internal_timestamp,430.920013428,29,29,612744,1450664832,6.04589986801,29,29,3659653632.61
"('442',)",33.7463989258,1,0,1028.77358252,29,29,2,3.37463989258,29,13,3724598992.81,3724598992.9,3659653643.61,44.36829,-124.9528,0.0,34.0380069219,29,29,internal_timestamp,430.369995117,29,29,611164,1450664843,6.04580020905,29,29,3659653643.61
"('443',)",33.7466011047,1,0,1028.77025854,29,29,2,3.37466011047,29,13,3724598992.81,3724598992.9,3659653654.61,44.36829,-124.9528,0.0,34.0373136591,29,29,internal_timestamp,429.799987793,29,29,609853,1450664854,6.04699993134,29,29,3659653654.61
"('444',)",33.7457008362,1,0,1028.76825308,29,29,2,3.37457008362,29,13,3724598992.81,3724598992.9,3659653665.62,44.36829,-124.9528,0.0,34.0376655458,29,29,internal_timestamp,429.269989014,29,29,617286,1450664865,6.04589986801,29,29,3659653665.62
"('445',)",33.7476005554,1,0,1028.76463848,29,29,2,3.37476005554,29,13,3724598992.81,3724598992.9,3659653676.62,44.36829,-124.9528,0.0,34.037088548,29,29,internal_timestamp,428.670013428,29,29,617901,1450664876,6.04890012741,29,29,3659653676.62
"('446',)",33.7486000061,1,0,1028.76216889,29,29,2,3.37486000061,29,13,3724598992.81,3724598992.9,3659653687.62,44.36829,-124.9528,0.0,34.0370491884,29,29,internal_timestamp,428.179992676,29,29,616249,1450664887,6.05030012131,29,29,3659653687.62
"('447',)",33.7499008179,1,0,1028.75958848,29,29,2,3.37499008179,29,13,3724598992.81,3724598992.9,3659653698.62,44.36829,-124.9528,0.0,34.036283525,29,29,internal_timestamp,427.820007324,29,29,615700,1450664898,6.05270004272,29,29,3659653698.62
"('448',)",33.7504997253,1,0,1028.75809241,29,29,2,3.37504997253,29,13,3724598992.81,3724598992.9,3659653709.61,44.36829,-124.9528,0.0,34.0365267377,29,29,internal_timestamp,427.470001221,29,29,614738,1450664909,6.05329990387,29,29,3659653709.61
"('449',)",33.7515983582,1,0,1028.75797914,29,29,2,3.37515983582,29,13,3724598992.81,3724598992.9,3659653720.61,44.36829,-124.9528,0.0,34.0363330771,29,29,internal_timestamp,427.519989014,29,29,614417,1450664920,6.05469989777,29,29,3659653720.61
"('450',)",33.7522010803,1,0,1028.75700746,29,29,2,3.37522010803,29,13,3724598992.81,3724598992.91,3659653731.62,44.36829,-124.9528,0.0,34.0361867201,29,29,internal_timestamp,427.359985352,29,29,615031,1450664931,6.05560016632,29,29,3659653731.62
"('451',)",33.753200531,1,0,1028.75509258,29,29,2,3.3753200531,29,13,3724598992.81,3724598992.91,3659653742.62,44.36829,-124.9528,0.0,34.03619338,29,29,internal_timestamp,426.980010986,29,29,620687,1450664942,6.05690002441,29,29,3659653742.62
"('452',)",33.7537994385,1,0,1028.7524215,29,29,2,3.37537994385,29,13,3724598992.81,3724598992.91,3659653753.62,44.36829,-124.9528,0.0,34.0354660582,29,29,internal_timestamp,426.570007324,29,29,617103,1450664953,6.05849981308,29,29,3659653753.62
"('453',)",33.7563018799,1,0,1028.74929595,29,29,2,3.37563018799,29,13,3724598992.81,3724598992.91,3659653764.63,44.36829,-124.9528,0.0,34.03556927,29,29,internal_timestamp,425.959991455,29,29,626281,1450664964,6.06150007248,29,29,3659653764.63
"('454',)",33.7625999451,1,0,1028.74335737,29,29,2,3.37625999451,29,13,3724598992.81,3724598992.91,3659653775.62,44.36829,-124.9528,0.0,34.034108503,29,29,internal_timestamp,425.179992676,29,29,624393,1450664975,6.07040023804,29,29,3659653775.62
"('455',)",33.7677001953,1,0,1028.73919214,29,29,2,3.37677001953,29,13,3724598992.81,3724598992.91,3659653786.62,44.36829,-124.9528,0.0,34.0328586893,29,29,internal_timestamp,424.700012207,29,29,624444,1450664986,6.07760000229,29,29,3659653786.62
"('456',)",33.7672996521,1,0,1028.7396358,29,29,2,3.37672996521,29,13,3724598992.81,3724598992.91,3659653797.62,44.36829,-124.9528,0.0,34.0334244624,29,29,internal_timestamp,424.670013428,29,29,624253,1450664997,6.07660007477,29,29,3659653797.62
"('457',)",33.7720985413,1,0,1028.7372779,29,29,2,3.37720985413,29,13,3724598992.81,3724598992.91,3659653808.62,44.36829,-124.9528,0.0,34.0329233544,29,29,internal_timestamp,424.420013428,29,29,623300,1450665008,6.08260011673,29,29,3659653808.62
"('458',)",33.776599884,1,0,1028.73421086,29,29,2,3.3776599884,29,13,3724598992.81,3724598992.91,3659653819.62,44.36829,-124.9528,0.0,34.0329162699,29,29,internal_timestamp,423.910003662,29,29,622476,1450665019,6.08790016174,29,29,3659653819.62
"('459',)",33.78150177,1,0,1028.7313119,29,29,2,3.378150177,29,13,3724598992.81,3724598992.91,3659653830.63,44.36829,-124.9528,0.0,34.033157642,29,29,internal_timestamp,423.399993896,29,29,632400,1450665030,6.09340000153,29,29,3659653830.63
"('460',)",33.7972984314,1,0,1028.72711168,29,29,2,3.37972984314,29,13,3724598992.81,3724598992.91,3659653841.63,44.36829,-124.9528,0.0,34.0336904606,29,29,internal_timestamp,422.910003662,29,29,631612,1450665041,6.11079978943,29,29,3659653841.63
"('461',)",33.7994995117,1,0,1028.72460833,29,29,2,3.37994995117,29,13,3724598992.81,3724598992.91,3659653852.63,44.36829,-124.9528,0.0,34.0340151116,29,29,internal_timestamp,422.380004883,29,29,628710,1450665052,6.11320018768,29,29,3659653852.63
"('462',)",33.8036003113,1,0,1028.72373925,29,29,2,3.38036003113,29,13,3724598992.81,3724598992.91,3659653863.64,44.36829,-124.9528,0.0,34.034256491,29,29,internal_timestamp,422.279998779,29,29,635597,1450665063,6.11759996414,29,29,3659653863.64
"('463',)",33.8069992065,1,0,1028.72311572,29,29,2,3.38069992065,29,13,3724598992.81,3724598992.91,3659653874.63,44.36829,-124.9528,0.0,34.0344965906,29,29,internal_timestamp,422.209991455,29,29,631520,1450665074,6.12120008469,29,29,3659653874.63
"('464',)",33.807800293,1,0,1028.7218644,29,29,2,3.3807800293,29,13,3724598992.81,3724598992.91,3659653885.64,44.36829,-124.9528,0.0,34.0347356955,29,29,internal_timestamp,421.920013428,29,29,639918,1450665085,6.12200021744,29,29,3659653885.64
"('465',)",33.8109016418,1,0,1028.71947456,29,29,2,3.38109016418,29,13,3724598992.81,3724598992.91,3659653896.64,44.36829,-124.9528,0.0,34.0349292596,29,29,internal_timestamp,421.470001221,29,29,638660,1450665096,6.12550020218,29,29,3659653896.64
"('466',)",33.8140983582,1,0,1028.71683345,29,29,2,3.38140983582,29,13,3724598992.81,3724598992.91,3659653907.64,44.36829,-124.9528,0.0,34.0347154405,29,29,internal_timestamp,421.049987793,29,29,637213,1450665107,6.12949991226,29,29,3659653907.64
"('467',)",33.8205986023,1,0,1028.71446534,29,29,2,3.38205986023,29,13,3724598992.81,3724598992.91,3659653918.63,44.36829,-124.9528,0.0,34.0352937407,29,29,internal_timestamp,420.640014648,29,29,633646,1450665118,6.13640022278,29,29,3659653918.63
"('468',)",33.8260993958,1,0,1028.71202279,29,29,2,3.38260993958,29,13,3724598992.81,3724598992.91,3659653929.63,44.36829,-124.9528,0.0,34.0353240916,29,29,internal_timestamp,420.290008545,29,29,634799,1450665129,6.14270019531,29,29,3659653929.63
"('469',)",33.8311004639,1,0,1028.71185989,29,29,2,3.38311004639,29,13,3724598992.81,3724598992.91,3659653940.64,44.36829,-124.9528,0.0,34.0360267457,29,29,internal_timestamp,420.279998779,29,29,642036,1450665140,6.14760017395,29,29,3659653940.64
"('470',)",33.8316993713,1,0,1028.711783,29,29,2,3.38316993713,29,13,3724598992.87,3724598992.89,3659653941.63,44.36829,-124.9528,0.0,34.035992326,29,29,internal_timestamp,420.290008545,29,29,634540,1450665141,6.1483001709,29,29,3659653941.63
"('471',)",33.8526992798,1,0,1028.70781792,29,29,2,3.38526992798,29,13,3724598992.87,3724598992.89,3659653973.8,44.36829,-124.9528,0.0,34.0344275985,29,29,internal_timestamp,420.440002441,29,29,796957,1450665173,6.17329978943,29,29,3659653973.8
"('472',)",33.8273010254,1,0,1028.72158943,29,29,2,3.38273010254,29,13,3724598992.87,3724598992.89,3659653984.77,44.36829,-124.9528,0.0,34.0371128574,29,29,internal_timestamp,422.029998779,29,29,773531,1450665184,6.14139986038,29,29,3659653984.77
"('473',)",33.8138999939,1,0,1028.73522224,29,29,2,3.38138999939,29,13,3724598992.87,3724598992.89,3659653995.78,44.36829,-124.9528,0.0,34.0361990045,29,29,internal_timestamp,424.700012207,29,29,781555,1450665195,6.12599992752,29,29,3659653995.78
"('474',)",33.8046989441,1,0,1028.74903452,29,29,2,3.38046989441,29,13,3724598992.87,3724598992.89,3659654006.79,44.36829,-124.9528,0.0,34.0360751678,29,29,internal_timestamp,427.390014648,29,29,786756,1450665206,6.11450004578,29,29,3659654006.79
"('475',)",33.7742004395,1,0,1028.76644156,29,29,2,3.37742004395,29,13,3724598992.87,3724598992.89,3659654017.78,44.36829,-124.9528,0.0,34.0366256107,29,29,internal_timestamp,430.019989014,29,29,777550,1450665217,6.07849979401,29,29,3659654017.78
"('476',)",33.7559013367,1,0,1028.78445237,29,29,2,3.37559013367,29,13,3724598992.87,3724598992.89,3659654028.79,44.36829,-124.9528,0.0,34.0389453498,29,29,internal_timestamp,432.829986572,29,29,786159,1450665228,6.05429983139,29,29,3659654028.79
"('477',)",33.7551002502,1,0,1028.79748979,29,29,2,3.37551002502,29,13,3724598992.87,3724598992.89,3659654039.78,44.36829,-124.9528,0.0,34.0387674589,29,29,internal_timestamp,435.640014648,29,29,783237,1450665239,6.05219984055,29,29,3659654039.78
"('478',)",33.7509002686,1,0,1028.81104555,29,29,2,3.37509002686,29,29,3724598992.87,3724598992.89,3659654050.78,44.36829,-124.9528,0.0,34.0386914603,29,29,internal_timestamp,438.429992676,29,29,780505,1450665250,6.04619979858,29,29,3659654050.78
"('479',)",33.7486991882,1,0,1028.8230816,29,29,2,3.37486991882,29,29,3724598992.87,3724598992.89,3659654061.79,44.36829,-124.9528,0.0,34.037803638,29,29,internal_timestamp,441.119995117,29,29,790785,1450665261,6.04330015182,29,29,3659654061.79
"('480',)",33.7383003235,1,0,1028.84069426,29,29,2,3.37383003235,29,29,3724598992.87,3724598992.89,3659654072.79,44.36829,-124.9528,0.0,34.0413020694,29,29,internal_timestamp,443.869995117,29,29,786771,1450665272,6.02680015564,29,29,3659654072.79
"('481',)",33.6935005188,1,0,1028.8698648,29,29,2,3.36935005188,29,29,3724598992.87,3724598992.89,3659654083.78,44.36829,-124.9528,0.0,34.0517641815,29,29,internal_timestamp,446.600006104,29,29,783466,1450665283,5.96479988098,29,29,3659654083.78
"('482',)",33.6796989441,1,0,1028.88625873,29,29,2,3.36796989441,29,29,3724598992.87,3724598992.89,3659654094.79,44.36829,-124.9528,0.0,34.0538948624,29,29,internal_timestamp,449.25,29,29,793515,1450665294,5.94589996338,29,29,3659654094.79
"('483',)",33.6851997375,1,0,1028.8991892,29,29,2,3.36851997375,29,29,3724598992.87,3724598992.89,3659654105.79,44.36829,-124.9528,0.0,34.0552427481,29,29,internal_timestamp,451.940002441,29,29,790597,1450665305,5.94939994812,29,29,3659654105.79
"('484',)",33.6808013916,1,0,1028.91441326,29,29,2,3.36808013916,29,29,3724598992.87,3724598992.89,3659654116.79,44.36829,-124.9528,0.0,34.0575008254,29,29,internal_timestamp,454.619995117,29,29,789324,1450665316,5.94089984894,29,29,3659654116.79
"('485',)",33.6572990417,1,0,1028.93374158,29,29,2,3.36572990417,29,29,3724598992.87,3724598992.89,3659654127.8,44.36829,-124.9528,0.0,34.0608187076,29,29,internal_timestamp,457.350006104,29,29,795717,1450665327,5.90990018845,29,29,3659654127.8
"('486',)",33.6562995911,1,0,1028.94622433,29,29,2,3.36562995911,29,29,3724598992.87,3724598992.89,3659654138.79,44.36829,-124.9528,0.0,34.0604608702,29,29,internal_timestamp,460.070007324,29,29,791764,1450665338,5.9078001976,29,29,3659654138.79
"('487',)",33.6604003906,1,0,1028.95880875,29,29,2,3.36604003906,29,29,3724598992.87,3724598992.89,3659654149.79,44.36829,-124.9528,0.0,34.0613551073,29,29,internal_timestamp,462.730010986,29,29,789838,1450665349,5.91020011902,29,29,3659654149.79
"('488',)",33.6549987793,1,0,1028.97284904,29,29,2,3.36549987793,29,29,3724598992.87,3724598992.89,3659654160.8,44.36829,-124.9528,0.0,34.0619643596,29,29,internal_timestamp,465.450012207,29,29,797993,1450665360,5.90220022202,29,29,3659654160.8
"('489',)",33.6435012817,1,0,1028.98815745,29,29,2,3.36435012817,29,29,3724598992.87,3724598992.89,3659654171.8,44.36829,-124.9528,0.0,34.0630491334,29,29,internal_timestamp,468.149993896,29,29,796626,1450665371,5.88689994812,29,29,3659654171.8
"('490',)",33.6166000366,1,0,1029.00863054,29,29,2,3.36166000366,29,29,3724598992.87,3724598992.89,3659654182.79,44.36829,-124.9528,0.0,34.0671613487,29,29,internal_timestamp,470.859985352,29,29,794261,1450665382,5.85129976273,29,29,3659654182.79
"('491',)",33.6133995056,1,0,1029.02302026,29,29,2,3.36133995056,29,29,3724598992.87,3724598992.89,3659654193.8,44.36829,-124.9528,0.0,34.068209561,29,29,internal_timestamp,473.640014648,29,29,803255,1450665393,5.8453001976,29,29,3659654193.8
"('492',)",33.6125984192,1,0,1029.03591329,29,29,2,3.36125984192,29,29,3724598992.87,3724598992.89,3659654204.8,44.36829,-124.9528,0.0,34.0683812354,29,29,internal_timestamp,476.350006104,29,29,803571,1450665404,5.84289979935,29,29,3659654204.8
"('493',)",33.6134986877,1,0,1029.04774906,29,29,2,3.36134986877,29,29,3724598992.87,3724598992.89,3659654215.8,44.36829,-124.9528,0.0,34.067988325,29,29,internal_timestamp,479.0,29,29,802119,1450665415,5.84299993515,29,29,3659654215.8
"('494',)",33.6069984436,1,0,1029.06216559,29,29,2,3.36069984436,29,29,3724598992.87,3724598992.89,3659654226.8,44.36829,-124.9528,0.0,34.0695358408,29,29,internal_timestamp,481.579986572,29,29,800259,1450665426,5.8329000473,29,29,3659654226.8
"('495',)",33.6001014709,1,0,1029.07569123,29,29,2,3.36001014709,29,29,3724598992.87,3724598992.89,3659654237.81,44.36829,-124.9528,0.0,34.0696981326,29,29,internal_timestamp,484.230010986,29,29,807234,1450665437,5.82369995117,29,29,3659654237.81
"('496',)",33.5871009827,1,0,1029.09102668,29,29,2,3.35871009827,29,29,3724598992.87,3724598992.89,3659654248.8,44.36829,-124.9528,0.0,34.0709257531,29,29,internal_timestamp,486.859985352,29,29,803812,1450665448,5.80660009384,29,29,3659654248.8
"('497',)",33.5768013,1,0,1029.10709887,29,29,2,3.35768013,29,29,3724598992.87,3724598992.9,3659654259.8,44.36829,-124.9528,0.0,34.0729425632,29,29,internal_timestamp,489.579986572,29,29,801528,1450665459,5.79169988632,29,29,3659654259.8
"('498',)",33.5588989258,1,0,1029.12292279,29,29,2,3.35588989258,29,29,3724598992.87,3724598992.9,3659654270.8,44.36829,-124.9528,0.0,34.0737493366,29,29,internal_timestamp,492.239990234,29,29,801994,1450665470,5.76949977875,29,29,3659654270.8
"('499',)",33.5418014526,1,0,1029.14091962,29,29,2,3.35418014526,29,29,3724598992.87,3724598992.9,3659654281.81,44.36829,-124.9528,0.0,34.0768486264,29,29,internal_timestamp,494.940002441,29,29,810801,1450665481,5.74590015411,29,29,3659654281.81
"('500',)",33.5397987366,1,0,1029.1544017,29,29,2,3.35397987366,29,29,3724598992.87,3724598992.9,3659654292.81,44.36829,-124.9528,0.0,34.0773633695,29,29,internal_timestamp,497.670013428,29,29,808451,1450665492,5.74179983139,29,29,3659654292.81
"('501',)",33.5383987427,1,0,1029.16803123,29,29,2,3.35383987427,29,29,3724598992.87,3724598992.9,3659654303.81,44.36829,-124.9528,0.0,34.0779352394,29,29,internal_timestamp,500.440002441,29,29,807195,1450665503,5.73829984665,29,29,3659654303.81
"('502',)",33.528301239,1,0,1029.18564713,29,29,2,3.3528301239,29,29,3724598992.87,3724598992.9,3659654314.81,44.36829,-124.9528,0.0,34.0814653487,29,29,internal_timestamp,503.200012207,29,29,806348,1450665514,5.72209978104,29,29,3659654314.81
"('503',)",33.5186004639,1,0,1029.20215586,29,29,2,3.35186004639,29,29,3724598992.87,3724598992.9,3659654325.8,44.36829,-124.9528,0.0,34.0841652345,29,29,internal_timestamp,505.899993896,29,29,804541,1450665525,5.70720005035,29,29,3659654325.8
"('504',)",33.5162010193,1,0,1029.21468735,29,29,2,3.35162010193,29,29,3724598992.87,3724598992.9,3659654336.81,44.36829,-124.9528,0.0,34.0837434631,29,29,internal_timestamp,508.600006104,29,29,814240,1450665536,5.70359992981,29,29,3659654336.81
"('505',)",33.5024986267,1,0,1029.23247047,29,29,2,3.35024986267,29,29,3724598992.87,3724598992.9,3659654347.81,44.36829,-124.9528,0.0,34.0869283862,29,29,internal_timestamp,511.350006104,29,29,812912,1450665547,5.68370008469,29,29,3659654347.81
