obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3772310531.94,4,31.4060001373,3773757810.65,3773757810.67,3772310531.94,0.0,internal_timestamp,2641.05004883,939289,1563321731,1.78779995441,3.14060001373,34.6221403848,1039.81653004,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('1',)",3772310551.93,4,31.4051990509,3773757810.65,3773757810.67,3772310551.93,0.0,internal_timestamp,2636.30004883,933402,1563321751,1.78970003128,3.14051990509,34.6213669199,1039.79449382,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('2',)",3772310571.93,4,31.403799057,3773757810.65,3773757810.67,3772310571.93,0.0,internal_timestamp,2630.64990234,934234,1563321771,1.79059994221,3.1403799057,34.6213478901,1039.76917979,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('3',)",3772310591.94,4,31.4018993378,3773757810.65,3773757810.67,3772310591.94,0.0,internal_timestamp,2625.08007812,935745,1563321791,1.79100000858,3.14018993378,34.6212106177,1039.74420042,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('4',)",3772310611.94,4,31.4009990692,3773757810.65,3773757810.67,3772310611.94,0.0,internal_timestamp,2619.5300293,937749,1563321811,1.79270005226,3.14009990692,34.6209080777,1039.71898995,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('5',)",3772310631.93,4,31.3992996216,3773757810.65,3773757810.68,3772310631.93,0.0,internal_timestamp,2613.95996094,931554,1563321831,1.79390001297,3.13992996216,34.6201667206,1039.69341662,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('6',)",3772310651.94,4,31.3978004456,3773757810.65,3773757810.68,3772310651.94,0.0,internal_timestamp,2608.42993164,935619,1563321851,1.79489994049,3.13978004456,34.6198668569,1039.66839296,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('7',)",3772310671.94,4,31.3955993652,3773757810.65,3773757810.68,3772310671.94,0.0,internal_timestamp,2602.88989258,939561,1563321871,1.79449999332,3.13955993652,34.6202020273,1039.64401954,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('8',)",3772310691.93,4,31.3948001862,3773757810.65,3773757810.68,3772310691.93,0.0,internal_timestamp,2597.39990234,933143,1563321891,1.79600000381,3.13948001862,34.6202127906,1039.61933998,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('9',)",3772314644.96,4,31.4155006409,3773757810.67,3773757810.72,3772314644.96,0.0,internal_timestamp,1539.89001465,963280,1563325844,2.39849996567,3.14155006409,34.5208490144,1034.69598653,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('10',)",3772314671.16,4,31.4155006409,3773757810.67,3773757810.72,3772314671.16,0.0,internal_timestamp,1539.60998535,158601,1563325871,2.39869999886,3.14155006409,34.5207776921,1034.69463083,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('11',)",3772314691.17,4,31.4207992554,3773757810.67,3773757810.72,3772314691.17,0.0,internal_timestamp,1535.39001465,165449,1563325891,2.40820002556,3.14207992554,34.5192743989,1034.67306088,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('12',)",3772314711.16,4,31.4249992371,3773757810.67,3773757810.72,3772314711.16,0.0,internal_timestamp,1529.94995117,159688,1563325911,2.41700005531,3.14249992371,34.5177912544,1034.64603793,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('13',)",3772314731.16,4,31.434299469,3773757810.67,3773757810.72,3772314731.16,0.0,internal_timestamp,1524.52001953,164805,1563325931,2.4321000576,3.1434299469,34.5158291875,1034.61790375,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('14',)",3772314751.16,4,31.4430007935,3773757810.67,3773757810.72,3772314751.16,0.0,internal_timestamp,1519.04003906,158479,1563325951,2.44589996338,3.14430007935,34.5145438889,1034.5902346,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('15',)",3772314771.16,4,31.4459991455,3773757810.67,3773757810.72,3772314771.16,0.0,internal_timestamp,1513.60998535,161850,1563325971,2.4525001049,3.14459991455,34.5139300464,1034.5642062,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('16',)",3772314791.16,4,31.4458007812,3773757810.67,3773757810.72,3772314791.16,0.0,internal_timestamp,1508.18994141,155395,1563325991,2.45539999008,3.14458007813,34.5133458595,1034.53869938,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('17',)",3772314811.18,4,31.4458999634,3773757810.67,3773757810.72,3772314811.18,0.0,internal_timestamp,1502.82995605,184492,1563326011,2.45799994469,3.14458999634,34.5134142453,1034.51401542,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('18',)",3772314831.16,4,31.4484996796,3773757810.67,3773757810.72,3772314831.16,0.0,internal_timestamp,1497.42004395,158325,1563326031,2.46499991417,3.14484996796,34.5118811031,1034.48729689,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('19',)",3772314851.16,4,31.4543991089,3773757810.67,3773757810.72,3772314851.16,0.0,internal_timestamp,1492.01000977,162931,1563326051,2.47569990158,3.14543991089,34.5104403105,1034.4601931,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('20',)",3772314871.16,4,31.4571990967,3773757810.67,3773757810.72,3772314871.16,0.0,internal_timestamp,1486.59997559,164164,1563326071,2.48230004311,3.14571990967,34.5095780695,1034.43404933,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('21',)",3772314891.17,4,31.4666004181,3773757810.67,3773757810.72,3772314891.17,0.0,internal_timestamp,1481.22998047,165389,1563326091,2.49780011177,3.14666004181,34.5072860734,1034.40586297,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('22',)",3772314911.16,4,31.4710006714,3773757810.67,3773757810.72,3772314911.16,0.0,internal_timestamp,1475.80004883,156632,1563326111,2.50640010834,3.14710006714,34.5062605978,1034.37925091,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('23',)",3772314931.16,4,31.4717998505,3773757810.67,3773757810.72,3772314931.16,0.0,internal_timestamp,1470.38000488,161002,1563326131,2.50990009308,3.14717998505,34.5062607372,1034.35411899,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('24',)",3772314951.16,4,31.4787006378,3773757810.67,3773757810.72,3772314951.16,0.0,internal_timestamp,1464.94995117,164838,1563326151,2.52189993858,3.14787006378,34.5046715274,1034.32664054,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('25',)",3772314971.16,4,31.4818992615,3773757810.67,3773757810.72,3772314971.16,0.0,internal_timestamp,1459.5,157081,1563326171,2.52959990501,3.14818992615,34.5031499447,1034.29965254,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('26',)",3772314991.16,4,31.4888000488,3773757810.67,3773757810.72,3772314991.16,0.0,internal_timestamp,1454.10998535,162882,1563326191,2.54169988632,3.14888000488,34.501434947,1034.2722426,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('27',)",3772315011.16,4,31.488199234,3773757810.67,3773757810.72,3772315011.16,0.0,internal_timestamp,1448.64001465,155925,1563326211,2.5436000824,3.1488199234,34.5014571853,1034.24709084,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('28',)",3772315031.16,4,31.4925994873,3773757810.67,3773757810.72,3772315031.16,0.0,internal_timestamp,1443.22998047,162453,1563326231,2.5529999733,3.14925994873,34.4995757061,1034.21978762,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('29',)",3772315051.16,4,31.501499176,3773757810.67,3773757810.72,3772315051.16,0.0,internal_timestamp,1437.83996582,156559,1563326251,2.56760001183,3.1501499176,34.497641321,1034.19189379,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('30',)",3772315071.16,4,31.5027008057,3773757810.67,3773757810.72,3772315071.16,0.0,internal_timestamp,1432.42004395,161170,1563326271,2.57179999352,3.15027008057,34.4973930775,1034.16646955,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('31',)",3772315091.16,4,31.5062999725,3773757810.67,3773757810.72,3772315091.16,0.0,internal_timestamp,1427.02001953,162660,1563326291,2.57949995995,3.15062999725,34.4963380635,1034.14006839,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('32',)",3772315111.16,4,31.5149993896,3773757810.67,3773757810.72,3772315111.16,0.0,internal_timestamp,1421.65002441,156961,1563326311,2.5938000679,3.15149993896,34.4944689541,1034.11235073,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('33',)",3772315131.16,4,31.5196990967,3773757810.67,3773757810.72,3772315131.16,0.0,internal_timestamp,1416.2199707,160003,1563326331,2.60290002823,3.15196990967,34.4932832755,1034.08553519,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('34',)",3772315151.17,4,31.5249996185,3773757810.67,3773757810.72,3772315151.17,0.0,internal_timestamp,1410.88000488,166082,1563326351,2.61279988289,3.15249996185,34.4919343866,1034.0588973,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('35',)",3772315171.16,4,31.5317993164,3773757810.67,3773757810.72,3772315171.16,0.0,internal_timestamp,1405.51000977,159566,1563326371,2.625,3.15317993164,34.4899837199,1034.03136416,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('36',)",3772315191.16,4,31.5316009521,3773757810.67,3773757810.72,3772315191.16,0.0,internal_timestamp,1400.10998535,163605,1563326391,2.62759995461,3.15316009521,34.4897246361,1034.00620416,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('37',)",3772315211.17,4,31.532699585,3773757810.67,3773757810.72,3772315211.17,0.0,internal_timestamp,1394.79003906,166894,1563326411,2.63170003891,3.1532699585,34.4894113153,1033.98118081,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('38',)",3772315231.16,4,31.5401000977,3773757810.67,3773757810.72,3772315231.16,0.0,internal_timestamp,1389.42004395,160968,1563326431,2.64439988136,3.15401000977,34.4876625704,1033.95374203,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('39',)",3772315251.17,4,31.5524997711,3773757810.67,3773757810.72,3772315251.17,0.0,internal_timestamp,1384.06005859,166041,1563326451,2.66459989548,3.15524997711,34.4840300279,1033.92394292,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('40',)",3772315271.17,4,31.5580997467,3773757810.67,3773757810.72,3772315271.17,0.0,internal_timestamp,1378.68994141,170142,1563326471,2.67429995537,3.15580997467,34.4832746893,1033.89765229,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('41',)",3772315291.16,4,31.5702991486,3773757810.67,3773757810.72,3772315291.16,0.0,internal_timestamp,1373.35998535,160427,1563326491,2.69400000572,3.15702991486,34.4799135135,1033.86826274,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('42',)",3772315311.17,4,31.5820999146,3773757810.67,3773757810.72,3772315311.17,0.0,internal_timestamp,1367.97998047,166038,1563326511,2.71259999275,3.15820999146,34.4772592426,1033.83933554,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('43',)",3772315331.16,4,31.5809001923,3773757810.67,3773757810.72,3772315331.16,0.0,internal_timestamp,1362.69995117,158232,1563326531,2.71280002594,3.15809001923,34.4782715877,1033.81601171,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('44',)",3772315351.16,4,31.5839996338,3773757810.67,3773757810.72,3772315351.16,0.0,internal_timestamp,1357.31005859,164472,1563326551,2.7202000618,3.15839996338,34.4769296023,1033.78944504,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('45',)",3772315371.16,4,31.5823001862,3773757810.67,3773757810.72,3772315371.16,0.0,internal_timestamp,1351.95996094,163086,1563326571,2.72059988976,3.15823001862,34.4771613928,1033.76515679,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('46',)",3772315391.17,4,31.5918998718,3773757810.67,3773757810.73,3772315391.17,0.0,internal_timestamp,1346.65002441,166974,1563326591,2.73690009117,3.15918998718,34.4742384387,1033.73661564,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('47',)",3772315411.16,4,31.599899292,3773757810.67,3773757810.73,3772315411.16,0.0,internal_timestamp,1341.32995605,161025,1563326611,2.75009989738,3.1599899292,34.4726633949,1033.70946972,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('48',)",3772315431.16,4,31.6114006042,3773757810.67,3773757810.73,3772315431.16,0.0,internal_timestamp,1336.0,156083,1563326631,2.76839995384,3.16114006042,34.4699387693,1033.6807461,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('49',)",3772315451.16,4,31.6126995087,3773757810.67,3773757810.73,3772315451.16,0.0,internal_timestamp,1330.68005371,160739,1563326651,2.77300000191,3.16126995087,34.4693460601,1033.65542616,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('50',)",3772315471.17,4,31.617099762,3773757810.67,3773757810.73,3772315471.17,0.0,internal_timestamp,1325.2800293,167801,1563326671,2.78159999847,3.1617099762,34.4683192863,1033.628907,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('51',)",3772315491.16,4,31.6263008118,3773757810.67,3773757810.73,3772315491.16,0.0,internal_timestamp,1319.81005859,160684,1563326691,2.79690003395,3.16263008118,34.4660541898,1033.60027044,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('52',)",3772315511.16,4,31.6355991364,3773757810.67,3773757810.73,3772315511.16,0.0,internal_timestamp,1314.43005371,163355,1563326711,2.8125,3.16355991364,34.4635439207,1033.57181325,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('53',)",3772315531.17,4,31.6448993683,3773757810.67,3773757810.73,3772315531.17,0.0,internal_timestamp,1309.06994629,165779,1563326731,2.82769989967,3.16448993683,34.461449045,1033.54382077,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('54',)",3772315551.16,4,31.6445007324,3773757810.67,3773757810.73,3772315551.16,0.0,internal_timestamp,1303.63000488,159868,1563326751,2.82999992371,3.16445007324,34.461298271,1033.51857488,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('55',)",3772315571.18,4,31.6427993774,3773757810.67,3773757810.73,3772315571.18,0.0,internal_timestamp,1298.2800293,177921,1563326771,2.83069992065,3.16427993774,34.4612181634,1033.49398892,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('56',)",3772315591.16,4,31.6455001831,3773757810.67,3773757810.73,3772315591.16,0.0,internal_timestamp,1292.81994629,163479,1563326791,2.83750009537,3.16455001831,34.4600716493,1033.46731107,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('57',)",3772315611.16,4,31.6555995941,3773757810.67,3773757810.73,3772315611.16,0.0,internal_timestamp,1287.47998047,158023,1563326811,2.85450005531,3.16555995941,34.4570320979,1033.43844103,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('58',)",3772315631.16,4,31.6555995941,3773757810.67,3773757810.73,3772315631.16,0.0,internal_timestamp,1282.06005859,164247,1563326831,2.85680007935,3.16555995941,34.4573568338,1033.41365434,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('59',)",3772315651.17,4,31.6558990479,3773757810.67,3773757810.73,3772315651.17,0.0,internal_timestamp,1276.66003418,165934,1563326851,2.85989999771,3.16558990479,34.4571889872,1033.38847008,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('60',)",3772315671.16,4,31.6679992676,3773757810.67,3773757810.73,3772315671.16,0.0,internal_timestamp,1271.25,160318,1563326871,2.87879991531,3.16679992676,34.454597467,1033.35939847,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('61',)",3772315691.17,4,31.6637001038,3773757810.67,3773757810.73,3772315691.17,0.0,internal_timestamp,1265.85998535,165606,1563326891,2.87730002403,3.16637001038,34.4537269731,1033.33426364,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('62',)",3772315711.16,4,31.6630992889,3773757810.67,3773757810.73,3772315711.16,0.0,internal_timestamp,1260.41003418,162056,1563326911,2.87949991226,3.16630992889,34.453449671,1033.30886909,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('63',)",3772315731.16,4,31.6664009094,3773757810.67,3773757810.73,3772315731.16,0.0,internal_timestamp,1255.01000977,163573,1563326931,2.88720011711,3.16664009094,34.4520531868,1033.28214778,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('64',)",3772315751.16,4,31.6653003693,3773757810.67,3773757810.73,3772315751.16,0.0,internal_timestamp,1249.65002441,158534,1563326951,2.88829994202,3.16653003693,34.4522903459,1033.25770013,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('65',)",3772315771.16,4,31.669500351,3773757810.67,3773757810.73,3772315771.16,0.0,internal_timestamp,1244.30004883,163979,1563326971,2.89800000191,3.1669500351,34.4498425887,1033.2301316,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('66',)",3772315791.17,4,31.6753005981,3773757810.67,3773757810.73,3772315791.17,0.0,internal_timestamp,1238.89001465,168951,1563326991,2.90820002556,3.16753005981,34.4488321551,1033.20336066,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('67',)",3772315811.16,4,31.686000824,3773757810.67,3773757810.73,3772315811.16,0.0,internal_timestamp,1233.54003906,164111,1563327011,2.92540001869,3.1686000824,34.446317084,1033.17482456,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('68',)",3772315831.17,4,31.6868000031,3773757810.67,3773757810.73,3772315831.17,0.0,internal_timestamp,1228.13000488,168557,1563327031,2.92939996719,3.16868000031,34.4458144784,1033.14920564,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('69',)",3772315851.17,4,31.6958999634,3773757810.67,3773757810.73,3772315851.17,0.0,internal_timestamp,1222.76000977,172058,1563327051,2.94420003891,3.16958999634,34.4439116936,1033.12135065,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('70',)",3772315871.16,4,31.6942996979,3773757810.67,3773757810.73,3772315871.16,0.0,internal_timestamp,1217.35998535,162793,1563327071,2.94490003586,3.16942996979,34.4439926908,1033.09663585,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('71',)",3772315891.16,4,31.6984004974,3773757810.67,3773757810.73,3772315891.16,0.0,internal_timestamp,1212.0300293,164871,1563327091,2.95359992981,3.16984004974,34.442475387,1033.07000604,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('72',)",3772315911.17,4,31.7063999176,3773757810.67,3773757810.73,3772315911.17,0.0,internal_timestamp,1206.61999512,166071,1563327111,2.96740007401,3.17063999176,34.440321222,1033.04188409,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('73',)",3772315931.17,4,31.7133998871,3773757810.67,3773757810.73,3772315931.17,0.0,internal_timestamp,1201.23999023,168269,1563327131,2.97989988327,3.17133998871,34.4383183996,1033.01417554,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('74',)",3772315951.16,4,31.7138004303,3773757810.67,3773757810.73,3772315951.16,0.0,internal_timestamp,1195.91003418,163065,1563327151,2.98280000687,3.17138004303,34.4384592192,1032.98955157,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('75',)",3772315971.17,4,31.7178001404,3773757810.67,3773757810.73,3772315971.17,0.0,internal_timestamp,1190.51000977,168591,1563327171,2.99189996719,3.17178001404,34.4364359148,1032.96214513,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('76',)",3772315991.16,4,31.7199993134,3773757810.67,3773757810.73,3772315991.16,0.0,internal_timestamp,1185.11999512,164875,1563327191,2.99799990654,3.17199993134,34.4354020514,1032.93592773,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('77',)",3772316011.17,4,31.7299003601,3773757810.67,3773757810.73,3772316011.17,0.0,internal_timestamp,1179.7199707,170086,1563327211,3.01449990273,3.17299003601,34.4326899371,1032.90707785,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('78',)",3772316031.17,4,31.7362003326,3773757810.67,3773757810.73,3772316031.17,0.0,internal_timestamp,1174.31994629,172482,1563327231,3.02460002899,3.17362003326,34.4323869942,1032.88090413,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('79',)",3772316051.17,4,31.7387008667,3773757810.67,3773757810.73,3772316051.17,0.0,internal_timestamp,1169.0,166133,1563327251,3.0313000679,3.17387008667,34.4310495935,1032.85469104,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('80',)",3772316071.17,4,31.7390003204,3773757810.67,3773757810.73,3772316071.17,0.0,internal_timestamp,1163.59997559,171494,1563327271,3.03489995003,3.17390003204,34.430370507,1032.82900493,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('81',)",3772316091.17,4,31.7416000366,3773757810.67,3773757810.73,3772316091.17,0.0,internal_timestamp,1158.18005371,168002,1563327291,3.04150009155,3.17416000366,34.4293107013,1032.80256215,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('82',)",3772316111.17,4,31.7458000183,3773757810.67,3773757810.73,3772316111.17,0.0,internal_timestamp,1152.80004883,165371,1563327311,3.05040001869,3.17458000183,34.4277345076,1032.77561468,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('83',)",3772316131.17,4,31.7490005493,3773757810.67,3773757810.73,3772316131.17,0.0,internal_timestamp,1147.38000488,172498,1563327331,3.05760002136,3.17490005493,34.4267676445,1032.7491691,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('84',)",3772316151.17,4,31.7542991638,3773757810.67,3773757810.73,3772316151.17,0.0,internal_timestamp,1141.97998047,166276,1563327351,3.0680000782,3.17542991638,34.4249449246,1032.72175118,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('85',)",3772316171.17,4,31.7583007812,3773757810.67,3773757810.73,3772316171.17,0.0,internal_timestamp,1136.65002441,170472,1563327371,3.07620000839,3.17583007813,34.4238440942,1032.69548856,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('86',)",3772316191.17,4,31.7709999084,3773757810.67,3773757810.73,3772316191.17,0.0,internal_timestamp,1131.20996094,171576,1563327391,3.0962998867,3.17709999084,34.4207306715,1032.66569331,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('87',)",3772316211.17,4,31.7758998871,3773757810.67,3773757810.73,3772316211.17,0.0,internal_timestamp,1125.81005859,165369,1563327411,3.10590004921,3.17758998871,34.4192722841,1032.63865652,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('88',)",3772316231.19,4,31.7803993225,3773757810.67,3773757810.73,3772316231.19,0.0,internal_timestamp,1120.41003418,188339,1563327431,3.11450004578,3.17803993225,34.4183861455,1032.61219048,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('89',)",3772316251.17,4,31.7849998474,3773757810.67,3773757810.73,3772316251.17,0.0,internal_timestamp,1115.08996582,168353,1563327451,3.12389993668,3.17849998474,34.4167387017,1032.5853915,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('90',)",3772316271.17,4,31.7929992676,3773757810.67,3773757810.73,3772316271.17,0.0,internal_timestamp,1109.72998047,172069,1563327471,3.13800001144,3.17929992676,34.4142504888,1032.55717715,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('91',)",3772316291.17,4,31.8034000397,3773757810.67,3773757810.73,3772316291.17,0.0,internal_timestamp,1104.35998535,168475,1563327491,3.15580010414,3.18034000397,34.4107595409,1032.52767803,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('92',)",3772316311.16,4,31.8106002808,3773757810.67,3773757810.73,3772316311.16,0.0,internal_timestamp,1099.01000977,164554,1563327511,3.16829991341,3.18106002808,34.4089907634,1032.50026961,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('93',)",3772316331.17,4,31.8138999939,3773757810.67,3773757810.73,3772316331.17,0.0,internal_timestamp,1093.64001465,170156,1563327531,3.17529988289,3.18138999939,34.4083334723,1032.47431054,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('94',)",3772316351.17,4,31.8164997101,3773757810.67,3773757810.73,3772316351.17,0.0,internal_timestamp,1088.20996094,166645,1563327551,3.18179988861,3.18164997101,34.407392596,1032.44791132,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('95',)",3772316371.17,4,31.8197994232,3773757810.67,3773757810.73,3772316371.17,0.0,internal_timestamp,1082.88000488,166127,1563327571,3.18980002403,3.18197994232,34.4056637578,1032.42116573,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('96',)",3772316391.18,4,31.8300991058,3773757810.67,3773757810.73,3772316391.18,0.0,internal_timestamp,1077.57995605,175056,1563327591,3.20609998703,3.18300991058,34.4035957562,1032.39328592,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('97',)",3772316411.17,4,31.8390007019,3773757810.67,3773757810.74,3772316411.17,0.0,internal_timestamp,1072.22998047,171544,1563327611,3.22140002251,3.18390007019,34.400926233,1032.36482181,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('98',)",3772316431.17,4,31.8425006866,3773757810.67,3773757810.74,3772316431.17,0.0,internal_timestamp,1066.88000488,169456,1563327631,3.23060011864,3.18425006866,34.398188236,1032.33703915,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('99',)",3772316451.17,4,31.8435993195,3773757810.67,3773757810.74,3772316451.17,0.0,internal_timestamp,1061.5300293,167301,1563327651,3.23799991608,3.18435993195,34.3944624891,1032.30869248,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('100',)",3772316471.18,4,31.8467006683,3773757810.67,3773757810.74,3772316471.18,0.0,internal_timestamp,1056.2800293,175374,1563327671,3.24609994888,3.18467006683,34.3923537995,1032.28199472,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('101',)",3772316491.17,4,31.8542003632,3773757810.67,3773757810.74,3772316491.17,0.0,internal_timestamp,1050.92004395,172399,1563327691,3.25920009613,3.18542003632,34.3903231568,1032.25424996,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('102',)",3772316511.17,4,31.8605995178,3773757810.67,3773757810.74,3772316511.17,0.0,internal_timestamp,1045.58996582,169163,1563327711,3.27160000801,3.18605995178,34.3876936311,1032.22625257,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
