obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('420',)",3772327211.07,4,31.2758998871,3773757810.68,3773757810.73,3772327211.07,0.0,internal_timestamp,2026.66003418,69179,1563338411,1.94319999218,3.12758998871,34.5922290622,1037.01653523,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('421',)",3772327231.07,4,31.2770996094,3773757810.68,3773757810.73,3772327231.07,0.0,internal_timestamp,2032.06005859,67229,1563338431,1.94179999828,3.12770996094,34.5925412106,1037.04133323,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('422',)",3772327251.07,4,31.2777996063,3773757810.68,3773757810.73,3772327251.07,0.0,internal_timestamp,2037.43994141,68483,1563338451,1.9401999712,3.12777996063,34.5924629006,1037.06575734,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('423',)",3772327271.06,4,31.2793998718,3773757810.68,3773757810.73,3772327271.06,0.0,internal_timestamp,2042.83996582,62379,1563338471,1.93939995766,3.12793998718,34.5926289062,1037.09035681,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('424',)",3772327291.06,4,31.2800006866,3773757810.68,3773757810.73,3772327291.06,0.0,internal_timestamp,2048.17993164,60903,1563338491,1.93700003624,3.12800006866,34.5933050225,1037.11529381,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('425',)",3772327311.07,4,31.2812995911,3773757810.68,3773757810.73,3772327311.07,0.0,internal_timestamp,2053.62011719,67261,1563338511,1.9361000061,3.12812995911,34.5931891991,1037.13986117,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('426',)",3772327331.07,4,31.2833003998,3773757810.68,3773757810.73,3772327331.07,0.0,internal_timestamp,2059.04003906,67762,1563338531,1.93579995632,3.12833003998,34.5933072263,1037.16443921,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('427',)",3772327351.07,4,31.2856006622,3773757810.68,3773757810.73,3772327351.07,0.0,internal_timestamp,2064.43994141,66145,1563338551,1.93599998951,3.12856006622,34.5932703451,1037.18873659,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('428',)",3772327371.07,4,31.2824993134,3773757810.68,3773757810.73,3772327371.07,0.0,internal_timestamp,2069.87988281,66626,1563338571,1.92820000648,3.12824993134,34.5951147402,1037.21574489,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('429',)",3772327391.07,4,31.2828998566,3773757810.69,3773757810.73,3772327391.07,0.0,internal_timestamp,2075.30004883,68185,1563338591,1.92589998245,3.12828998566,34.5954030033,1037.24071437,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('430',)",3772327411.09,4,31.2840995789,3773757810.69,3773757810.73,3772327411.09,0.0,internal_timestamp,2080.64990234,89960,1563338611,1.92480003834,3.12840995789,34.5954281246,1037.26499932,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('431',)",3772327431.07,4,31.283700943,3773757810.69,3773757810.73,3772327431.07,0.0,internal_timestamp,2086.0300293,68479,1563338631,1.92110002041,3.1283700943,34.5962502753,1037.29038806,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('432',)",3772327451.09,4,31.2851009369,3773757810.69,3773757810.73,3772327451.09,0.0,internal_timestamp,2091.40991211,93248,1563338651,1.91970002651,3.12851009369,34.5968298064,1037.31527879,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('433',)",3772327471.07,4,31.285900116,3773757810.69,3773757810.73,3772327471.07,0.0,internal_timestamp,2096.7800293,69520,1563338671,1.91820001602,3.1285900116,34.5967823628,1037.3396439,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('434',)",3772327491.07,4,31.286699295,3773757810.69,3773757810.73,3772327491.07,0.0,internal_timestamp,2102.10009766,67333,1563338691,1.91639995575,3.1286699295,34.597081082,1037.3640927,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('435',)",3772327511.17,4,31.2880992889,3773757810.69,3773757810.73,3772327511.17,0.0,internal_timestamp,2107.47998047,171554,1563338711,1.91509997845,3.12880992889,34.5975566996,1037.38888124,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('436',)",3772327531.07,4,31.2905006409,3773757810.69,3773757810.73,3772327531.07,0.0,internal_timestamp,2112.81005859,70565,1563338731,1.91530001163,3.12905006409,34.5976875568,1037.41297296,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('437',)",3772327551.07,4,31.2929000854,3773757810.69,3773757810.73,3772327551.07,0.0,internal_timestamp,2118.23999023,69160,1563338751,1.91540002823,3.12929000854,34.5978750456,1037.43756947,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('438',)",3772327571.07,4,31.2936992645,3773757810.69,3773757810.73,3772327571.07,0.0,internal_timestamp,2123.62011719,70440,1563338771,1.91340005398,3.12936992645,34.5983619177,1037.46245331,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('439',)",3772327591.06,4,31.2945995331,3773757810.69,3773757810.73,3772327591.06,0.0,internal_timestamp,2128.9699707,61421,1563338791,1.91219997406,3.12945995331,34.5981343929,1037.48653107,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('440',)",3772327611.06,4,31.2935009003,3773757810.69,3773757810.73,3772327611.06,0.0,internal_timestamp,2134.34008789,63522,1563338811,1.90719997883,3.12935009003,34.5994973543,1037.51245279,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('441',)",3772327631.06,4,31.2922000885,3773757810.69,3773757810.73,3772327631.06,0.0,internal_timestamp,2139.7199707,64794,1563338831,1.90250003338,3.12922000885,34.6002869791,1037.5379266,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('442',)",3772327651.06,4,31.2940006256,3773757810.69,3773757810.73,3772327651.06,0.0,internal_timestamp,2145.0300293,64559,1563338851,1.90250003338,3.12940006256,34.5999077323,1037.56153932,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('443',)",3772327671.07,4,31.2961997986,3773757810.69,3773757810.73,3772327671.07,0.0,internal_timestamp,2150.38989258,66847,1563338871,1.90230000019,3.12961997986,34.600209612,1037.58593495,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('444',)",3772327691.07,4,31.2982006073,3773757810.69,3773757810.73,3772327691.07,0.0,internal_timestamp,2155.79003906,67826,1563338891,1.90230000019,3.12982006073,34.6000349582,1037.6101084,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('445',)",3772327711.06,4,31.2989997864,3773757810.69,3773757810.73,3772327711.06,0.0,internal_timestamp,2161.13989258,64811,1563338911,1.89999997616,3.12989997864,34.6008639835,1037.63514837,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('446',)",3772327731.06,4,31.300699234,3773757810.69,3773757810.73,3772327731.06,0.0,internal_timestamp,2166.48999023,63421,1563338931,1.89970004559,3.1300699234,34.6006652723,1037.6591126,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('447',)",3772327751.06,4,31.3015995026,3773757810.69,3773757810.73,3772327751.06,0.0,internal_timestamp,2171.88989258,64907,1563338951,1.89800000191,3.13015995026,34.6009553117,1037.68386964,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('448',)",3772327771.07,4,31.3022994995,3773757810.69,3773757810.73,3772327771.07,0.0,internal_timestamp,2177.22998047,67888,1563338971,1.89619994164,3.13022994995,34.6011358468,1037.70828263,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('449',)",3772327791.07,4,31.3033008575,3773757810.69,3773757810.73,3772327791.07,0.0,internal_timestamp,2182.62988281,69386,1563338991,1.89390003681,3.13033008575,34.6021930619,1037.73371751,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('450',)",3772327811.07,4,31.3036003113,3773757810.69,3773757810.73,3772327811.07,0.0,internal_timestamp,2188.08007812,68228,1563339011,1.89189994335,3.13036003113,34.6020425666,1037.75838835,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('451',)",3772327831.07,4,31.3029003143,3773757810.69,3773757810.73,3772327831.07,0.0,internal_timestamp,2193.39990234,71444,1563339031,1.88810002804,3.13029003143,34.6026489307,1037.78330645,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('452',)",3772327851.07,4,31.3043994904,3773757810.69,3773757810.73,3772327851.07,0.0,internal_timestamp,2198.7800293,70375,1563339051,1.88740003109,3.13043994904,34.6026224346,1037.80757989,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('453',)",3772327871.06,4,31.3064002991,3773757810.69,3773757810.73,3772327871.06,0.0,internal_timestamp,2204.11010742,62420,1563339071,1.88699996471,3.13064002991,34.6029183682,1037.83183819,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('454',)",3772327892.07,4,31.3087005615,3773757810.69,3773757810.73,3772327892.07,0.0,internal_timestamp,2209.73999023,67290,1563339092,1.88759994507,3.13087005615,34.6023699158,1037.85664459,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('455',)",3772327911.07,4,31.3106002808,3773757810.69,3773757810.73,3772327911.07,0.0,internal_timestamp,2214.84008789,66473,1563339111,1.88670003414,3.13106002808,34.6031891465,1037.88034134,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('456',)",3772327931.07,4,31.3124008179,3773757810.69,3773757810.73,3772327931.07,0.0,internal_timestamp,2220.13989258,66962,1563339131,1.88639998436,3.13124008179,34.6031495031,1037.90417874,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('457',)",3772327951.07,4,31.3131999969,3773757810.69,3773757810.73,3772327951.07,0.0,internal_timestamp,2225.44995117,67891,1563339151,1.8845000267,3.13131999969,34.6035821956,1037.9286466,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('458',)",3772327971.07,4,31.3143997192,3773757810.69,3773757810.73,3772327971.07,0.0,internal_timestamp,2230.80004883,69847,1563339171,1.88329994678,3.13143997192,34.6037418965,1037.95298324,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('459',)",3772327991.07,4,31.3160991669,3773757810.69,3773757810.73,3772327991.07,0.0,internal_timestamp,2236.12988281,73288,1563339191,1.8832000494,3.13160991669,34.6033525227,1037.97664657,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('460',)",3772328011.07,4,31.3167991638,3773757810.69,3773757810.73,3772328011.07,0.0,internal_timestamp,2241.43994141,70148,1563339211,1.88110005856,3.13167991638,34.6038796672,1038.00120854,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('461',)",3772328031.07,4,31.3171005249,3773757810.69,3773757810.73,3772328031.07,0.0,internal_timestamp,2246.79003906,70484,1563339231,1.87950003147,3.13171005249,34.603363932,1038.0250624,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('462',)",3772328051.07,4,31.3201007843,3773757810.69,3773757810.73,3772328051.07,0.0,internal_timestamp,2252.12011719,69335,1563339251,1.87999999523,3.13201007843,34.603937623,1038.04939299,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('463',)",3772328071.07,4,31.3208007812,3773757810.69,3773757810.73,3772328071.07,0.0,internal_timestamp,2257.37988281,70458,1563339271,1.8776999712,3.13208007812,34.6047056047,1038.07393804,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('464',)",3772328091.07,4,31.3208007812,3773757810.69,3773757810.73,3772328091.07,0.0,internal_timestamp,2262.70996094,71014,1563339291,1.87520003319,3.13208007812,34.6047925686,1038.09828993,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('465',)",3772328111.07,4,31.3209991455,3773757810.69,3773757810.73,3772328111.07,0.0,internal_timestamp,2268.05004883,72586,1563339311,1.87240004539,3.13209991455,34.6054400752,1038.12316506,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('466',)",3772328131.07,4,31.320400238,3773757810.69,3773757810.74,3772328131.07,0.0,internal_timestamp,2273.32006836,68646,1563339331,1.86870002747,3.1320400238,34.6061023498,1038.14785765,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('467',)",3772328151.07,4,31.3218002319,3773757810.69,3773757810.74,3772328151.07,0.0,internal_timestamp,2278.65991211,66761,1563339351,1.86779999733,3.13218002319,34.6062018531,1038.17203868,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('468',)",3772328171.07,4,31.3232002258,3773757810.69,3773757810.74,3772328171.07,0.0,internal_timestamp,2283.94995117,66106,1563339371,1.86710000038,3.13232002258,34.6061128691,1038.19581453,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('469',)",3772328191.07,4,31.3253993988,3773757810.69,3773757810.74,3772328191.07,0.0,internal_timestamp,2289.27001953,69557,1563339391,1.86740005016,3.13253993988,34.6059260519,1038.21950901,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('470',)",3772328211.07,4,31.3262004852,3773757810.69,3773757810.74,3772328211.07,0.0,internal_timestamp,2294.59008789,71261,1563339411,1.8653999567,3.13262004852,34.6064756082,1038.24409268,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('471',)",3772328231.08,4,31.3274993896,3773757810.69,3773757810.74,3772328231.08,0.0,internal_timestamp,2299.9699707,75152,1563339431,1.86440002918,3.13274993896,34.6065420029,1038.26842681,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('472',)",3772328251.07,4,31.3283996582,3773757810.69,3773757810.74,3772328251.07,0.0,internal_timestamp,2305.27001953,74279,1563339451,1.86259996891,3.13283996582,34.6070116395,1038.29282592,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('473',)",3772328271.07,4,31.3267002106,3773757810.69,3773757810.74,3772328271.07,0.0,internal_timestamp,2310.56005859,74718,1563339471,1.85730004311,3.13267002106,34.6080245332,1038.31808359,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('474',)",3772328291.08,4,31.3286991119,3773757810.69,3773757810.74,3772328291.08,0.0,internal_timestamp,2315.90991211,75218,1563339491,1.85739994049,3.13286991119,34.6077955174,1038.34189359,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('475',)",3772328311.06,4,31.3302001953,3773757810.69,3773757810.74,3772328311.06,0.0,internal_timestamp,2321.22998047,64969,1563339511,1.85679996014,3.13302001953,34.607716502,1038.36578093,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('476',)",3772328331.07,4,31.3309993744,3773757810.69,3773757810.74,3772328331.07,0.0,internal_timestamp,2326.55004883,67031,1563339531,1.8545999527,3.13309993744,34.6084828393,1038.39054823,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('477',)",3772328351.09,4,31.3314990997,3773757810.69,3773757810.74,3772328351.09,0.0,internal_timestamp,2331.88989258,88448,1563339551,1.85199999809,3.13314990997,34.609299076,1038.41549612,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('478',)",3772328371.07,4,31.3320999146,3773757810.69,3773757810.74,3772328371.07,0.0,internal_timestamp,2337.17993164,74041,1563339571,1.85010004044,3.13320999146,34.6095174003,1038.43965352,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('479',)",3772328391.07,4,31.3337993622,3773757810.69,3773757810.74,3772328391.07,0.0,internal_timestamp,2342.48999023,74000,1563339591,1.84969997406,3.13337993622,34.6094777605,1038.46348961,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('480',)",3772328411.07,4,31.335100174,3773757810.69,3773757810.74,3772328411.07,0.0,internal_timestamp,2347.83007812,72441,1563339611,1.84839999676,3.1335100174,34.6098947549,1038.48793968,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('481',)",3772328431.07,4,31.3360996246,3773757810.69,3773757810.74,3772328431.07,0.0,internal_timestamp,2353.14990234,72258,1563339631,1.84700000286,3.13360996246,34.6100584429,1038.5121118,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('482',)",3772328451.07,4,31.335899353,3773757810.69,3773757810.74,3772328451.07,0.0,internal_timestamp,2358.43994141,73236,1563339651,1.84350001812,3.1335899353,34.6110027841,1038.53704982,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('483',)",3772328471.08,4,31.3372993469,3773757810.69,3773757810.74,3772328471.08,0.0,internal_timestamp,2363.76000977,77177,1563339671,1.84280002117,3.13372993469,34.6109139178,1038.56092384,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('484',)",3772328491.08,4,31.3393993378,3773757810.69,3773757810.74,3772328491.08,0.0,internal_timestamp,2369.10009766,76797,1563339691,1.84319996834,3.13393993378,34.610503693,1038.58448106,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('485',)",3772328511.08,4,31.3418998718,3773757810.69,3773757810.74,3772328511.08,0.0,internal_timestamp,2374.37011719,76966,1563339711,1.84350001812,3.13418998718,34.610727569,1038.6082321,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('486',)",3772328531.08,4,31.3439006805,3773757810.69,3773757810.74,3772328531.08,0.0,internal_timestamp,2379.70996094,77778,1563339731,1.84300005436,3.13439006805,34.6111578834,1038.6325659,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('487',)",3772328551.07,4,31.3458003998,3773757810.69,3773757810.74,3772328551.07,0.0,internal_timestamp,2384.87011719,70341,1563339751,1.84329998493,3.13458003998,34.6106974781,1038.65528328,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('488',)",3772328571.07,4,31.3481998444,3773757810.69,3773757810.74,3772328571.07,0.0,internal_timestamp,2390.16992188,71090,1563339771,1.84309995174,3.13481998444,34.6113192516,1038.67954077,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('489',)",3772328591.07,4,31.3497009277,3773757810.69,3773757810.74,3772328591.07,0.0,internal_timestamp,2395.5300293,71784,1563339791,1.84259998798,3.13497009277,34.6111280865,1038.70347064,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('490',)",3772328611.08,4,31.3507995605,3773757810.69,3773757810.74,3772328611.08,0.0,internal_timestamp,2400.80004883,76895,1563339811,1.8409999609,3.13507995605,34.611659868,1038.72771375,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('491',)",3772328631.07,4,31.3500995636,3773757810.69,3773757810.74,3772328631.07,0.0,internal_timestamp,2406.10009766,68181,1563339831,1.83710002899,3.13500995636,34.6124198325,1038.75258801,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('492',)",3772328651.07,4,31.3500995636,3773757810.69,3773757810.74,3772328651.07,0.0,internal_timestamp,2411.42993164,68288,1563339851,1.83440005779,3.13500995636,34.6127470772,1038.77708767,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('493',)",3772328671.07,4,31.3500995636,3773757810.69,3773757810.74,3772328671.07,0.0,internal_timestamp,2416.77001953,70743,1563339871,1.83130002022,3.13500995636,34.613497218,1038.8020181,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('494',)",3772328691.07,4,31.3512992859,3773757810.69,3773757810.74,3772328691.07,0.0,internal_timestamp,2422.09008789,74484,1563339891,1.83039999008,3.13512992859,34.6133862257,1038.82587545,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('495',)",3772353691.08,4,31.4081001282,3773757810.72,3773757810.74,3772353691.08,0.0,internal_timestamp,2640.77001953,75661,1563364891,1.7907999754,3.14081001282,34.6216561488,1039.81447092,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('496',)",3772353711.07,4,31.4081993103,3773757810.72,3773757810.74,3772353711.07,0.0,internal_timestamp,2639.63989258,74971,1563364911,1.7906999588,3.14081993103,34.6224164528,1039.81004607,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('497',)",3772353731.08,4,31.4055995941,3773757810.72,3773757810.74,3772353731.08,0.0,internal_timestamp,2634.5,82120,1563364931,1.79050004482,3.14055995941,34.6218541336,1039.78674095,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('498',)",3772353751.08,4,31.4032001495,3773757810.72,3773757810.74,3772353751.08,0.0,internal_timestamp,2629.0,78513,1563364951,1.78989994526,3.14032001495,34.6221349301,1039.76254567,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('499',)",3772353771.07,4,31.4011993408,3773757810.72,3773757810.74,3772353771.07,0.0,internal_timestamp,2623.47998047,73895,1563364971,1.79019999504,3.14011993408,34.6219568875,1039.73776983,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('500',)",3772353791.08,4,31.3990001678,3773757810.72,3773757810.74,3772353791.08,0.0,internal_timestamp,2618.0,78197,1563364991,1.79059994221,3.13990001678,34.6214107316,1039.71286742,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('501',)",3772353811.08,4,31.3969993591,3773757810.72,3773757810.74,3772353811.08,0.0,internal_timestamp,2612.4699707,83738,1563365011,1.79040002823,3.13969993591,34.6217723858,1039.68853514,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('502',)",3772353831.08,4,31.3957996368,3773757810.72,3773757810.74,3772353831.08,0.0,internal_timestamp,2606.88989258,78728,1563365031,1.7920999527,3.13957996368,34.6211184738,1039.6629099,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('503',)",3772353851.07,4,31.3978004456,3773757810.72,3773757810.74,3772353851.07,0.0,internal_timestamp,2601.39990234,74625,1563365051,1.79789996147,3.13978004456,34.6199870207,1039.63672161,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('504',)",3772353871.08,4,31.3966007233,3773757810.72,3773757810.74,3772353871.08,0.0,internal_timestamp,2595.87988281,80273,1563365071,1.7989000082,3.13966007233,34.620052742,1039.61202256,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('505',)",3772353891.09,4,31.3955993652,3773757810.72,3773757810.74,3772353891.09,0.0,internal_timestamp,2590.37011719,85162,1563365091,1.80079996586,3.13955993652,34.6193993092,1039.58667525,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('506',)",3772356127.09,4,31.2693004608,3773757810.72,3773757810.76,3772356127.09,0.0,internal_timestamp,1994.39001465,94207,1563367327,1.95260000229,3.12693004608,34.5899813054,1036.86784434,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('507',)",3772356151.3,4,31.2696990967,3773757810.72,3773757810.76,3772356151.3,0.0,internal_timestamp,1994.25,297668,1563367351,1.95340001583,3.12696990967,34.5896860659,1036.86687569,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('508',)",3772356171.3,4,31.2724990845,3773757810.72,3773757810.76,3772356171.3,0.0,internal_timestamp,1990.29003906,296863,1563367371,1.96000003815,3.12724990845,34.5880347229,1036.84683279,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('509',)",3772356191.29,4,31.2721004486,3773757810.72,3773757810.76,3772356191.29,0.0,internal_timestamp,1984.90002441,294025,1563367391,1.9618999958,3.12721004486,34.5881769847,1036.82235134,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('510',)",3772356211.3,4,31.2702007294,3773757810.72,3773757810.76,3772356211.3,0.0,internal_timestamp,1979.43994141,299326,1563367411,1.96249997616,3.12702007294,34.5878966584,1036.79738788,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('511',)",3772356231.3,4,31.2698001862,3773757810.72,3773757810.76,3772356231.3,0.0,internal_timestamp,1973.98999023,295306,1563367431,1.96510004997,3.12698001862,34.5873198864,1036.77197461,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('512',)",3772356251.3,4,31.272600174,3773757810.72,3773757810.76,3772356251.3,0.0,internal_timestamp,1968.59997559,302935,1563367451,1.97239995003,3.1272600174,34.5856304648,1036.74534505,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('513',)",3772356271.3,4,31.2737998962,3773757810.72,3773757810.76,3772356271.3,0.0,internal_timestamp,1963.15002441,301871,1563367471,1.97650003433,3.12737998962,34.5854219156,1036.72002259,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('514',)",3772356291.3,4,31.2726993561,3773757810.72,3773757810.76,3772356291.3,0.0,internal_timestamp,1957.81005859,301651,1563367491,1.9781999588,3.12726993561,34.5848941196,1036.69525543,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('515',)",3772356311.3,4,31.2730998993,3773757810.72,3773757810.76,3772356311.3,0.0,internal_timestamp,1952.32995605,298567,1563367511,1.98160004616,3.12730998993,34.5844669701,1036.66971142,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('516',)",3772356331.29,4,31.2709999084,3773757810.72,3773757810.76,3772356331.29,0.0,internal_timestamp,1946.97998047,293203,1563367531,1.98199999332,3.12709999084,34.5841054912,1036.64519342,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('517',)",3772356351.29,4,31.2714004517,3773757810.72,3773757810.76,3772356351.29,0.0,internal_timestamp,1941.59997559,291202,1563367551,1.98520004749,3.12714004517,34.5838444959,1036.62025393,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('518',)",3772356371.3,4,31.2730007172,3773757810.72,3773757810.76,3772356371.3,0.0,internal_timestamp,1936.15002441,300114,1563367571,1.99080002308,3.12730007172,34.5825304989,1036.59385804,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('519',)",3772356391.3,4,31.2763996124,3773757810.72,3773757810.76,3772356391.3,0.0,internal_timestamp,1930.76000977,301231,1563367591,1.9986000061,3.12763996124,34.5810497158,1036.56731607,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('520',)",3772356411.3,4,31.2833003998,3773757810.72,3773757810.76,3772356411.3,0.0,internal_timestamp,1925.39001465,301065,1563367611,2.0107998848,3.12833003998,34.5791663338,1036.53997838,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('521',)",3772356431.3,4,31.2819004059,3773757810.72,3773757810.76,3772356431.3,0.0,internal_timestamp,1919.9699707,297110,1563367631,2.01169991493,3.12819004059,34.5791712174,1036.51535692,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
"('522',)",3772356451.3,4,31.2812995911,3773757810.72,3773757810.76,3772356451.3,0.0,internal_timestamp,1914.59997559,295215,1563367651,2.01370000839,3.12812995911,34.5789599444,1036.4906474,29,29,29,29,1,0,29,13,29,29,29,29,45.82972,-129.75904
