obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('324',)",3659864435.28,2,31.2569999695,3746541027.12,3746541027.21,3659864435.28,0.0,internal_timestamp,2014.0,275233,1450875635,1.92040002346,3.12569999695,34.5995774891,1036.96768439,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('325',)",3659864446.28,2,31.2598991394,3746541027.12,3746541027.21,3659864446.28,0.0,internal_timestamp,2011.40002441,275091,1450875646,1.92610001564,3.12598991394,34.5983364938,1036.95422091,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('326',)",3659864457.28,2,31.2593002319,3746541027.12,3746541027.21,3659864457.28,0.0,internal_timestamp,2008.79003906,282248,1450875657,1.92669999599,3.12593002319,34.5982460738,1036.94228131,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('327',)",3659864468.28,2,31.261100769,3746541027.12,3746541027.21,3659864468.28,0.0,internal_timestamp,2005.97998047,276686,1450875668,1.9306999445,3.1261100769,34.5975741116,1036.92853702,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('328',)",3659864479.28,2,31.2628002167,3746541027.12,3746541027.21,3659864479.28,0.0,internal_timestamp,2003.08996582,277033,1450875679,1.93470001221,3.12628002167,34.5968172138,1036.91436434,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('329',)",3659864490.28,2,31.2632007599,3746541027.12,3746541027.21,3659864490.28,0.0,internal_timestamp,2000.31994629,278004,1450875690,1.93649995327,3.12632007599,34.5967542889,1036.90156548,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('330',)",3659864501.28,2,31.2632007599,3746541027.12,3746541027.21,3659864501.28,0.0,internal_timestamp,1997.45996094,277683,1450875701,1.93799996376,3.12632007599,34.5965634955,1036.88829815,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('331',)",3659864512.28,2,31.2644004822,3746541027.12,3746541027.21,3659864512.28,0.0,internal_timestamp,1994.57995605,277981,1450875712,1.94079995155,3.12644004822,34.5964702268,1036.87484717,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('332',)",3659864523.29,2,31.2684001923,3746541027.12,3746541027.21,3659864523.29,0.0,internal_timestamp,1991.68994141,289407,1450875723,1.94850003719,3.12684001923,34.5945904133,1036.85930845,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('333',)",3659864534.28,2,31.2698001862,3746541027.12,3746541027.21,3659864534.28,0.0,internal_timestamp,1988.81005859,280920,1450875734,1.95179998875,3.12698001862,34.5942094618,1036.84556604,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('334',)",3659864545.28,2,31.2721004486,3746541027.12,3746541027.21,3659864545.28,0.0,internal_timestamp,1986.02001953,281641,1450875745,1.95659995079,3.12721004486,34.5932889675,1036.83160992,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('335',)",3659864556.28,2,31.2712993622,3746541027.12,3746541027.21,3659864556.28,0.0,internal_timestamp,1983.26000977,282537,1450875756,1.95659995079,3.12712993622,34.5936673827,1036.81943454,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('336',)",3659864567.28,2,31.2705001831,3746541027.12,3746541027.21,3659864567.28,0.0,internal_timestamp,1980.35998535,283209,1450875767,1.95720005035,3.12705001831,34.5934760842,1036.8060998,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('337',)",3659864578.29,2,31.2700004578,3746541027.12,3746541027.22,3659864578.29,0.0,internal_timestamp,1977.51000977,292618,1450875778,1.9579000473,3.12700004578,34.5935221915,1036.79316417,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('338',)",3659864589.29,2,31.2712993622,3746541027.12,3746541027.22,3659864589.29,0.0,internal_timestamp,1974.68994141,290822,1450875789,1.96119999886,3.12712993622,34.5929883666,1036.77956947,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('339',)",3659864600.29,2,31.2737998962,3746541027.12,3746541027.22,3659864600.29,0.0,internal_timestamp,1971.83996582,290507,1450875800,1.96650004387,3.12737998962,34.5918105148,1036.76507313,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('340',)",3659864611.29,2,31.2775993347,3746541027.12,3746541027.22,3659864611.29,0.0,internal_timestamp,1968.9699707,289721,1450875811,1.97269999981,3.12775993347,34.5912795361,1036.75087758,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('341',)",3659864622.29,2,31.2768001556,3746541027.12,3746541027.22,3659864622.29,0.0,internal_timestamp,1966.22998047,289345,1450875822,1.9728000164,3.12768001556,34.5915449714,1036.73868745,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('342',)",3659864633.29,2,31.2777004242,3746541027.12,3746541027.22,3659864633.29,0.0,internal_timestamp,1963.64001465,289671,1450875833,1.97520005703,3.12777004242,34.5913694007,1036.72652971,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('343',)",3659864644.29,2,31.2777004242,3746541027.12,3746541027.22,3659864644.29,0.0,internal_timestamp,1960.85998535,290051,1450875844,1.97669994831,3.12777004242,34.591142339,1036.71358859,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('344',)",3659864655.29,2,31.278799057,3746541027.12,3746541027.22,3659864655.29,0.0,internal_timestamp,1958.06994629,291676,1450875855,1.97979998589,3.1278799057,34.5905621138,1036.70011651,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('345',)",3659864666.29,2,31.2810001373,3746541027.12,3746541027.22,3659864666.29,0.0,internal_timestamp,1955.45996094,291939,1450875866,1.9838000536,3.12810001373,34.5902875893,1036.68758172,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('346',)",3659864677.29,2,31.2821006775,3746541027.12,3746541027.22,3659864677.29,0.0,internal_timestamp,1953.02001953,292180,1450875877,1.9864000082,3.12821006775,34.5900712251,1036.67604268,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('347',)",3659864688.3,2,31.2838993073,3746541027.12,3746541027.22,3659864688.3,0.0,internal_timestamp,1950.18005371,297483,1450875888,1.99010002613,3.12838993073,34.5897363522,1036.6624588,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('348',)",3659864699.29,2,31.2845001221,3746541027.12,3746541027.22,3659864699.29,0.0,internal_timestamp,1947.31994629,292817,1450875899,1.99230003357,3.12845001221,34.5895410543,1036.6490875,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('349',)",3659864710.29,2,31.2842998505,3746541027.12,3746541027.22,3659864710.29,0.0,internal_timestamp,1944.48999023,294486,1450875910,1.9931999445,3.12842998505,34.5897349642,1036.63632635,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('350',)",3659864721.29,2,31.2833003998,3746541027.12,3746541027.22,3659864721.29,0.0,internal_timestamp,1941.65002441,294280,1450875921,1.99360001087,3.12833003998,34.5894850449,1036.62323502,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('351',)",3659864732.29,2,31.2831001282,3746541027.12,3746541027.22,3659864732.29,0.0,internal_timestamp,1938.83996582,294703,1450875932,1.99479997158,3.12831001282,34.5893489442,1036.61026424,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('352',)",3659864743.31,2,31.2821006775,3746541027.12,3746541027.22,3659864743.31,0.0,internal_timestamp,1936.02001953,306401,1450875943,1.99520003796,3.12821006775,34.5890896545,1036.59725469,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('353',)",3659864754.31,2,31.2833003998,3746541027.12,3746541027.22,3659864754.31,0.0,internal_timestamp,1933.27001953,306474,1450875954,1.99800002575,3.12833003998,34.5889366707,1036.58433421,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('354',)",3659864765.31,2,31.2847995758,3746541027.12,3746541027.22,3659864765.31,0.0,internal_timestamp,1930.5300293,308286,1450875965,2.00160002708,3.12847995758,34.5882922727,1036.5709688,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('355',)",3659864776.3,2,31.2840003967,3746541027.12,3746541027.22,3659864776.3,0.0,internal_timestamp,1927.84997559,299062,1450875976,2.00230002403,3.12840003967,34.5878902205,1036.55843928,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('356',)",3659864787.3,2,31.283000946,3746541027.12,3746541027.22,3659864787.3,0.0,internal_timestamp,1925.08996582,301121,1450875987,2.00219988823,3.1283000946,34.5881368814,1036.54616086,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('357',)",3659864798.3,2,31.2826004028,3746541027.12,3746541027.22,3659864798.3,0.0,internal_timestamp,1922.26000977,300344,1450875998,2.00309991837,3.12826004028,34.5880863748,1036.53320252,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('358',)",3659864809.31,2,31.2814998627,3746541027.12,3746541027.22,3659864809.31,0.0,internal_timestamp,1919.58996582,309879,1450876009,2.00390005112,3.12814998627,34.5872023072,1036.52032439,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('359',)",3659864820.31,2,31.283000946,3746541027.12,3746541027.22,3659864820.31,0.0,internal_timestamp,1916.88000488,309676,1450876020,2.00749993324,3.1283000946,34.5865466746,1036.50708372,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('360',)",3659864831.31,2,31.2831993103,3746541027.12,3746541027.22,3659864831.31,0.0,internal_timestamp,1914.18994141,309843,1450876031,2.0095000267,3.12831993103,34.5859885422,1036.49421559,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('361',)",3659864842.4,2,31.2838001251,3746541027.12,3746541027.22,3659864842.4,0.0,internal_timestamp,1911.68005371,400693,1450876042,2.01169991493,3.12838001251,34.5856227367,1036.48228776,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('362',)",3659864853.31,2,31.2863006592,3746541027.12,3746541027.22,3659864853.31,0.0,internal_timestamp,1909.13000488,309710,1450876053,2.01659989357,3.12863006592,34.5847283194,1036.46941423,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('363',)",3659864864.31,2,31.286699295,3746541027.12,3746541027.22,3659864864.31,0.0,internal_timestamp,1906.45996094,310197,1450876064,2.01839995384,3.1286699295,34.5846210063,1036.45701574,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('364',)",3659864875.31,2,31.2880001068,3746541027.12,3746541027.22,3659864875.31,0.0,internal_timestamp,1903.64001465,311597,1450876075,2.0218000412,3.12880001068,34.583988177,1036.44331908,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('365',)",3659864886.31,2,31.2896003723,3746541027.12,3746541027.22,3659864886.31,0.0,internal_timestamp,1900.81994629,311785,1450876086,2.02530002594,3.12896003723,34.5836171687,1036.4298145,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('366',)",3659864897.31,2,31.2908992767,3746541027.12,3746541027.22,3659864897.31,0.0,internal_timestamp,1897.9699707,312619,1450876097,2.02839994431,3.12908992767,34.5833180812,1036.4162822,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('367',)",3659864908.31,2,31.2908992767,3746541027.12,3746541027.22,3659864908.31,0.0,internal_timestamp,1895.09997559,313442,1450876108,2.03020000458,3.12908992767,34.5828207567,1036.40267013,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('368',)",3659864919.31,2,31.2908992767,3746541027.12,3746541027.22,3659864919.31,0.0,internal_timestamp,1892.2800293,314152,1450876119,2.03159999847,3.12908992767,34.582726306,1036.38965231,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('369',)",3659864930.32,2,31.2931995392,3746541027.12,3746541027.22,3659864930.32,0.0,internal_timestamp,1889.56005859,315354,1450876130,2.03570008278,3.12931995392,34.582525954,1036.37665607,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('370',)",3659864941.32,2,31.2933998108,3746541027.12,3746541027.22,3659864941.32,0.0,internal_timestamp,1886.77001953,317229,1450876141,2.03800010681,3.12933998108,34.5817017119,1036.36308294,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('371',)",3659864952.32,2,31.2952003479,3746541027.12,3746541027.22,3659864952.32,0.0,internal_timestamp,1883.94995117,318360,1450876152,2.04159998894,3.12952003479,34.581471461,1036.34967358,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('372',)",3659864963.32,2,31.2966995239,3746541027.12,3746541027.22,3659864963.32,0.0,internal_timestamp,1881.25,319952,1450876163,2.04509997368,3.12966995239,34.5809178644,1036.33656608,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('373',)",3659864974.32,2,31.2964992523,3746541027.12,3746541027.22,3659864974.32,0.0,internal_timestamp,1878.90002441,320929,1450876174,2.04600000381,3.12964992523,34.5808787628,1036.32578114,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('374',)",3659864985.32,2,31.2971992493,3746541027.12,3746541027.22,3659864985.32,0.0,internal_timestamp,1876.64001465,323967,1450876185,2.04780006409,3.12971992493,34.5809403247,1036.31536673,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('375',)",3659864996.34,2,31.2989997864,3746541027.12,3746541027.22,3659864996.34,0.0,internal_timestamp,1874.44995117,342446,1450876196,2.05209994316,3.12989997864,34.5796495436,1036.30388412,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('376',)",3659865007.32,2,31.3008003235,3746541027.12,3746541027.22,3659865007.32,0.0,internal_timestamp,1871.86999512,316221,1450876207,2.05570006371,3.13008003235,34.5793004068,1036.29146651,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('377',)",3659865018.32,2,31.3017997742,3746541027.12,3746541027.22,3659865018.32,0.0,internal_timestamp,1869.02001953,317961,1450876218,2.05809998512,3.13017997742,34.5793831783,1036.27831967,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('378',)",3659865029.32,2,31.3020992279,3746541027.12,3746541027.22,3659865029.32,0.0,internal_timestamp,1866.14001465,319503,1450876229,2.06069993973,3.13020992279,34.5784070764,1036.26417776,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('379',)",3659865040.32,2,31.3033008575,3746541027.12,3746541027.22,3659865040.32,0.0,internal_timestamp,1863.22998047,320822,1450876240,2.06380009651,3.13033008575,34.5780207201,1036.25029913,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('380',)",3659865051.32,2,31.3073997498,3746541027.12,3746541027.22,3659865051.32,0.0,internal_timestamp,1860.34997559,322560,1450876251,2.07030010223,3.13073997498,34.5775487444,1036.23605291,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('381',)",3659865062.32,2,31.3073997498,3746541027.12,3746541027.22,3659865062.32,0.0,internal_timestamp,1857.45996094,324917,1450876262,2.07130002975,3.13073997498,34.5779193626,1036.22312873,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('382',)",3659865073.33,2,31.3078994751,3746541027.12,3746541027.22,3659865073.33,0.0,internal_timestamp,1854.69995117,326412,1450876273,2.07279992104,3.13078994751,34.5783056014,1036.21074092,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('383',)",3659865084.33,2,31.3106994629,3746541027.12,3746541027.22,3659865084.33,0.0,internal_timestamp,1851.93994141,328929,1450876284,2.07829999924,3.13106994629,34.5772460908,1036.19670301,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('384',)",3659865095.35,2,31.3136005402,3746541027.12,3746541027.22,3659865095.35,0.0,internal_timestamp,1849.18994141,347332,1450876295,2.08380007744,3.13136005402,34.5763059612,1036.18280403,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('385',)",3659865106.32,2,31.3152999878,3746541027.12,3746541027.22,3659865106.32,0.0,internal_timestamp,1846.41003418,322129,1450876306,2.08769989014,3.13152999878,34.5756135963,1036.16916907,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('386',)",3659865117.33,2,31.3173007965,3746541027.12,3746541027.22,3659865117.33,0.0,internal_timestamp,1843.66003418,333611,1450876317,2.0912001133,3.13173007965,34.5757033848,1036.15633568,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('387',)",3659865128.34,2,31.3183994293,3746541027.12,3746541027.28,3659865128.34,0.0,internal_timestamp,1840.83996582,335431,1450876328,2.09459996223,3.13183994293,34.5748272641,1036.14243744,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('388',)",3659865139.33,2,31.3197994232,3746541027.12,3746541027.28,3659865139.33,0.0,internal_timestamp,1837.9699707,326052,1450876339,2.09850001335,3.13197994232,34.5738123314,1036.1281394,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('389',)",3659865150.33,2,31.3192996979,3746541027.12,3746541027.28,3659865150.33,0.0,internal_timestamp,1835.09997559,334521,1450876350,2.10030007362,3.13192996979,34.5727066686,1036.11403809,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('390',)",3659865161.33,2,31.3187999725,3746541027.12,3746541027.28,3659865161.33,0.0,internal_timestamp,1832.18994141,330835,1450876361,2.10130000114,3.13187999725,34.5724755154,1036.10054509,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('391',)",3659865172.33,2,31.3218994141,3746541027.12,3746541027.28,3659865172.33,0.0,internal_timestamp,1829.32995605,333828,1450876372,2.1061000824,3.13218994141,34.5725825089,1036.08705868,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('392',)",3659865183.34,2,31.3213005066,3746541027.12,3746541027.28,3659865183.34,0.0,internal_timestamp,1826.43994141,335318,1450876383,2.10780000687,3.13213005066,34.5714728058,1036.07287459,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('393',)",3659865194.34,2,31.32970047,3746541027.12,3746541027.28,3659865194.34,0.0,internal_timestamp,1823.67004395,338947,1450876394,2.1180999279,3.132970047,34.5721719347,1036.05955893,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('394',)",3659865205.34,2,31.331199646,3746541027.12,3746541027.28,3659865205.34,0.0,internal_timestamp,1820.84997559,342055,1450876405,2.12220001221,3.1331199646,34.5710416842,1036.04536831,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('395',)",3659865216.33,2,31.3344993591,3746541027.12,3746541027.28,3659865216.33,0.0,internal_timestamp,1818.15002441,332324,1450876416,2.12789988518,3.13344993591,34.5703544192,1036.03186578,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('396',)",3659865227.33,2,31.3332004547,3746541027.12,3746541027.28,3659865227.33,0.0,internal_timestamp,1815.64001465,334415,1450876427,2.12789988518,3.13332004547,34.5700115988,1036.02022253,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('397',)",3659865238.34,2,31.3335990906,3746541027.12,3746541027.28,3659865238.34,0.0,internal_timestamp,1813.18994141,338522,1450876438,2.13089990616,3.13335990906,34.568520827,1036.00756412,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('398',)",3659865249.34,2,31.3369007111,3746541027.12,3746541027.28,3659865249.34,0.0,internal_timestamp,1810.43005371,339915,1450876449,2.13680005074,3.13369007111,34.5676526511,1035.99362116,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('399',)",3659865260.34,2,31.3377990723,3746541027.12,3746541027.28,3659865260.34,0.0,internal_timestamp,1807.60998535,343580,1450876460,2.1398999691,3.13377990723,34.5668536033,1035.97981689,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('400',)",3659865271.35,2,31.339799881,3746541027.12,3746541027.19,3659865271.35,0.0,internal_timestamp,1805.05004883,347132,1450876471,2.1438999176,3.1339799881,34.5663174371,1035.96728314,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('401',)",3659865282.34,2,31.3400001526,3746541027.12,3746541027.19,3659865282.34,0.0,internal_timestamp,1802.67004395,338725,1450876482,2.14560008049,3.13400001526,34.5659363111,1035.95597989,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('402',)",3659865293.34,2,31.3409004211,3746541027.12,3746541027.19,3659865293.34,0.0,internal_timestamp,1800.29003906,340302,1450876493,2.14840006828,3.13409004211,34.5652407303,1035.94428858,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('403',)",3659865304.34,2,31.3407001495,3746541027.12,3746541027.19,3659865304.34,0.0,internal_timestamp,1797.91003418,343485,1450876504,2.1493999958,3.13407001495,34.5651156608,1035.93327533,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('404',)",3659865315.35,2,31.341299057,3746541027.12,3746541027.19,3659865315.35,0.0,internal_timestamp,1795.11999512,347659,1450876515,2.15159988403,3.1341299057,34.5648956145,1035.92017542,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('405',)",3659865326.35,2,31.3407001495,3746541027.12,3746541027.19,3659865326.35,0.0,internal_timestamp,1792.29003906,348973,1450876526,2.15240001678,3.13407001495,34.5647196492,1035.907107,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('406',)",3659865337.35,2,31.3425998688,3746541027.12,3746541027.19,3659865337.35,0.0,internal_timestamp,1789.5300293,350523,1450876537,2.1561999321,3.13425998688,34.56437383,1035.89383945,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('407',)",3659865348.36,2,31.3428001404,3746541027.12,3746541027.19,3659865348.36,0.0,internal_timestamp,1786.91003418,357538,1450876548,2.15849995613,3.13428001404,34.5634737032,1035.88096095,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('408',)",3659865359.34,2,31.3423995972,3746541027.12,3746541027.19,3659865359.34,0.0,internal_timestamp,1784.27001953,344201,1450876559,2.15930008888,3.13423995972,34.5634469872,1035.86886943,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('409',)",3659865370.35,2,31.3444004059,3746541027.12,3746541027.19,3659865370.35,0.0,internal_timestamp,1781.68994141,348424,1450876570,2.16300010681,3.13444004059,34.5632424781,1035.85654037,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('410',)",3659865381.35,2,31.3453998566,3746541027.12,3746541027.19,3659865381.35,0.0,internal_timestamp,1779.22998047,351098,1450876581,2.16630005836,3.13453998566,34.5621766231,1035.84412858,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('411',)",3659865392.35,2,31.3483009338,3746541027.12,3746541027.19,3659865392.35,0.0,internal_timestamp,1776.81005859,354671,1450876592,2.17190003395,3.13483009338,34.5609697908,1035.83149461,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('412',)",3659865403.35,2,31.3518009186,3746541027.12,3746541027.19,3659865403.35,0.0,internal_timestamp,1774.5,348181,1450876603,2.17779994011,3.13518009186,34.5601227491,1035.81960358,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('413',)",3659865414.35,2,31.3533000946,3746541027.12,3746541027.19,3659865414.35,0.0,internal_timestamp,1772.31005859,351624,1450876614,2.1805999279,3.13533000946,34.5600686023,1035.80927517,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('414',)",3659865425.36,2,31.3554992676,3746541027.12,3746541027.19,3659865425.36,0.0,internal_timestamp,1769.85998535,355130,1450876625,2.18470001221,3.13554992676,34.5596161838,1035.79728769,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('415',)",3659865436.36,2,31.3558998108,3746541027.12,3746541027.19,3659865436.36,0.0,internal_timestamp,1767.4699707,358227,1450876636,2.18650007248,3.13558998108,34.5593816171,1035.78603547,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('416',)",3659865447.35,2,31.3563995361,3746541027.12,3746541027.19,3659865447.35,0.0,internal_timestamp,1764.73999023,351752,1450876647,2.18810009956,3.13563995361,34.5596520529,1035.77366389,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('417',)",3659865458.36,2,31.3554992676,3746541027.12,3746541027.19,3659865458.36,0.0,internal_timestamp,1761.93994141,355539,1450876658,2.1888999939,3.13554992676,34.559094659,1035.76042401,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('418',)",3659865469.36,2,31.3568000793,3746541027.12,3746541027.19,3659865469.36,0.0,internal_timestamp,1759.14001465,358434,1450876669,2.19129991531,3.13568000793,34.5595295926,1035.747762,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('419',)",3659865480.36,2,31.3584003448,3746541027.12,3746541027.19,3659865480.36,0.0,internal_timestamp,1756.43994141,362049,1450876680,2.19530010223,3.13584003448,34.5585752342,1035.73425587,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('420',)",3659865491.36,2,31.3610992432,3746541027.12,3746541027.19,3659865491.36,0.0,internal_timestamp,1753.81994629,361186,1450876691,2.1998000145,3.13610992432,34.558394849,1035.72165843,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('421',)",3659865502.36,2,31.3633995056,3746541027.12,3746541027.19,3659865502.36,0.0,internal_timestamp,1751.30004883,357630,1450876702,2.20429992676,3.13633995056,34.5576758579,1035.70909081,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('422',)",3659865513.36,2,31.3687000275,3746541027.12,3746541027.19,3659865513.36,0.0,internal_timestamp,1748.66003418,361224,1450876713,2.21230006218,3.13687000275,34.5569618342,1035.69553786,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('423',)",3659865524.36,2,31.3689994812,3746541027.12,3746541027.19,3659865524.36,0.0,internal_timestamp,1746.20996094,362396,1450876724,2.21390008926,3.13689994812,34.5568480767,1035.68413074,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('424',)",3659865535.36,2,31.3693008423,3746541027.12,3746541027.2,3659865535.36,0.0,internal_timestamp,1743.98999023,364196,1450876735,2.21589994431,3.13693008423,34.55619547,1035.67329226,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('425',)",3659865546.36,2,31.3708992004,3746541027.12,3746541027.2,3659865546.36,0.0,internal_timestamp,1741.52001953,356579,1450876746,2.21919989586,3.13708992004,34.5558712412,1035.66141291,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('426',)",3659865557.36,2,31.3749008179,3746541027.12,3746541027.2,3659865557.36,0.0,internal_timestamp,1739.5300293,358356,1450876757,2.22550010681,3.13749008179,34.5550530106,1035.6509417,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
