obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('2058',)",3.49983000755,29,13,1026.22024493,29,13,14,3779218458.44,3779218533.17,3771215531.31,44.63218,-124.30797,0.0,internal_timestamp,33.125,29,29,1562226731.31,33.4977989197,29,29,0,8.19270038605,29,29,3771215531.31
"('2059',)",3.49977993965,29,13,1026.21948447,29,13,14,3779218458.44,3779218533.17,3771215531.37,44.63218,-124.30797,0.0,internal_timestamp,33.1020011902,29,29,1562226731.37,33.4970016479,29,29,0,8.19289970398,29,29,3771215531.37
"('2060',)",3.49972009659,29,13,1026.21872545,29,13,14,3779218458.44,3779218533.17,3771215531.43,44.63218,-124.30797,0.0,internal_timestamp,33.0800018311,29,29,1562226731.43,33.4962005615,29,29,0,8.19309997559,29,29,3771215531.43
"('2061',)",3.49966001511,29,13,1026.21785995,29,13,14,3779218458.44,3779218533.17,3771215531.5,44.63218,-124.30797,0.0,internal_timestamp,33.0550003052,29,29,1562226731.5,33.495300293,29,29,0,8.193400383,29,29,3771215531.5
"('2062',)",3.49959993362,29,13,1026.21710565,29,13,14,3779218458.44,3779218533.17,3771215531.56,44.63218,-124.30797,0.0,internal_timestamp,33.0340003967,29,29,1562226731.56,33.4944992065,29,29,0,8.19359970093,29,29,3771215531.56
"('2063',)",3.49955010414,29,13,1026.216432,29,13,14,3779218458.44,3779218533.17,3771215531.62,44.63218,-124.30797,0.0,internal_timestamp,33.0130004883,29,29,1562226731.62,33.4938011169,29,29,0,8.19379997253,29,29,3771215531.62
"('2064',)",3.49950003624,29,13,1026.21575536,29,13,14,3779218458.44,3779218533.17,3771215531.68,44.63218,-124.30797,0.0,internal_timestamp,32.9920005798,29,29,1562226731.68,33.4930992126,29,29,0,8.19400024414,29,29,3771215531.68
"('2065',)",3.49948000908,29,13,1026.2154212,29,13,14,3779218458.44,3779218533.17,3771215531.75,44.63218,-124.30797,0.0,internal_timestamp,32.9700012207,29,29,1562226731.75,33.4928016663,29,29,0,8.19400024414,29,29,3771215531.75
"('2066',)",3.49948000908,29,13,1026.21531008,29,13,14,3779218458.44,3779218533.17,3771215531.81,44.63218,-124.30797,0.0,internal_timestamp,32.9490013123,29,29,1562226731.81,33.4928016663,29,29,0,8.19410037994,29,29,3771215531.81
"('2067',)",3.49949002266,29,13,1026.2152917,29,13,14,3779218458.44,3779218533.17,3771215531.87,44.63218,-124.30797,0.0,internal_timestamp,32.9280014038,29,29,1562226731.87,33.4929008484,29,29,0,8.19410037994,29,29,3771215531.87
"('2068',)",3.49949002266,29,13,1026.21518635,29,13,14,3779218458.44,3779218533.17,3771215531.93,44.63218,-124.30797,0.0,internal_timestamp,32.9049987793,29,29,1562226731.93,33.4929008484,29,29,0,8.19410037994,29,29,3771215531.93
"('2069',)",3.49948000908,29,13,1026.21501236,29,13,14,3779218458.44,3779218533.17,3771215532.0,44.63218,-124.30797,0.0,internal_timestamp,32.8839988708,29,29,1562226732.0,33.4928016663,29,29,0,8.19410037994,29,29,3771215532.0
"('2070',)",3.49945998192,29,13,1026.21466042,29,13,14,3779218458.44,3779218533.17,3771215532.13,44.63218,-124.30797,0.0,internal_timestamp,32.8619995117,29,29,1562226732.13,33.4925003052,29,29,1,8.19419956207,29,29,3771215532.13
"('2071',)",3.49942994118,29,13,1026.21432327,29,13,14,3779218458.44,3779218533.17,3771215532.14,44.63218,-124.30797,0.0,internal_timestamp,32.8400001526,29,29,1562226732.14,33.4921989441,29,29,0,8.19419956207,29,29,3771215532.14
"('2072',)",3.49940991402,29,13,1026.21408064,29,13,14,3779218458.44,3779218533.17,3771215532.18,44.63218,-124.30797,0.0,internal_timestamp,32.8209991455,29,29,1562226732.18,33.4920005798,29,29,0,8.19419956207,29,29,3771215532.18
"('2073',)",3.49938988686,29,13,1026.21374807,29,13,14,3779218458.44,3779218533.17,3771215532.24,44.63218,-124.30797,0.0,internal_timestamp,32.7999992371,29,29,1562226732.24,33.4916992188,29,29,0,8.19419956207,29,29,3771215532.24
"('2074',)",3.49937009811,29,13,1026.21347677,29,13,14,3779218458.44,3779218533.17,3771215532.31,44.63218,-124.30797,0.0,internal_timestamp,32.7779998779,29,29,1562226732.31,33.4915008545,29,29,0,8.19429969788,29,29,3771215532.31
"('2075',)",3.49935007095,29,13,1026.21321284,29,13,14,3779218458.44,3779218533.18,3771215532.37,44.63218,-124.30797,0.0,internal_timestamp,32.7550010681,29,29,1562226732.37,33.4912986755,29,29,0,8.19429969788,29,29,3771215532.37
"('2076',)",3.49935007095,29,13,1026.21303428,29,13,14,3779218458.44,3779218533.18,3771215532.43,44.63218,-124.30797,0.0,internal_timestamp,32.733001709,29,29,1562226732.43,33.4911994934,29,29,0,8.19429969788,29,29,3771215532.43
"('2077',)",3.49935007095,29,13,1026.21292316,29,13,14,3779218458.44,3779218533.18,3771215532.49,44.63218,-124.30797,0.0,internal_timestamp,32.7120018005,29,29,1562226732.49,33.4911994934,29,29,0,8.19439983368,29,29,3771215532.49
"('2078',)",3.49936008453,29,13,1026.21292767,29,13,14,3779218458.44,3779218533.18,3771215532.56,44.63218,-124.30797,0.0,internal_timestamp,32.6959991455,29,29,1562226732.56,33.4912986755,29,29,0,8.19439983368,29,29,3771215532.56
"('2079',)",3.49937009811,29,13,1026.21280858,29,13,14,3779218458.44,3779218533.18,3771215532.62,44.63218,-124.30797,0.0,internal_timestamp,32.6699981689,29,29,1562226732.62,33.4912986755,29,29,0,8.19439983368,29,29,3771215532.62
"('2080',)",3.49936008453,29,13,1026.21272157,29,13,14,3779218458.44,3779218533.18,3771215532.68,44.63218,-124.30797,0.0,internal_timestamp,32.6510009766,29,29,1562226732.68,33.4912986755,29,29,0,8.19439983368,29,29,3771215532.68
"('2081',)",3.49935007095,29,13,1026.21253841,29,13,14,3779218458.44,3779218533.18,3771215532.75,44.63218,-124.30797,0.0,internal_timestamp,32.6279983521,29,29,1562226732.75,33.4911994934,29,29,0,8.19439983368,29,29,3771215532.75
"('2082',)",3.49933004379,29,13,1026.21238276,29,13,14,3779218458.44,3779218533.18,3771215532.81,44.63218,-124.30797,0.0,internal_timestamp,32.611000061,29,29,1562226732.81,33.4911003113,29,29,0,8.19439983368,29,29,3771215532.81
"('2083',)",3.49932003021,29,13,1026.21209014,29,13,14,3779218458.44,3779218533.18,3771215532.87,44.63218,-124.30797,0.0,internal_timestamp,32.5849990845,29,29,1562226732.87,33.4908981323,29,29,0,8.19449996948,29,29,3771215532.87
"('2084',)",3.49931001663,29,13,1026.21184753,29,13,14,3779218458.44,3779218533.18,3771215532.93,44.63218,-124.30797,0.0,internal_timestamp,32.5660018921,29,29,1562226732.93,33.4906997681,29,29,0,8.19449996948,29,29,3771215532.93
"('2085',)",3.49928998947,29,13,1026.21148966,29,13,14,3779218458.44,3779218533.18,3771215533.0,44.63218,-124.30797,0.0,internal_timestamp,32.5460014343,29,29,1562226733.0,33.490398407,29,29,0,8.19470024109,29,29,3771215533.0
"('2086',)",3.49925994873,29,13,1026.21100028,29,13,14,3779218458.44,3779218533.18,3771215533.06,44.63218,-124.30797,0.0,internal_timestamp,32.5279998779,29,29,1562226733.06,33.4898986816,29,29,0,8.19480037689,29,29,3771215533.06
"('2087',)",3.49921989441,29,13,1026.21036673,29,13,14,3779218458.44,3779218533.18,3771215533.12,44.63218,-124.30797,0.0,internal_timestamp,32.5019989014,29,29,1562226733.12,33.4892997742,29,29,0,8.19509983063,29,29,3771215533.12
"('2088',)",3.49917006493,29,13,1026.20952414,29,13,14,3779218458.44,3779218533.18,3771215533.19,44.63218,-124.30797,0.0,internal_timestamp,32.4819984436,29,29,1562226733.19,33.4883995056,29,29,0,8.19540023804,29,29,3771215533.19
"('2089',)",3.49909996986,29,13,1026.20850996,29,13,14,3779218458.44,3779218533.18,3771215533.25,44.63218,-124.30797,0.0,internal_timestamp,32.4650001526,29,29,1562226733.25,33.4873008728,29,29,0,8.19589996338,29,29,3771215533.25
"('2090',)",3.49903011322,29,13,1026.2074116,29,13,14,3779218458.44,3779218533.18,3771215533.31,44.63218,-124.30797,0.0,internal_timestamp,32.4440002441,29,29,1562226733.31,33.4860992432,29,29,0,8.19629955292,29,29,3771215533.31
"('2091',)",3.49895000458,29,13,1026.20631609,29,13,14,3779218458.44,3779218533.18,3771215533.37,44.63218,-124.30797,0.0,internal_timestamp,32.4230003357,29,29,1562226733.37,33.4849014282,29,29,0,8.19670009613,29,29,3771215533.37
"('2092',)",3.4988899231,29,13,1026.20528059,29,13,14,3779218458.44,3779218533.18,3771215533.43,44.63218,-124.30797,0.0,internal_timestamp,32.4020004272,29,29,1562226733.43,33.4837989807,29,29,1,8.19719982147,29,29,3771215533.43
"('2093',)",3.49882006645,29,13,1026.20426288,29,13,14,3779218458.44,3779218533.18,3771215533.5,44.63218,-124.30797,0.0,internal_timestamp,32.3810005188,29,29,1562226733.5,33.4827003479,29,29,0,8.19760036469,29,29,3771215533.5
"('2094',)",3.49873995781,29,13,1026.2030913,29,29,14,3779218458.44,3779218533.18,3771215533.56,44.63218,-124.30797,0.0,internal_timestamp,32.361000061,29,29,1562226733.56,33.4813995361,29,29,0,8.19799995422,29,29,3771215533.56
"('2095',)",3.49865007401,29,13,1026.20172967,29,13,14,3779218458.44,3779218533.18,3771215533.62,44.63218,-124.30797,0.0,internal_timestamp,32.3400001526,29,29,1562226733.62,33.4799003601,29,29,0,8.19859981537,29,29,3771215533.62
"('2096',)",3.49853992462,29,13,1026.20030219,29,13,14,3779218458.44,3779218533.18,3771215533.68,44.63218,-124.30797,0.0,internal_timestamp,32.3190002441,29,29,1562226733.68,33.4782981873,29,29,0,8.19909954071,29,29,3771215533.68
"('2097',)",3.49845004082,29,13,1026.19896452,29,13,14,3779218458.44,3779218533.18,3771215533.74,44.63218,-124.30797,0.0,internal_timestamp,32.2999992371,29,29,1562226733.74,33.4767990112,29,29,0,8.19960021973,29,29,3771215533.74
"('2098',)",3.49837994576,29,13,1026.19792286,29,13,14,3779218458.44,3779218533.18,3771215533.81,44.63218,-124.30797,0.0,internal_timestamp,32.2770004272,29,29,1562226733.81,33.4757003784,29,29,0,8.20009994507,29,29,3771215533.81
"('2099',)",3.49833989143,29,13,1026.19706089,29,13,14,3779218458.44,3779218533.18,3771215533.87,44.63218,-124.30797,0.0,internal_timestamp,32.2560005188,29,29,1562226733.87,33.4748001099,29,29,0,8.20049953461,29,29,3771215533.87
"('2100',)",3.49832010269,29,13,1026.19652791,29,13,14,3779218458.44,3779218533.18,3771215533.93,44.63218,-124.30797,0.0,internal_timestamp,32.2350006104,29,29,1562226733.93,33.4743003845,29,29,0,8.20079994202,29,29,3771215533.93
"('2101',)",3.49831008911,29,13,1026.19634814,29,13,14,3779218458.44,3779218533.18,3771215534.0,44.63218,-124.30797,0.0,internal_timestamp,32.2159996033,29,29,1562226734.0,33.4742012024,29,29,0,8.20090007782,29,29,3771215534.0
"('2102',)",3.49832010269,29,13,1026.19623702,29,13,14,3779218458.44,3779218533.18,3771215534.06,44.63218,-124.30797,0.0,internal_timestamp,32.1949996948,29,29,1562226734.06,33.4742012024,29,29,0,8.20100021362,29,29,3771215534.06
"('2103',)",3.49833989143,29,13,1026.19630559,29,13,14,3779218458.44,3779218533.18,3771215534.12,44.63218,-124.30797,0.0,internal_timestamp,32.1759986877,29,29,1562226734.12,33.4743995667,29,29,0,8.20100021362,29,29,3771215534.12
"('2104',)",3.49836993217,29,13,1026.19645036,29,13,14,3779218458.44,3779218533.18,3771215534.18,44.63218,-124.30797,0.0,internal_timestamp,32.15599823,29,29,1562226734.18,33.4747009277,29,29,0,8.20100021362,29,29,3771215534.18
"('2105',)",3.49835991859,29,13,1026.19627062,29,13,14,3779218458.44,3779218533.18,3771215534.25,44.63218,-124.30797,0.0,internal_timestamp,32.1370010376,29,29,1562226734.25,33.4746017456,29,29,0,8.20110034943,29,29,3771215534.25
"('2106',)",3.49833989143,29,13,1026.19585461,29,13,14,3779218458.44,3779218533.18,3771215534.31,44.63218,-124.30797,0.0,internal_timestamp,32.1180000305,29,29,1562226734.31,33.4742012024,29,29,0,8.20119953156,29,29,3771215534.31
"('2107',)",3.49830007553,29,13,1026.19534235,29,13,14,3779218458.44,3779218533.18,3771215534.37,44.63218,-124.30797,0.0,internal_timestamp,32.0950012207,29,29,1562226734.37,33.4737014771,29,29,0,8.20129966736,29,29,3771215534.37
"('2108',)",3.49826002121,29,13,1026.19483466,29,13,14,3779218458.44,3779218533.18,3771215534.43,44.63218,-124.30797,0.0,internal_timestamp,32.0730018616,29,29,1562226734.43,33.4732017517,29,29,0,8.20139980316,29,29,3771215534.43
"('2109',)",3.49823999405,29,13,1026.19449631,29,13,14,3779218458.44,3779218533.18,3771215534.5,44.63218,-124.30797,0.0,internal_timestamp,32.0540008545,29,29,1562226734.5,33.4729003906,29,29,0,8.20149993896,29,29,3771215534.5
"('2110',)",3.49822998047,29,13,1026.19423575,29,13,14,3779218458.44,3779218533.18,3771215534.56,44.63218,-124.30797,0.0,internal_timestamp,32.0349998474,29,29,1562226734.56,33.4726982117,29,29,0,8.20160007477,29,29,3771215534.56
"('2111',)",3.49819993973,29,13,1026.19382717,29,13,14,3779218458.44,3779218533.18,3771215534.62,44.63218,-124.30797,0.0,internal_timestamp,32.016998291,29,29,1562226734.62,33.4723014832,29,29,0,8.20170021057,29,29,3771215534.62
"('2112',)",3.49816989899,29,13,1026.19337333,29,13,14,3779218458.44,3779218533.18,3771215534.68,44.63218,-124.30797,0.0,internal_timestamp,31.9930000305,29,29,1562226734.68,33.4719009399,29,29,0,8.2018995285,29,29,3771215534.68
"('2113',)",3.49814009666,29,13,1026.1927974,29,13,14,3779218458.44,3779218533.18,3771215534.75,44.63218,-124.30797,0.0,internal_timestamp,31.9769992828,29,29,1562226734.75,33.4712982178,29,29,0,8.20209980011,29,29,3771215534.75
"('2114',)",3.49811005592,29,13,1026.19235556,29,13,14,3779218458.44,3779218533.18,3771215534.81,44.63218,-124.30797,0.0,internal_timestamp,31.9549999237,29,29,1562226734.81,33.4709014893,29,29,0,8.20230007172,29,29,3771215534.81
"('2115',)",3.49810004234,29,13,1026.19199769,29,13,14,3779218458.44,3779218533.18,3771215534.87,44.63218,-124.30797,0.0,internal_timestamp,31.9349994659,29,29,1562226734.87,33.4706001282,29,29,0,8.20250034332,29,29,3771215534.87
"('2116',)",3.49811005592,29,13,1026.19182265,29,13,14,3779218458.44,3779218533.18,3771215534.93,44.63218,-124.30797,0.0,internal_timestamp,31.9169998169,29,29,1562226734.93,33.470500946,29,29,0,8.20259952545,29,29,3771215534.93
"('2117',)",3.49811005592,29,13,1026.19162337,29,13,14,3779218458.44,3779218533.18,3771215535.12,44.63218,-124.30797,0.0,internal_timestamp,31.8969993591,29,29,1562226735.12,33.4704017639,29,29,1,8.20279979706,29,29,3771215535.12
"('2118',)",3.49810004234,29,13,1026.19138234,29,13,14,3779218458.44,3779218533.18,3771215535.13,44.63218,-124.30797,0.0,internal_timestamp,31.8789997101,29,29,1562226735.13,33.470199585,29,29,0,8.20279979706,29,29,3771215535.13
"('2119',)",3.49808001518,29,13,1026.19111104,29,13,14,3779218458.44,3779218533.18,3771215535.14,44.63218,-124.30797,0.0,internal_timestamp,31.857000351,29,29,1562226735.13,33.4700012207,29,29,0,8.20289993286,29,29,3771215535.14
"('2120',)",3.49805998802,29,13,1026.19076811,29,13,14,3779218458.44,3779218533.18,3771215535.19,44.63218,-124.30797,0.0,internal_timestamp,31.8369998932,29,29,1562226735.19,33.4696998596,29,29,0,8.20300006866,29,29,3771215535.19
"('2121',)",3.49803996086,29,13,1026.19043435,29,13,14,3779218458.44,3779218533.18,3771215535.25,44.63218,-124.30797,0.0,internal_timestamp,31.8190002441,29,29,1562226735.25,33.4693984985,29,29,0,8.20310020447,29,29,3771215535.25
"('2122',)",3.4980199337,29,13,1026.19017678,29,13,14,3779218458.44,3779218533.18,3771215535.31,44.63218,-124.30797,0.0,internal_timestamp,31.7999992371,29,29,1562226735.31,33.4692001343,29,29,0,8.20320034027,29,29,3771215535.31
"('2123',)",3.4980199337,29,13,1026.18993417,29,13,14,3779218458.44,3779218533.18,3771215535.37,44.63218,-124.30797,0.0,internal_timestamp,31.7810001373,29,29,1562226735.37,33.46900177,29,29,0,8.20320034027,29,29,3771215535.37
"('2124',)",3.4980199337,29,13,1026.18982198,29,13,14,3779218458.44,3779218533.18,3771215535.43,44.63218,-124.30797,0.0,internal_timestamp,31.7630004883,29,29,1562226735.43,33.46900177,29,29,0,8.2033996582,29,29,3771215535.43
"('2125',)",3.4980199337,29,13,1026.18955227,29,13,14,3779218458.44,3779218533.18,3771215535.5,44.63218,-124.30797,0.0,internal_timestamp,31.7420005798,29,29,1562226735.5,33.4687995911,29,29,0,8.20349979401,29,29,3771215535.5
"('2126',)",3.49799990654,29,13,1026.18901929,29,13,14,3779218458.44,3779218533.18,3771215535.56,44.63218,-124.30797,0.0,internal_timestamp,31.7210006714,29,29,1562226735.56,33.4682998657,29,29,0,8.20380020142,29,29,3771215535.56
"('2127',)",3.49796009064,29,13,1026.18842802,29,13,14,3779218458.44,3779218533.18,3771215535.62,44.63218,-124.30797,0.0,internal_timestamp,31.7010002136,29,29,1562226735.62,33.4677009583,29,29,0,8.20400047302,29,29,3771215535.62
"('2128',)",3.49792003632,29,13,1026.18775949,29,13,14,3779218458.44,3779218533.19,3771215535.69,44.63218,-124.30797,0.0,internal_timestamp,31.6849994659,29,29,1562226735.69,33.466999054,29,29,0,8.20429992676,29,29,3771215535.69
"('2129',)",3.49788999557,29,13,1026.18724145,29,13,14,3779218458.44,3779218533.19,3771215535.75,44.63218,-124.30797,0.0,internal_timestamp,31.6639995575,29,29,1562226735.75,33.4664993286,29,29,0,8.20450019836,29,29,3771215535.75
"('2130',)",3.49786996841,29,13,1026.18689573,29,13,14,3779218458.45,3779218533.19,3771215535.81,44.63218,-124.30797,0.0,internal_timestamp,31.6459999084,29,29,1562226735.81,33.4662017822,29,29,0,8.20470046997,29,29,3771215535.81
"('2131',)",3.49784994125,29,13,1026.18654379,29,13,14,3779218458.45,3779218533.19,3771215535.87,44.63218,-124.30797,0.0,internal_timestamp,31.6240005493,29,29,1562226735.87,33.4659004211,29,29,0,8.2047996521,29,29,3771215535.87
"('2132',)",3.49780988693,29,13,1026.18586716,29,13,14,3779218458.45,3779218533.19,3771215535.93,44.63218,-124.30797,0.0,internal_timestamp,31.6030006409,29,29,1562226735.93,33.4651985168,29,29,0,8.20499992371,29,29,3771215535.93
"('2133',)",3.49776005745,29,13,1026.18510993,29,13,14,3779218458.45,3779218533.19,3771215536.0,44.63218,-124.30797,0.0,internal_timestamp,31.5839996338,29,29,1562226736.0,33.4644012451,29,29,0,8.20530033112,29,29,3771215536.0
"('2134',)",3.49769997597,29,13,1026.18435107,29,13,14,3779218458.45,3779218533.19,3771215536.06,44.63218,-124.30797,0.0,internal_timestamp,31.5620002747,29,29,1562226736.06,33.4636001587,29,29,0,8.20549964905,29,29,3771215536.06
"('2135',)",3.49762988091,29,13,1026.18344901,29,13,14,3779218458.45,3779218533.19,3771215536.12,44.63218,-124.30797,0.0,internal_timestamp,31.545999527,29,29,1562226736.12,33.462600708,29,29,0,8.20580005646,29,29,3771215536.12
"('2136',)",3.49758005142,29,13,1026.18262016,29,13,14,3779218458.45,3779218533.19,3771215536.18,44.63218,-124.30797,0.0,internal_timestamp,31.5289993286,29,29,1562226736.18,33.4617004395,29,29,0,8.20610046387,29,29,3771215536.18
"('2137',)",3.4975399971,29,13,1026.18201989,29,13,14,3779218458.45,3779218533.19,3771215536.25,44.63218,-124.30797,0.0,internal_timestamp,31.5069999695,29,29,1562226736.25,33.461101532,29,29,0,8.2062997818,29,29,3771215536.25
"('2138',)",3.49749994278,29,13,1026.18149268,29,13,14,3779218458.45,3779218533.19,3771215536.31,44.63218,-124.30797,0.0,internal_timestamp,31.4839992523,29,29,1562226736.31,33.4606018066,29,29,0,8.20650005341,29,29,3771215536.31
"('2139',)",3.49746990204,29,13,1026.18099455,29,13,14,3779218458.45,3779218533.19,3771215536.37,44.63218,-124.30797,0.0,internal_timestamp,31.468000412,29,29,1562226736.37,33.4600982666,29,29,0,8.20670032501,29,29,3771215536.37
"('2140',)",3.49746990204,29,13,1026.18065813,29,13,14,3779218458.45,3779218533.19,3771215536.43,44.63218,-124.30797,0.0,internal_timestamp,31.4519996643,29,29,1562226736.43,33.4598007202,29,29,0,8.20689964294,29,29,3771215536.43
"('2141',)",3.49745988846,29,13,1026.18029568,29,13,14,3779218458.45,3779218533.19,3771215536.5,44.63218,-124.30797,0.0,internal_timestamp,31.4309997559,29,29,1562226736.5,33.4594993591,29,29,0,8.20709991455,29,29,3771215536.5
"('2142',)",3.49744009972,29,13,1026.17993165,29,13,14,3779218458.45,3779218533.19,3771215536.56,44.63218,-124.30797,0.0,internal_timestamp,31.4090003967,29,29,1562226736.56,33.4592018127,29,29,0,8.20730018616,29,29,3771215536.56
"('2143',)",3.49742007256,29,13,1026.17959667,29,13,14,3779218458.45,3779218533.19,3771215536.62,44.63218,-124.30797,0.0,internal_timestamp,31.3939990997,29,29,1562226736.62,33.4589004517,29,29,0,8.20750045776,29,29,3771215536.62
"('2144',)",3.49740004539,29,13,1026.17916693,29,13,14,3779218458.45,3779218533.19,3771215536.69,44.63218,-124.30797,0.0,internal_timestamp,31.3719997406,29,29,1562226736.69,33.4584999084,29,29,0,8.20759963989,29,29,3771215536.69
"('2145',)",3.49735999107,29,13,1026.17858484,29,13,14,3779218458.45,3779218533.19,3771215536.75,44.63218,-124.30797,0.0,internal_timestamp,31.3540000916,29,29,1562226736.75,33.457901001,29,29,0,8.2077999115,29,29,3771215536.75
"('2146',)",3.49732995033,29,13,1026.17814001,29,13,14,3779218458.45,3779218533.19,3771215536.81,44.63218,-124.30797,0.0,internal_timestamp,31.3320007324,29,29,1562226736.81,33.4575004578,29,29,0,8.20800018311,29,29,3771215536.81
"('2147',)",3.49729990959,29,13,1026.17754537,29,13,14,3779218458.45,3779218533.19,3771215536.87,44.63218,-124.30797,0.0,internal_timestamp,31.3080005646,29,29,1562226736.87,33.4569015503,29,29,0,8.20810031891,29,29,3771215536.87
"('2148',)",3.49727010727,29,13,1026.17713275,29,13,14,3779218458.45,3779218533.19,3771215536.93,44.63218,-124.30797,0.0,internal_timestamp,31.2929992676,29,29,1562226736.93,33.4565010071,29,29,0,8.20829963684,29,29,3771215536.93
"('2149',)",3.49724006653,29,13,1026.1766147,29,13,14,3779218458.45,3779218533.19,3771215537.0,44.63218,-124.30797,0.0,internal_timestamp,31.2719993591,29,29,1562226737.0,33.4560012817,29,29,0,8.20849990845,29,29,3771215537.0
"('2150',)",3.49720001221,29,13,1026.17604913,29,13,14,3779218458.45,3779218533.19,3771215537.06,44.63218,-124.30797,0.0,internal_timestamp,31.2549991608,29,29,1562226737.06,33.4553985596,29,29,0,8.20860004425,29,29,3771215537.06
"('2151',)",3.49714994431,29,13,1026.17536972,29,13,14,3779218458.45,3779218533.19,3771215537.12,44.63218,-124.30797,0.0,internal_timestamp,31.236000061,29,29,1562226737.12,33.45470047,29,29,0,8.20890045166,29,29,3771215537.12
"('2152',)",3.49710988998,29,13,1026.17468287,29,13,14,3779218458.45,3779218533.19,3771215537.18,44.63218,-124.30797,0.0,internal_timestamp,31.2159996033,29,29,1562226737.18,33.4539985657,29,29,1,8.2091999054,29,29,3771215537.18
"('2153',)",3.4970600605,29,13,1026.1739165,29,13,14,3779218458.45,3779218533.2,3771215537.25,44.63218,-124.30797,0.0,internal_timestamp,31.1949996948,29,29,1562226737.25,33.4532012939,29,29,0,8.20950031281,29,29,3771215537.25
"('2154',)",3.49703001976,29,13,1026.17341692,29,13,14,3779218458.45,3779218533.2,3771215537.31,44.63218,-124.30797,0.0,internal_timestamp,31.1779994965,29,29,1562226737.31,33.4527015686,29,29,0,8.20969963074,29,29,3771215537.31
"('2155',)",3.4970099926,29,13,1026.17290804,29,13,14,3779218458.45,3779218533.2,3771215537.37,44.63218,-124.30797,0.0,internal_timestamp,31.1590003967,29,29,1562226737.37,33.4522018433,29,29,0,8.20989990234,29,29,3771215537.37
"('2156',)",3.49698996544,29,13,1026.17254559,29,13,14,3779218458.45,3779218533.2,3771215537.43,44.63218,-124.30797,0.0,internal_timestamp,31.1380004883,29,29,1562226737.43,33.4519004822,29,29,0,8.21010017395,29,29,3771215537.43
"('2157',)",3.49696993828,29,13,1026.17212029,29,13,14,3779218458.45,3779218533.2,3771215537.5,44.63218,-124.30797,0.0,internal_timestamp,31.1170005798,29,29,1562226737.5,33.451499939,29,29,0,8.21020030975,29,29,3771215537.5
"('2158',)",3.49694991112,29,13,1026.17170309,29,13,14,3779218458.45,3779218533.2,3771215537.56,44.63218,-124.30797,0.0,internal_timestamp,31.1009998322,29,29,1562226737.56,33.4510993958,29,29,0,8.21039962769,29,29,3771215537.56
"('2159',)",3.49693989754,29,13,1026.17134243,29,13,14,3779218458.45,3779218533.2,3771215537.62,44.63218,-124.30797,0.0,internal_timestamp,31.0830001831,29,29,1562226737.62,33.4508018494,29,29,0,8.2107000351,29,29,3771215537.62
"('2160',)",3.49692988396,29,13,1026.17098455,29,13,14,3779218458.45,3779218533.2,3771215537.69,44.63218,-124.30797,0.0,internal_timestamp,31.0629997253,29,29,1562226737.69,33.4505004883,29,29,0,8.2109003067,29,29,3771215537.69
"('2161',)",3.4969201088,29,13,1026.17072401,29,13,14,3779218458.45,3779218533.2,3771215537.75,44.63218,-124.30797,0.0,internal_timestamp,31.0440006256,29,29,1562226737.75,33.4502983093,29,29,0,8.2110004425,29,29,3771215537.75
"('2162',)",3.4969201088,29,13,1026.17044249,29,13,14,3779218458.45,3779218533.2,3771215537.81,44.63218,-124.30797,0.0,internal_timestamp,31.0230007172,29,29,1562226737.81,33.4500999451,29,29,0,8.21119976044,29,29,3771215537.81
"('2163',)",3.49691009521,29,13,1026.17016998,29,13,14,3779218458.45,3779218533.2,3771215537.87,44.63218,-124.30797,0.0,internal_timestamp,31.0039997101,29,29,1562226737.87,33.4499015808,29,29,0,8.21140003204,29,29,3771215537.87
"('2164',)",3.49689006805,29,13,1026.16974468,29,13,14,3779218458.45,3779218533.2,3771215537.93,44.63218,-124.30797,0.0,internal_timestamp,30.9829998016,29,29,1562226737.93,33.4495010376,29,29,0,8.21150016785,29,29,3771215537.93
"('2165',)",3.49686002731,29,13,1026.16930901,29,13,14,3779218458.45,3779218533.2,3771215538.0,44.63218,-124.30797,0.0,internal_timestamp,30.9629993439,29,29,1562226738.0,33.4491004944,29,29,0,8.21170043945,29,29,3771215538.0
"('2166',)",3.49682998657,29,13,1026.16872706,29,13,14,3779218458.45,3779218533.2,3771215538.06,44.63218,-124.30797,0.0,internal_timestamp,30.9449996948,29,29,1562226738.06,33.4485015869,29,29,0,8.21189975739,29,29,3771215538.06
"('2167',)",3.49679994583,29,13,1026.16811786,29,13,14,3779218458.45,3779218533.2,3771215538.12,44.63218,-124.30797,0.0,internal_timestamp,30.9249992371,29,29,1562226738.12,33.4478988647,29,29,0,8.21220016479,29,29,3771215538.12
"('2168',)",3.49676990509,29,13,1026.16760898,29,13,14,3779218458.45,3779218533.2,3771215538.18,44.63218,-124.30797,0.0,internal_timestamp,30.9060001373,29,29,1562226738.18,33.4473991394,29,29,0,8.2124004364,29,29,3771215538.18
