obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('4313',)",3.67585992813,29,13,1025.44309124,29,13,8,3742914134.99,3742914135.32,3722282887.48,44.64102,-124.30216,0.0,internal_timestamp,65.4700012207,29,29,1513294087.48,32.8614997864,29,29,0,10.8200998306,29,29,3722282887.48
"('4314',)",3.67585992813,29,13,1025.44278424,29,13,8,3742914134.99,3742914135.32,3722282887.55,44.64102,-124.30216,0.0,internal_timestamp,65.4479980469,29,29,1513294087.55,32.8613014221,29,29,0,10.820400238,29,29,3722282887.55
"('4315',)",3.67587995529,29,13,1025.44251586,29,13,8,3742914134.99,3742914135.32,3722282887.61,44.64102,-124.30216,0.0,internal_timestamp,65.4219970703,29,29,1513294087.61,32.8611984253,29,29,0,10.8207998276,29,29,3722282887.61
"('4316',)",3.67590999603,29,13,1025.44227299,29,13,8,3742914134.99,3742914135.32,3722282887.67,44.64102,-124.30216,0.0,internal_timestamp,65.4010009766,29,29,1513294087.67,32.8610992432,29,29,0,10.8212003708,29,29,3722282887.67
"('4317',)",3.67593002319,29,13,1025.44199852,29,13,8,3742914134.99,3742914135.32,3722282887.73,44.64102,-124.30216,0.0,internal_timestamp,65.3730010986,29,29,1513294087.73,32.861000061,29,29,0,10.8215999603,29,29,3722282887.73
"('4318',)",3.67595005035,29,13,1025.44174671,29,13,8,3742914134.99,3742914135.32,3722282887.8,44.64102,-124.30216,0.0,internal_timestamp,65.3499984741,29,29,1513294087.8,32.8609008789,29,29,0,10.8219995499,29,29,3722282887.8
"('4319',)",3.67597007751,29,13,1025.44141915,29,13,8,3742914134.99,3742914135.32,3722282887.86,44.64102,-124.30216,0.0,internal_timestamp,65.3280029297,29,29,1513294087.86,32.8606987,29,29,0,10.8224000931,29,29,3722282887.86
"('4320',)",3.67599010468,29,13,1025.44109016,29,13,8,3742914134.99,3742914135.32,3722282888.07,44.64102,-124.30216,0.0,internal_timestamp,65.3050003052,29,29,1513294088.08,32.8605003357,29,29,1,10.8227996826,29,29,3722282888.07
"('4321',)",3.67600989342,29,13,1025.4408115,29,13,8,3742914134.99,3742914135.32,3722282888.08,44.64102,-124.30216,0.0,internal_timestamp,65.2799987793,29,29,1513294088.08,32.8604011536,29,29,0,10.8233003616,29,29,3722282888.08
"('4322',)",3.67603993416,29,13,1025.44047957,29,13,8,3742914134.99,3742914135.32,3722282888.09,44.64102,-124.30216,0.0,internal_timestamp,65.2570037842,29,29,1513294088.09,32.8601989746,29,29,0,10.8236999512,29,29,3722282888.09
"('4323',)",3.67604994774,29,13,1025.44024521,29,13,8,3742914134.99,3742914135.32,3722282888.11,44.64102,-124.30216,0.0,internal_timestamp,65.2340011597,29,29,1513294088.11,32.8600997925,29,29,0,10.8240003586,29,29,3722282888.11
"('4324',)",3.67605996132,29,13,1025.44001957,29,13,8,3742914134.99,3742914135.32,3722282888.17,44.64102,-124.30216,0.0,internal_timestamp,65.2089996338,29,29,1513294088.17,32.8600006104,29,29,0,10.8241996765,29,29,3722282888.17
"('4325',)",3.67605996132,29,13,1025.4397272,29,13,8,3742914134.99,3742914135.32,3722282888.23,44.64102,-124.30216,0.0,internal_timestamp,65.18699646,29,29,1513294088.23,32.8597984314,29,29,0,10.8243999481,29,29,3722282888.23
"('4326',)",3.67605996132,29,13,1025.43953718,29,13,8,3742914134.99,3742914135.32,3722282888.3,44.64102,-124.30216,0.0,internal_timestamp,65.1660003662,29,29,1513294088.3,32.8596992493,29,29,0,10.8245000839,29,29,3722282888.3
"('4327',)",3.67607998848,29,13,1025.43928938,29,13,8,3742914134.99,3742914135.32,3722282888.36,44.64102,-124.30216,0.0,internal_timestamp,65.1399993896,29,29,1513294088.36,32.8596000671,29,29,0,10.8247995377,29,29,3722282888.36
"('4328',)",3.67611002922,29,13,1025.43901978,29,13,8,3742914134.99,3742914135.32,3722282888.42,44.64102,-124.30216,0.0,internal_timestamp,65.1169967651,29,29,1513294088.42,32.859500885,29,29,0,10.8253002167,29,29,3722282888.42
"('4329',)",3.67615008354,29,13,1025.43870153,29,13,8,3742914134.99,3742914135.32,3722282888.48,44.64102,-124.30216,0.0,internal_timestamp,65.091003418,29,29,1513294088.48,32.8594017029,29,29,0,10.8260002136,29,29,3722282888.48
"('4330',)",3.67619991302,29,13,1025.43850474,29,13,8,3742914134.99,3742914135.32,3722282888.55,44.64102,-124.30216,0.0,internal_timestamp,65.0670013428,29,29,1513294088.55,32.8594017029,29,29,0,10.826499939,29,29,3722282888.55
"('4331',)",3.67622995377,29,13,1025.43824995,29,13,8,3742914134.99,3742914135.32,3722282888.61,44.64102,-124.30216,0.0,internal_timestamp,65.0439987183,29,29,1513294088.61,32.8592987061,29,29,0,10.8268995285,29,29,3722282888.61
"('4332',)",3.67623996735,29,13,1025.43813308,29,13,8,3742914134.99,3742914135.32,3722282888.67,44.64102,-124.30216,0.0,internal_timestamp,65.0260009766,29,29,1513294088.67,32.8592987061,29,29,0,10.8270998001,29,29,3722282888.67
"('4333',)",3.67625999451,29,13,1025.4380958,29,13,8,3742914134.99,3742914135.32,3722282888.73,44.64102,-124.30216,0.0,internal_timestamp,65.0039978027,29,29,1513294088.73,32.8594017029,29,29,0,10.8271999359,29,29,3722282888.73
"('4334',)",3.67625999451,29,13,1025.43788921,29,13,8,3742914134.99,3742914135.32,3722282888.8,44.64102,-124.30216,0.0,internal_timestamp,64.9800033569,29,29,1513294088.8,32.8592987061,29,29,0,10.8273000717,29,29,3722282888.8
"('4335',)",3.67625999451,29,13,1025.43767648,29,13,8,3742914134.99,3742914135.32,3722282888.86,44.64102,-124.30216,0.0,internal_timestamp,64.9540023804,29,29,1513294088.86,32.8591995239,29,29,0,10.8274002075,29,29,3722282888.86
"('4336',)",3.67625999451,29,13,1025.43757215,29,13,8,3742914134.99,3742914135.32,3722282888.92,44.64102,-124.30216,0.0,internal_timestamp,64.9309997559,29,29,1513294088.92,32.8591995239,29,29,0,10.8274002075,29,29,3722282888.92
"('4337',)",3.67624998093,29,13,1025.43737755,29,13,8,3742914134.99,3742914135.32,3722282888.98,44.64102,-124.30216,0.0,internal_timestamp,64.908996582,29,29,1513294088.98,32.8591003418,29,29,0,10.8275003433,29,29,3722282888.98
"('4338',)",3.67624998093,29,13,1025.43727779,29,13,8,3742914134.99,3742914135.32,3722282889.05,44.64102,-124.30216,0.0,internal_timestamp,64.8870010376,29,29,1513294089.05,32.8591003418,29,29,0,10.8275003433,29,29,3722282889.05
"('4339',)",3.67627000809,29,13,1025.43723772,29,13,8,3742914134.99,3742914135.32,3722282889.11,44.64102,-124.30216,0.0,internal_timestamp,64.8649978638,29,29,1513294089.11,32.8591995239,29,29,0,10.8275995255,29,29,3722282889.11
"('4340',)",3.67628002167,29,13,1025.43712889,29,13,8,3742914134.99,3742914135.32,3722282889.17,44.64102,-124.30216,0.0,internal_timestamp,64.841003418,29,29,1513294089.17,32.8591995239,29,29,0,10.8275995255,29,29,3722282889.17
"('4341',)",3.67627000809,29,13,1025.43691214,29,13,8,3742914134.99,3742914135.32,3722282889.23,44.64102,-124.30216,0.0,internal_timestamp,64.8180007935,29,29,1513294089.23,32.8591003418,29,29,0,10.8277997971,29,29,3722282889.23
"('4342',)",3.67625999451,29,13,1025.43655623,29,13,8,3742914134.99,3742914135.32,3722282889.3,44.64102,-124.30216,0.0,internal_timestamp,64.7990036011,29,29,1513294089.3,32.8587989807,29,29,0,10.8280000687,29,29,3722282889.3
"('4343',)",3.67625999451,29,13,1025.4361675,29,13,8,3742914134.99,3742914135.32,3722282889.36,44.64102,-124.30216,0.0,internal_timestamp,64.7760009766,29,29,1513294089.36,32.8585014343,29,29,0,10.8283004761,29,29,3722282889.36
"('4344',)",3.67627000809,29,13,1025.43583553,29,13,8,3742914134.99,3742914135.32,3722282889.42,44.64102,-124.30216,0.0,internal_timestamp,64.7529983521,29,29,1513294089.42,32.8582992554,29,29,0,10.8287000656,29,29,3722282889.42
"('4345',)",3.67631006241,29,13,1025.43556154,29,13,8,3742914134.99,3742914135.32,3722282889.48,44.64102,-124.30216,0.0,internal_timestamp,64.7289962769,29,29,1513294089.48,32.8582000732,29,29,0,10.829199791,29,29,3722282889.48
"('4346',)",3.67637991905,29,13,1025.43541124,29,13,8,3742914134.99,3742914135.33,3722282889.55,44.64102,-124.30216,0.0,internal_timestamp,64.7060012817,29,29,1513294089.55,32.8582992554,29,29,0,10.8298997879,29,29,3722282889.55
"('4347',)",3.67645001411,29,13,1025.43526543,29,13,8,3742914134.99,3742914135.33,3722282889.61,44.64102,-124.30216,0.0,internal_timestamp,64.6839981079,29,29,1513294089.61,32.8583984375,29,29,0,10.8305997849,29,29,3722282889.61
"('4348',)",3.67650008202,29,13,1025.43487502,29,13,8,3742914134.99,3742914135.33,3722282889.67,44.64102,-124.30216,0.0,internal_timestamp,64.6630020142,29,29,1513294089.67,32.8582000732,29,29,0,10.8313999176,29,29,3722282889.67
"('4349',)",3.67653989792,29,13,1025.43451076,29,13,8,3742914134.99,3742914135.33,3722282889.73,44.64102,-124.30216,0.0,internal_timestamp,64.6399993896,29,29,1513294089.73,32.858001709,29,29,0,10.8319997787,29,29,3722282889.73
"('4350',)",3.67655992508,29,13,1025.43413899,29,13,8,3742914134.99,3742914135.33,3722282889.8,44.64102,-124.30216,0.0,internal_timestamp,64.6159973145,29,29,1513294089.8,32.85779953,29,29,0,10.8325996399,29,29,3722282889.8
"('4351',)",3.67657995224,29,13,1025.43365353,29,13,8,3742914134.99,3742914135.33,3722282889.86,44.64102,-124.30216,0.0,internal_timestamp,64.6009979248,29,29,1513294089.86,32.8573989868,29,29,0,10.8332004547,29,29,3722282889.86
"('4352',)",3.67662000656,29,13,1025.43317179,29,13,8,3742914134.99,3742914135.33,3722282889.92,44.64102,-124.30216,0.0,internal_timestamp,64.5729980469,29,29,1513294089.92,32.8571014404,29,29,0,10.8339004517,29,29,3722282889.92
"('4353',)",3.67666006088,29,13,1025.43277403,29,13,8,3742914134.99,3742914135.33,3722282889.98,44.64102,-124.30216,0.0,internal_timestamp,64.5510025024,29,29,1513294089.98,32.8568992615,29,29,0,10.8346996307,29,29,3722282889.98
"('4354',)",3.67670989037,29,13,1025.43231092,29,13,8,3742914134.99,3742914135.33,3722282890.05,44.64102,-124.30216,0.0,internal_timestamp,64.53099823,29,29,1513294090.05,32.8566017151,29,29,0,10.8354997635,29,29,3722282890.05
"('4355',)",3.67674994469,29,13,1025.43192204,29,13,8,3742914134.99,3742914135.33,3722282890.11,44.64102,-124.30216,0.0,internal_timestamp,64.5110015869,29,29,1513294090.11,32.8563995361,29,29,0,10.8362998962,29,29,3722282890.11
"('4356',)",3.67680001259,29,13,1025.43155373,29,13,8,3742914134.99,3742914135.33,3722282890.17,44.64102,-124.30216,0.0,internal_timestamp,64.4909973145,29,29,1513294090.17,32.8562011719,29,29,0,10.8369998932,29,29,3722282890.17
"('4357',)",3.67685008049,29,13,1025.43123699,29,13,8,3742914134.99,3742914135.33,3722282890.23,44.64102,-124.30216,0.0,internal_timestamp,64.466003418,29,29,1513294090.23,32.856098175,29,29,0,10.8376998901,29,29,3722282890.23
"('4358',)",3.67687010765,29,13,1025.43082222,29,13,8,3742914134.99,3742914135.33,3722282890.39,44.64102,-124.30216,0.0,internal_timestamp,64.4449996948,29,29,1513294090.39,32.8558006287,29,29,1,10.8381996155,29,29,3722282890.39
"('4359',)",3.67688989639,29,13,1025.43038671,29,13,8,3742914134.99,3742914135.33,3722282890.4,44.64102,-124.30216,0.0,internal_timestamp,64.4240036011,29,29,1513294090.4,32.8554992676,29,29,0,10.8388004303,29,29,3722282890.4
"('4360',)",3.67690992355,29,13,1025.43003551,29,13,8,3742914134.99,3742914135.33,3722282890.42,44.64102,-124.30216,0.0,internal_timestamp,64.4000015259,29,29,1513294090.42,32.8553009033,29,29,0,10.8393001556,29,29,3722282890.42
"('4361',)",3.67692995071,29,13,1025.42970401,29,13,8,3742914134.99,3742914135.33,3722282890.48,44.64102,-124.30216,0.0,internal_timestamp,64.3809967041,29,29,1513294090.48,32.8550987244,29,29,0,10.839799881,29,29,3722282890.48
"('4362',)",3.67695999146,29,13,1025.42945654,29,13,8,3742914134.99,3742914135.33,3722282890.55,44.64102,-124.30216,0.0,internal_timestamp,64.3590011597,29,29,1513294090.55,32.8549995422,29,29,0,10.8402004242,29,29,3722282890.55
"('4363',)",3.6769900322,29,13,1025.42921828,29,13,8,3742914134.99,3742914135.33,3722282890.61,44.64102,-124.30216,0.0,internal_timestamp,64.3389968872,29,29,1513294090.61,32.8549003601,29,29,0,10.8406000137,29,29,3722282890.61
"('4364',)",3.67700004578,29,13,1025.42891284,29,13,8,3742914134.99,3742914135.33,3722282890.67,44.64102,-124.30216,0.0,internal_timestamp,64.3180007935,29,29,1513294090.67,32.8546981812,29,29,0,10.8409004211,29,29,3722282890.67
"('4365',)",3.67700004578,29,13,1025.42861906,29,13,8,3742914135.0,3742914135.33,3722282890.73,44.64102,-124.30216,0.0,internal_timestamp,64.2949981689,29,29,1513294090.73,32.8544998169,29,29,0,10.8410997391,29,29,3722282890.73
"('4366',)",3.67701005936,29,13,1025.42839376,29,13,8,3742914135.0,3742914135.33,3722282890.8,44.64102,-124.30216,0.0,internal_timestamp,64.2740020752,29,29,1513294090.8,32.8544006348,29,29,0,10.8414001465,29,29,3722282890.8
"('4367',)",3.67703008652,29,13,1025.42823671,29,13,8,3742914135.0,3742914135.33,3722282890.87,44.64102,-124.30216,0.0,internal_timestamp,64.2509994507,29,29,1513294090.87,32.8544006348,29,29,1,10.8416996002,29,29,3722282890.87
"('4368',)",3.67705011368,29,13,1025.42810165,29,13,8,3742914135.0,3742914135.33,3722282890.92,44.64102,-124.30216,0.0,internal_timestamp,64.2289962769,29,29,1513294090.92,32.8544006348,29,29,0,10.8418998718,29,29,3722282890.92
"('4369',)",3.677079916,29,13,1025.42795805,29,13,8,3742914135.0,3742914135.33,3722282890.98,44.64102,-124.30216,0.0,internal_timestamp,64.2089996338,29,29,1513294090.98,32.8544006348,29,29,0,10.8422002792,29,29,3722282890.98
"('4370',)",3.67708992958,29,13,1025.42774599,29,13,8,3742914135.0,3742914135.33,3722282891.05,44.64102,-124.30216,0.0,internal_timestamp,64.18699646,29,29,1513294091.05,32.8543014526,29,29,0,10.8423995972,29,29,3722282891.05
"('4371',)",3.67708992958,29,13,1025.42754845,29,13,8,3742914135.0,3742914135.33,3722282891.11,44.64102,-124.30216,0.0,internal_timestamp,64.1650009155,29,29,1513294091.11,32.8541984558,29,29,0,10.842499733,29,29,3722282891.11
"('4372',)",3.67709994316,29,13,1025.427489,29,13,8,3742914135.0,3742914135.33,3722282891.17,44.64102,-124.30216,0.0,internal_timestamp,64.141998291,29,29,1513294091.17,32.8543014526,29,29,0,10.8427000046,29,29,3722282891.17
"('4373',)",3.6771299839,29,13,1025.42736757,29,13,8,3742914135.0,3742914135.33,3722282891.23,44.64102,-124.30216,0.0,internal_timestamp,64.1230010986,29,29,1513294091.23,32.8543014526,29,29,0,10.8429002762,29,29,3722282891.23
"('4374',)",3.67716002464,29,13,1025.42730582,29,13,8,3742914135.0,3742914135.33,3722282891.3,44.64102,-124.30216,0.0,internal_timestamp,64.1039962769,29,29,1513294091.3,32.8544006348,29,29,0,10.8431997299,29,29,3722282891.3
"('4375',)",3.67716002464,29,13,1025.42700441,29,13,8,3742914135.0,3742914135.34,3722282891.36,44.64102,-124.30216,0.0,internal_timestamp,64.0800018311,29,29,1513294091.36,32.8541984558,29,29,0,10.8434000015,29,29,3722282891.36
"('4376',)",3.67716002464,29,13,1025.42670642,29,13,8,3742914135.0,3742914135.34,3722282891.42,44.64102,-124.30216,0.0,internal_timestamp,64.0599975586,29,29,1513294091.42,32.8540000916,29,29,0,10.8437004089,29,29,3722282891.42
"('4377',)",3.67715001106,29,13,1025.42643485,29,13,8,3742914135.0,3742914135.34,3722282891.48,44.64102,-124.30216,0.0,internal_timestamp,64.0380020142,29,29,1513294091.48,32.8538017273,29,29,0,10.8437995911,29,29,3722282891.48
"('4378',)",3.67715001106,29,13,1025.426147,29,13,8,3742914135.0,3742914135.34,3722282891.55,44.64102,-124.30216,0.0,internal_timestamp,64.016998291,29,29,1513294091.55,32.8535995483,29,29,0,10.8439998627,29,29,3722282891.55
"('4379',)",3.67717003822,29,13,1025.42599432,29,13,8,3742914135.0,3742914135.34,3722282891.61,44.64102,-124.30216,0.0,internal_timestamp,63.9949989319,29,29,1513294091.61,32.8535995483,29,29,0,10.8443002701,29,29,3722282891.61
"('4380',)",3.67721009254,29,13,1025.42583324,29,13,8,3742914135.0,3742914135.34,3722282891.67,44.64102,-124.30216,0.0,internal_timestamp,63.9749984741,29,29,1513294091.67,32.8535995483,29,29,0,10.8446998596,29,29,3722282891.67
"('4381',)",3.67722988129,29,13,1025.42550018,29,13,8,3742914135.0,3742914135.34,3722282891.73,44.64102,-124.30216,0.0,internal_timestamp,63.9550018311,29,29,1513294091.73,32.8534011841,29,29,0,10.845199585,29,29,3722282891.73
"('4382',)",3.67724990845,29,13,1025.4252361,29,13,8,3742914135.0,3742914135.34,3722282891.8,44.64102,-124.30216,0.0,internal_timestamp,63.9300003052,29,29,1513294091.8,32.8532981873,29,29,0,10.8456001282,29,29,3722282891.8
"('4383',)",3.67726993561,29,13,1025.42494284,29,13,8,3742914135.0,3742914135.34,3722282891.86,44.64102,-124.30216,0.0,internal_timestamp,63.9109992981,29,29,1513294091.86,32.853099823,29,29,0,10.8458995819,29,29,3722282891.86
"('4384',)",3.67728996277,29,13,1025.42480375,29,13,8,3742914135.0,3742914135.34,3722282891.92,44.64102,-124.30216,0.0,internal_timestamp,63.891998291,29,29,1513294091.92,32.853099823,29,29,0,10.8461999893,29,29,3722282891.92
"('4385',)",3.67729997635,29,13,1025.42449672,29,13,8,3742914135.0,3742914135.34,3722282891.98,44.64102,-124.30216,0.0,internal_timestamp,63.8699989319,29,29,1513294091.98,32.8529014587,29,29,0,10.8465003967,29,29,3722282891.98
"('4386',)",3.67729997635,29,13,1025.42428622,29,13,8,3742914135.0,3742914135.34,3722282892.05,44.64102,-124.30216,0.0,internal_timestamp,63.8489990234,29,29,1513294092.05,32.8527984619,29,29,0,10.8466997147,29,29,3722282892.05
"('4387',)",3.67732000351,29,13,1025.42398825,29,13,8,3742914135.0,3742914135.34,3722282892.11,44.64102,-124.30216,0.0,internal_timestamp,63.8289985657,29,29,1513294092.11,32.8526000977,29,29,0,10.8470001221,29,29,3722282892.11
"('4388',)",3.67732000351,29,13,1025.42381182,29,13,8,3742914135.0,3742914135.34,3722282892.3,44.64102,-124.30216,0.0,internal_timestamp,63.811000824,29,29,1513294092.3,32.8525009155,29,29,1,10.8471002579,29,29,3722282892.3
"('4389',)",3.67733001709,29,13,1025.42376703,29,13,8,3742914135.0,3742914135.34,3722282892.31,44.64102,-124.30216,0.0,internal_timestamp,63.7879981995,29,29,1513294092.31,32.8526000977,29,29,0,10.8472003937,29,29,3722282892.31
"('4390',)",3.67735004425,29,13,1025.42372696,29,13,8,3742914135.0,3742914135.34,3722282892.32,44.64102,-124.30216,0.0,internal_timestamp,63.7659988403,29,29,1513294092.32,32.8526992798,29,29,0,10.8472995758,29,29,3722282892.32
"('4391',)",3.67736005783,29,13,1025.42381559,29,13,8,3742914135.0,3742914135.34,3722282892.36,44.64102,-124.30216,0.0,internal_timestamp,63.7470016479,29,29,1513294092.36,32.8529014587,29,29,0,10.8472003937,29,29,3722282892.36
"('4392',)",3.67739009857,29,13,1025.42393825,29,13,8,3742914135.0,3742914135.34,3722282892.42,44.64102,-124.30216,0.0,internal_timestamp,63.7229995728,29,29,1513294092.42,32.8531990051,29,29,0,10.8472003937,29,29,3722282892.42
"('4393',)",3.67740988731,29,13,1025.42400939,29,13,8,3742914135.0,3742914135.34,3722282892.48,44.64102,-124.30216,0.0,internal_timestamp,63.7039985657,29,29,1513294092.48,32.8534011841,29,29,0,10.8472003937,29,29,3722282892.48
"('4394',)",3.67741990089,29,13,1025.42397839,29,13,8,3742914135.0,3742914135.34,3722282892.55,44.64102,-124.30216,0.0,internal_timestamp,63.6839981079,29,29,1513294092.55,32.8535003662,29,29,0,10.8472995758,29,29,3722282892.55
"('4395',)",3.67741990089,29,13,1025.42388315,29,13,8,3742914135.0,3742914135.34,3722282892.61,44.64102,-124.30216,0.0,internal_timestamp,63.6629981995,29,29,1513294092.61,32.8535003662,29,29,0,10.8472995758,29,29,3722282892.61
"('4396',)",3.67741990089,29,13,1025.4237062,29,13,8,3742914135.0,3742914135.34,3722282892.67,44.64102,-124.30216,0.0,internal_timestamp,63.6409988403,29,29,1513294092.67,32.8534011841,29,29,0,10.8472995758,29,29,3722282892.67
"('4397',)",3.67740988731,29,13,1025.42353989,29,13,8,3742914135.0,3742914135.34,3722282892.73,44.64102,-124.30216,0.0,internal_timestamp,63.6220016479,29,29,1513294092.73,32.8532981873,29,29,0,10.8472995758,29,29,3722282892.73
"('4398',)",3.67741990089,29,13,1025.42350716,29,13,8,3742914135.0,3742914135.34,3722282892.8,44.64102,-124.30216,0.0,internal_timestamp,63.6010017395,29,29,1513294092.8,32.8534011841,29,29,0,10.8473997116,29,29,3722282892.8
"('4399',)",3.67742991447,29,13,1025.42348454,29,13,8,3742914135.0,3742914135.34,3722282892.86,44.64102,-124.30216,0.0,internal_timestamp,63.5789985657,29,29,1513294092.86,32.8535003662,29,29,0,10.8473997116,29,29,3722282892.86
"('4400',)",3.67742991447,29,13,1025.42340744,29,13,8,3742914135.0,3742914135.34,3722282892.92,44.64102,-124.30216,0.0,internal_timestamp,63.5620002747,29,29,1513294092.92,32.8535003662,29,29,0,10.8473997116,29,29,3722282892.92
"('4401',)",3.67742991447,29,13,1025.42320377,29,13,8,3742914135.0,3742914135.34,3722282892.98,44.64102,-124.30216,0.0,internal_timestamp,63.5379981995,29,29,1513294092.98,32.8534011841,29,29,0,10.8474998474,29,29,3722282892.98
"('4402',)",3.67740988731,29,13,1025.42303294,29,13,8,3742914135.0,3742914135.34,3722282893.05,44.64102,-124.30216,0.0,internal_timestamp,63.5180015564,29,29,1513294093.05,32.8532981873,29,29,0,10.8474998474,29,29,3722282893.05
"('4403',)",3.67740988731,29,13,1025.4228338,29,13,8,3742914135.0,3742914135.34,3722282893.11,44.64102,-124.30216,0.0,internal_timestamp,63.4949989319,29,29,1513294093.11,32.8531990051,29,29,0,10.8475999832,29,29,3722282893.11
"('4404',)",3.67740988731,29,13,1025.42274764,29,13,8,3742914135.0,3742914135.34,3722282893.17,44.64102,-124.30216,0.0,internal_timestamp,63.4760017395,29,29,1513294093.17,32.8531990051,29,29,0,10.8475999832,29,29,3722282893.17
"('4405',)",3.67740988731,29,13,1025.42267053,29,13,8,3742914135.0,3742914135.34,3722282893.23,44.64102,-124.30216,0.0,internal_timestamp,63.4589996338,29,29,1513294093.23,32.8531990051,29,29,0,10.8475999832,29,29,3722282893.23
"('4406',)",3.67741990089,29,13,1025.42263886,29,13,8,3742914135.0,3742914135.34,3722282893.3,44.64102,-124.30216,0.0,internal_timestamp,63.4350013733,29,29,1513294093.3,32.8532981873,29,29,0,10.8475999832,29,29,3722282893.3
"('4407',)",3.67741990089,29,13,1025.42255269,29,13,8,3742914135.0,3742914135.34,3722282893.36,44.64102,-124.30216,0.0,internal_timestamp,63.4160003662,29,29,1513294093.36,32.8532981873,29,29,0,10.8475999832,29,29,3722282893.36
"('4408',)",3.67742991447,29,13,1025.42254212,29,13,8,3742914135.0,3742914135.34,3722282893.42,44.64102,-124.30216,0.0,internal_timestamp,63.3959999084,29,29,1513294093.42,32.8534011841,29,29,0,10.8475999832,29,29,3722282893.42
"('4409',)",3.67743992805,29,13,1025.42252405,29,13,8,3742914135.0,3742914135.34,3722282893.48,44.64102,-124.30216,0.0,internal_timestamp,63.375,29,29,1513294093.48,32.8535003662,29,29,0,10.8475999832,29,29,3722282893.48
"('4410',)",3.67743992805,29,13,1025.42243787,29,13,8,3742914135.0,3742914135.34,3722282893.55,44.64102,-124.30216,0.0,internal_timestamp,63.3559989929,29,29,1513294093.55,32.8535003662,29,29,0,10.8475999832,29,29,3722282893.55
"('4411',)",3.67742991447,29,13,1025.42224329,29,13,8,3742914135.0,3742914135.35,3722282893.61,44.64102,-124.30216,0.0,internal_timestamp,63.3339996338,29,29,1513294093.61,32.8534011841,29,29,0,10.847700119,29,29,3722282893.61
"('4412',)",3.67740988731,29,13,1025.42199073,29,13,8,3742914135.0,3742914135.35,3722282893.67,44.64102,-124.30216,0.0,internal_timestamp,63.3129997253,29,29,1513294093.67,32.8531990051,29,29,0,10.847700119,29,29,3722282893.67
"('4413',)",3.67739009857,29,13,1025.4217366,29,13,8,3742914135.0,3742914135.35,3722282893.73,44.64102,-124.30216,0.0,internal_timestamp,63.2910003662,29,29,1513294093.73,32.8530006409,29,29,0,10.847700119,29,29,3722282893.73
"('4414',)",3.67739009857,29,13,1025.42157778,29,13,8,3742914135.0,3742914135.35,3722282893.8,44.64102,-124.30216,0.0,internal_timestamp,63.2729988098,29,29,1513294093.8,32.8529014587,29,29,0,10.847700119,29,29,3722282893.8
"('4415',)",3.67739009857,29,13,1025.4214649,29,13,8,3742914135.0,3742914135.35,3722282893.86,44.64102,-124.30216,0.0,internal_timestamp,63.2519989014,29,29,1513294093.86,32.8529014587,29,29,0,10.8478002548,29,29,3722282893.86
"('4416',)",3.67739009857,29,13,1025.421469,29,13,8,3742914135.0,3742914135.35,3722282893.92,44.64102,-124.30216,0.0,internal_timestamp,63.2319984436,29,29,1513294093.92,32.8530006409,29,29,0,10.847700119,29,29,3722282893.92
"('4417',)",3.67740011215,29,13,1025.42145548,29,13,8,3742914135.0,3742914135.35,3722282893.98,44.64102,-124.30216,0.0,internal_timestamp,63.2120018005,29,29,1513294093.98,32.853099823,29,29,0,10.847700119,29,29,3722282893.98
"('4418',)",3.67739009857,29,13,1025.4213012,29,13,8,3742914135.0,3742914135.35,3722282894.05,44.64102,-124.30216,0.0,internal_timestamp,63.1949996948,29,29,1513294094.05,32.8530006409,29,29,0,10.847700119,29,29,3722282894.05
"('4419',)",3.67738008499,29,13,1025.42119689,29,13,8,3742914135.0,3742914135.35,3722282894.11,44.64102,-124.30216,0.0,internal_timestamp,63.172000885,29,29,1513294094.11,32.8530006409,29,29,0,10.847700119,29,29,3722282894.11
"('4420',)",3.67738008499,29,13,1025.42110618,29,13,8,3742914135.0,3742914135.35,3722282894.17,44.64102,-124.30216,0.0,internal_timestamp,63.1520004272,29,29,1513294094.17,32.8530006409,29,29,0,10.847700119,29,29,3722282894.17
"('4421',)",3.67738008499,29,13,1025.42093376,29,13,8,3742914135.0,3742914135.35,3722282894.23,44.64102,-124.30216,0.0,internal_timestamp,63.1310005188,29,29,1513294094.23,32.8529014587,29,29,0,10.847700119,29,29,3722282894.23
"('4422',)",3.67738008499,29,13,1025.42091116,29,13,8,3742914135.0,3742914135.35,3722282894.3,44.64102,-124.30216,0.0,internal_timestamp,63.1090011597,29,29,1513294094.3,32.8530006409,29,29,0,10.847700119,29,29,3722282894.3
"('4423',)",3.67738008499,29,13,1025.42072564,29,13,8,3742914135.0,3742914135.35,3722282894.36,44.64102,-124.30216,0.0,internal_timestamp,63.0890007019,29,29,1513294094.36,32.8529014587,29,29,0,10.8478002548,29,29,3722282894.36
