obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('1883',)",3.65534996986,29,13,1024.804246,29,13,8,3742914133.86,3742914134.17,3722239763.36,44.64102,-124.30216,0.0,internal_timestamp,37.5649986267,29,29,1513250963.36,32.2983016968,29,29,0,11.2400999069,29,29,3722239763.36
"('1884',)",3.65534996986,29,13,1024.80407539,29,13,8,3742914133.86,3742914134.17,3722239763.42,44.64102,-124.30216,0.0,internal_timestamp,37.5449981689,29,29,1513250963.42,32.2981987,29,29,0,11.2400999069,29,29,3722239763.42
"('1885',)",3.65535998344,29,13,1024.80396222,29,13,8,3742914133.86,3742914134.17,3722239763.48,44.64102,-124.30216,0.0,internal_timestamp,37.5200004578,29,29,1513250963.48,32.2981987,29,29,0,11.2400999069,29,29,3722239763.48
"('1886',)",3.65534996986,29,13,1024.80385833,29,13,8,3742914133.86,3742914134.17,3722239763.55,44.64102,-124.30216,0.0,internal_timestamp,37.5009994507,29,29,1513250963.55,32.2981987,29,29,0,11.2402000427,29,29,3722239763.55
"('1887',)",3.65535998344,29,13,1024.80385237,29,13,8,3742914133.86,3742914134.17,3722239763.61,44.64102,-124.30216,0.0,internal_timestamp,37.4819984436,29,29,1513250963.61,32.2983016968,29,29,0,11.2402000427,29,29,3722239763.61
"('1888',)",3.6553800106,29,13,1024.80384798,29,13,8,3742914133.86,3742914134.17,3722239763.67,44.64102,-124.30216,0.0,internal_timestamp,37.4640007019,29,29,1513250963.67,32.2984008789,29,29,0,11.2402000427,29,29,3722239763.67
"('1889',)",3.65539002419,29,13,1024.8039071,29,13,8,3742914133.86,3742914134.17,3722239763.73,44.64102,-124.30216,0.0,internal_timestamp,37.4430007935,29,29,1513250963.73,32.2985992432,29,29,0,11.2402000427,29,29,3722239763.73
"('1890',)",3.65541005135,29,13,1024.8039961,29,13,8,3742914133.86,3742914134.17,3722239763.79,44.64102,-124.30216,0.0,internal_timestamp,37.4239997864,29,29,1513250963.79,32.2988014221,29,29,0,11.2400999069,29,29,3722239763.79
"('1891',)",3.65541005135,29,13,1024.80388316,29,13,8,3742914133.86,3742914134.17,3722239763.86,44.64102,-124.30216,0.0,internal_timestamp,37.4029998779,29,29,1513250963.86,32.2988014221,29,29,0,11.2402000427,29,29,3722239763.86
"('1892',)",3.65542006493,29,13,1024.80386519,29,13,8,3742914133.86,3742914134.17,3722239763.92,44.64102,-124.30216,0.0,internal_timestamp,37.3819999695,29,29,1513250963.92,32.2989006042,29,29,0,11.2402000427,29,29,3722239763.92
"('1893',)",3.65543007851,29,13,1024.80375225,29,13,8,3742914133.86,3742914134.17,3722239763.98,44.64102,-124.30216,0.0,internal_timestamp,37.361000061,29,29,1513250963.98,32.2989006042,29,29,0,11.2403001785,29,29,3722239763.98
"('1894',)",3.65543007851,29,13,1024.80368409,29,13,8,3742914133.86,3742914134.17,3722239764.05,44.64102,-124.30216,0.0,internal_timestamp,37.341999054,29,29,1513250964.05,32.2989006042,29,29,0,11.2402000427,29,29,3722239764.05
"('1895',)",3.65541005135,29,13,1024.80360689,29,13,8,3742914133.86,3742914134.17,3722239764.11,44.64102,-124.30216,0.0,internal_timestamp,37.3209991455,29,29,1513250964.11,32.2989006042,29,29,0,11.2400999069,29,29,3722239764.11
"('1896',)",3.65541005135,29,13,1024.80360679,29,13,8,3742914133.86,3742914134.17,3722239764.17,44.64102,-124.30216,0.0,internal_timestamp,37.2999992371,29,29,1513250964.17,32.2989997864,29,29,0,11.2399997711,29,29,3722239764.17
"('1897',)",3.65540003777,29,13,1024.80346608,29,13,8,3742914133.86,3742914134.17,3722239764.23,44.64102,-124.30216,0.0,internal_timestamp,37.2820014954,29,29,1513250964.23,32.2989006042,29,29,0,11.2398996353,29,29,3722239764.23
"('1898',)",3.65541005135,29,13,1024.80352066,29,13,8,3742914133.86,3742914134.17,3722239764.29,44.64102,-124.30216,0.0,internal_timestamp,37.2599983215,29,29,1513250964.29,32.2990989685,29,29,0,11.2398996353,29,29,3722239764.29
"('1899',)",3.65542006493,29,13,1024.80350268,29,13,8,3742914133.86,3742914134.17,3722239764.36,44.64102,-124.30216,0.0,internal_timestamp,37.2389984131,29,29,1513250964.36,32.2991981506,29,29,0,11.2398996353,29,29,3722239764.36
"('1900',)",3.65543007851,29,13,1024.80348767,29,13,8,3742914133.86,3742914134.17,3722239764.42,44.64102,-124.30216,0.0,internal_timestamp,37.2179985046,29,29,1513250964.42,32.2993011475,29,29,0,11.2398996353,29,29,3722239764.42
"('1901',)",3.65545010567,29,13,1024.80347876,29,13,8,3742914133.86,3742914134.17,3722239764.48,44.64102,-124.30216,0.0,internal_timestamp,37.1990013123,29,29,1513250964.48,32.2994003296,29,29,0,11.2398996353,29,29,3722239764.48
"('1902',)",3.65545010567,29,13,1024.80347436,29,13,8,3742914133.86,3742914134.17,3722239764.55,44.64102,-124.30216,0.0,internal_timestamp,37.1809997559,29,29,1513250964.55,32.2994995117,29,29,0,11.2398996353,29,29,3722239764.55
"('1903',)",3.65544009209,29,13,1024.80327502,29,13,8,3742914133.86,3742914134.17,3722239764.61,44.64102,-124.30216,0.0,internal_timestamp,37.1539993286,29,29,1513250964.61,32.2994003296,29,29,0,11.2398996353,29,29,3722239764.61
"('1904',)",3.65543007851,29,13,1024.80308928,29,13,8,3742914133.86,3742914134.17,3722239764.67,44.64102,-124.30216,0.0,internal_timestamp,37.1300010681,29,29,1513250964.67,32.2993011475,29,29,0,11.2398996353,29,29,3722239764.67
"('1905',)",3.65542006493,29,13,1024.80291438,29,13,8,3742914133.86,3742914134.17,3722239764.73,44.64102,-124.30216,0.0,internal_timestamp,37.1129989624,29,29,1513250964.73,32.2991981506,29,29,0,11.2399997711,29,29,3722239764.73
"('1906',)",3.65541005135,29,13,1024.80273769,29,13,8,3742914133.86,3742914134.23,3722239764.8,44.64102,-124.30216,0.0,internal_timestamp,37.0909996033,29,29,1513250964.8,32.2990989685,29,29,0,11.2399997711,29,29,3722239764.8
"('1907',)",3.65541005135,29,13,1024.80264714,29,13,8,3742914133.86,3742914134.23,3722239764.86,44.64102,-124.30216,0.0,internal_timestamp,37.0709991455,29,29,1513250964.86,32.2990989685,29,29,0,11.2399997711,29,29,3722239764.86
"('1908',)",3.65541005135,29,13,1024.80265156,29,13,8,3742914133.86,3742914134.23,3722239764.92,44.64102,-124.30216,0.0,internal_timestamp,37.0509986877,29,29,1513250964.92,32.2991981506,29,29,0,11.2398996353,29,29,3722239764.92
"('1909',)",3.65541005135,29,13,1024.80255196,29,13,8,3742914133.86,3742914134.23,3722239764.98,44.64102,-124.30216,0.0,internal_timestamp,37.0289993286,29,29,1513250964.98,32.2991981506,29,29,0,11.2398996353,29,29,3722239764.98
"('1910',)",3.65542006493,29,13,1024.80254148,29,13,8,3742914133.86,3742914134.23,3722239765.04,44.64102,-124.30216,0.0,internal_timestamp,37.0089988708,29,29,1513250965.04,32.2993011475,29,29,0,11.2398996353,29,29,3722239765.04
"('1911',)",3.65541005135,29,13,1024.80234372,29,13,8,3742914133.86,3742914134.23,3722239765.11,44.64102,-124.30216,0.0,internal_timestamp,36.983001709,29,29,1513250965.11,32.2991981506,29,29,0,11.2398996353,29,29,3722239765.11
"('1912',)",3.65539002419,29,13,1024.80207659,29,13,8,3742914133.86,3742914134.23,3722239765.17,44.64102,-124.30216,0.0,internal_timestamp,36.9620018005,29,29,1513250965.17,32.2989997864,29,29,0,11.2399997711,29,29,3722239765.17
"('1913',)",3.6553800106,29,13,1024.80190442,29,13,8,3742914133.86,3742914134.23,3722239765.23,44.64102,-124.30216,0.0,internal_timestamp,36.9410018921,29,29,1513250965.23,32.2989006042,29,29,0,11.2399997711,29,29,3722239765.23
"('1914',)",3.6553800106,29,13,1024.80189977,29,13,8,3742914133.86,3742914134.23,3722239765.3,44.64102,-124.30216,0.0,internal_timestamp,36.9189987183,29,29,1513250965.3,32.2989997864,29,29,0,11.2398996353,29,29,3722239765.3
"('1915',)",3.65539002419,29,13,1024.80189044,29,13,8,3742914133.86,3742914134.23,3722239765.36,44.64102,-124.30216,0.0,internal_timestamp,36.8959999084,29,29,1513250965.36,32.2990989685,29,29,0,11.2398004532,29,29,3722239765.36
"('1916',)",3.65540003777,29,13,1024.80196135,29,13,8,3742914133.86,3742914134.23,3722239765.42,44.64102,-124.30216,0.0,internal_timestamp,36.8730010986,29,29,1513250965.42,32.2993011475,29,29,0,11.2397003174,29,29,3722239765.42
"('1917',)",3.65540003777,29,13,1024.80192978,29,13,8,3742914133.86,3742914134.23,3722239765.51,44.64102,-124.30216,0.0,internal_timestamp,36.8489990234,29,29,1513250965.51,32.2994003296,29,29,1,11.2397003174,29,29,3722239765.51
"('1918',)",3.65540003777,29,13,1024.80174856,29,13,8,3742914133.86,3742914134.23,3722239765.55,44.64102,-124.30216,0.0,internal_timestamp,36.8260002136,29,29,1513250965.55,32.2993011475,29,29,0,11.2397003174,29,29,3722239765.55
"('1919',)",3.65539002419,29,13,1024.80165801,29,13,8,3742914133.86,3742914134.23,3722239765.61,44.64102,-124.30216,0.0,internal_timestamp,36.8059997559,29,29,1513250965.61,32.2993011475,29,29,0,11.2397003174,29,29,3722239765.61
"('1920',)",3.6553800106,29,13,1024.80147836,29,13,8,3742914133.86,3742914134.23,3722239765.67,44.64102,-124.30216,0.0,internal_timestamp,36.7840003967,29,29,1513250965.67,32.2991981506,29,29,0,11.2397003174,29,29,3722239765.67
"('1921',)",3.65536999702,29,13,1024.80138756,29,13,8,3742914133.86,3742914134.23,3722239765.73,44.64102,-124.30216,0.0,internal_timestamp,36.7599983215,29,29,1513250965.73,32.2991981506,29,29,0,11.2396001816,29,29,3722239765.73
"('1922',)",3.65535998344,29,13,1024.80121993,29,13,8,3742914133.86,3742914134.23,3722239765.8,44.64102,-124.30216,0.0,internal_timestamp,36.7400016785,29,29,1513250965.8,32.2990989685,29,29,1,11.2396001816,29,29,3722239765.8
"('1923',)",3.65535998344,29,13,1024.80109317,29,13,8,3742914133.86,3742914134.23,3722239765.86,44.64102,-124.30216,0.0,internal_timestamp,36.7120018005,29,29,1513250965.86,32.2990989685,29,29,0,11.2396001816,29,29,3722239765.86
"('1924',)",3.65539002419,29,13,1024.80113284,29,13,8,3742914133.86,3742914134.23,3722239765.92,44.64102,-124.30216,0.0,internal_timestamp,36.6899986267,29,29,1513250965.92,32.2993011475,29,29,0,11.2397003174,29,29,3722239765.92
"('1925',)",3.65541005135,29,13,1024.80119196,29,13,8,3742914133.86,3742914134.24,3722239765.98,44.64102,-124.30216,0.0,internal_timestamp,36.6689987183,29,29,1513250965.98,32.2994995117,29,29,0,11.2397003174,29,29,3722239765.98
"('1926',)",3.65543007851,29,13,1024.8012226,29,13,8,3742914133.86,3742914134.24,3722239766.04,44.64102,-124.30216,0.0,internal_timestamp,36.6450004578,29,29,1513250966.04,32.2997016907,29,29,0,11.2398004532,29,29,3722239766.04
"('1927',)",3.65544009209,29,13,1024.80111394,29,13,8,3742914133.86,3742914134.24,3722239766.11,44.64102,-124.30216,0.0,internal_timestamp,36.6209983826,29,29,1513250966.11,32.2997016907,29,29,0,11.2398004532,29,29,3722239766.11
"('1928',)",3.65544009209,29,13,1024.80101887,29,13,8,3742914133.86,3742914134.24,3722239766.17,44.64102,-124.30216,0.0,internal_timestamp,36.5999984741,29,29,1513250966.17,32.2997016907,29,29,0,11.2398004532,29,29,3722239766.17
"('1929',)",3.65543007851,29,13,1024.80083921,29,13,8,3742914133.86,3742914134.24,3722239766.23,44.64102,-124.30216,0.0,internal_timestamp,36.577999115,29,29,1513250966.23,32.2995986938,29,29,0,11.2398004532,29,29,3722239766.23
"('1930',)",3.65544009209,29,13,1024.80087865,29,13,8,3742914133.86,3742914134.24,3722239766.3,44.64102,-124.30216,0.0,internal_timestamp,36.5519981384,29,29,1513250966.3,32.2998008728,29,29,0,11.2398004532,29,29,3722239766.3
"('1931',)",3.65545010567,29,13,1024.80085162,29,13,8,3742914133.86,3742914134.24,3722239766.36,44.64102,-124.30216,0.0,internal_timestamp,36.5289993286,29,29,1513250966.36,32.2999000549,29,29,0,11.2398004532,29,29,3722239766.36
"('1932',)",3.65545988083,29,13,1024.80083794,29,13,8,3742914133.86,3742914134.24,3722239766.55,44.64102,-124.30216,0.0,internal_timestamp,36.5050010681,29,29,1513250966.55,32.2999992371,29,29,1,11.2397003174,29,29,3722239766.55
"('1933',)",3.65546989441,29,13,1024.80088643,29,13,8,3742914133.86,3742914134.24,3722239766.55,44.64102,-124.30216,0.0,internal_timestamp,36.4809989929,29,29,1513250966.55,32.300201416,29,29,0,11.2397003174,29,29,3722239766.55
"('1934',)",3.65548992157,29,13,1024.80092292,29,13,8,3742914133.86,3742914134.24,3722239766.56,44.64102,-124.30216,0.0,internal_timestamp,36.4550018311,29,29,1513250966.56,32.3003997803,29,29,0,11.2397003174,29,29,3722239766.56
"('1935',)",3.65549993515,29,13,1024.80100871,29,13,8,3742914133.86,3742914134.24,3722239766.61,44.64102,-124.30216,0.0,internal_timestamp,36.4319992065,29,29,1513250966.61,32.3005981445,29,29,0,11.2395000458,29,29,3722239766.61
"('1936',)",3.65549993515,29,13,1024.80098465,29,13,8,3742914133.86,3742914134.24,3722239766.67,44.64102,-124.30216,0.0,internal_timestamp,36.4090003967,29,29,1513250966.67,32.3007011414,29,29,0,11.2395000458,29,29,3722239766.67
"('1937',)",3.65548992157,29,13,1024.80081833,29,13,8,3742914133.86,3742914134.24,3722239766.73,44.64102,-124.30216,0.0,internal_timestamp,36.3860015869,29,29,1513250966.73,32.3005981445,29,29,0,11.23939991,29,29,3722239766.73
"('1938',)",3.65546989441,29,13,1024.80056,29,13,8,3742914133.86,3742914134.24,3722239766.8,44.64102,-124.30216,0.0,internal_timestamp,36.3629989624,29,29,1513250966.8,32.3003997803,29,29,0,11.23939991,29,29,3722239766.8
"('1939',)",3.65545988083,29,13,1024.80036092,29,13,8,3742914133.86,3742914134.24,3722239766.86,44.64102,-124.30216,0.0,internal_timestamp,36.3400001526,29,29,1513250966.86,32.3003005981,29,29,0,11.2395000458,29,29,3722239766.86
"('1940',)",3.65545988083,29,13,1024.8002432,29,13,8,3742914133.86,3742914134.24,3722239766.92,44.64102,-124.30216,0.0,internal_timestamp,36.313999176,29,29,1513250966.92,32.3003005981,29,29,0,11.2395000458,29,29,3722239766.92
"('1941',)",3.65546989441,29,13,1024.80020258,29,13,8,3742914133.86,3742914134.24,3722239766.98,44.64102,-124.30216,0.0,internal_timestamp,36.2879981995,29,29,1513250966.98,32.3003997803,29,29,0,11.2395000458,29,29,3722239766.98
"('1942',)",3.65546989441,29,13,1024.80010298,29,13,8,3742914133.86,3742914134.24,3722239767.05,44.64102,-124.30216,0.0,internal_timestamp,36.2659988403,29,29,1513250967.05,32.3003997803,29,29,0,11.2395000458,29,29,3722239767.05
"('1943',)",3.65546989441,29,13,1024.80009382,29,13,8,3742914133.86,3742914134.24,3722239767.11,44.64102,-124.30216,0.0,internal_timestamp,36.2430000305,29,29,1513250967.11,32.3004989624,29,29,0,11.23939991,29,29,3722239767.11
"('1944',)",3.65546989441,29,13,1024.80005773,29,13,8,3742914133.86,3742914134.24,3722239767.17,44.64102,-124.30216,0.0,internal_timestamp,36.2179985046,29,29,1513250967.17,32.3005981445,29,29,0,11.23939991,29,29,3722239767.17
"('1945',)",3.65549993515,29,13,1024.80009719,29,13,8,3742914133.86,3742914134.24,3722239767.23,44.64102,-124.30216,0.0,internal_timestamp,36.1920013428,29,29,1513250967.23,32.3008003235,29,29,0,11.23939991,29,29,3722239767.23
"('1946',)",3.65551996231,29,13,1024.80023612,29,13,8,3742914133.86,3742914134.24,3722239767.29,44.64102,-124.30216,0.0,internal_timestamp,36.1669998169,29,29,1513250967.29,32.3011016846,29,29,0,11.2392997742,29,29,3722239767.29
"('1947',)",3.65551996231,29,13,1024.80020002,29,13,8,3742914133.86,3742914134.24,3722239767.36,44.64102,-124.30216,0.0,internal_timestamp,36.141998291,29,29,1513250967.36,32.3012008667,29,29,0,11.2392997742,29,29,3722239767.36
"('1948',)",3.65550994873,29,13,1024.79992969,29,13,8,3742914133.86,3742914134.24,3722239767.42,44.64102,-124.30216,0.0,internal_timestamp,36.1170005798,29,29,1513250967.42,32.3009986877,29,29,0,11.2392997742,29,29,3722239767.42
"('1949',)",3.65548992157,29,13,1024.79963539,29,13,8,3742914133.86,3742914134.24,3722239767.48,44.64102,-124.30216,0.0,internal_timestamp,36.0900001526,29,29,1513250967.48,32.3008003235,29,29,0,11.23939991,29,29,3722239767.48
"('1950',)",3.65548992157,29,13,1024.79942724,29,13,8,3742914133.86,3742914134.24,3722239767.55,44.64102,-124.30216,0.0,internal_timestamp,36.0649986267,29,29,1513250967.55,32.3007011414,29,29,0,11.2395000458,29,29,3722239767.55
"('1951',)",3.65550994873,29,13,1024.79937782,29,13,8,3742914133.86,3742914134.24,3722239767.61,44.64102,-124.30216,0.0,internal_timestamp,36.0410003662,29,29,1513250967.61,32.3008003235,29,29,0,11.2396001816,29,29,3722239767.61
"('1952',)",3.65553998947,29,13,1024.79948102,29,13,8,3742914133.86,3742914134.24,3722239767.67,44.64102,-124.30216,0.0,internal_timestamp,36.0159988403,29,29,1513250967.67,32.3011016846,29,29,0,11.2397003174,29,29,3722239767.67
"('1953',)",3.65555000305,29,13,1024.79934545,29,13,8,3742914133.86,3742914134.24,3722239767.73,44.64102,-124.30216,0.0,internal_timestamp,35.9900016785,29,29,1513250967.73,32.3011016846,29,29,0,11.2398004532,29,29,3722239767.73
"('1954',)",3.65555000305,29,13,1024.79914355,29,13,8,3742914133.86,3742914134.24,3722239767.8,44.64102,-124.30216,0.0,internal_timestamp,35.966999054,29,29,1513250967.8,32.3009986877,29,29,0,11.2398996353,29,29,3722239767.8
"('1955',)",3.65555000305,29,13,1024.79891302,29,13,8,3742914133.86,3742914134.24,3722239767.86,44.64102,-124.30216,0.0,internal_timestamp,35.9410018921,29,29,1513250967.86,32.3008995056,29,29,0,11.2400999069,29,29,3722239767.86
"('1956',)",3.65555000305,29,13,1024.79879531,29,13,8,3742914133.86,3742914134.24,3722239767.92,44.64102,-124.30216,0.0,internal_timestamp,35.9150009155,29,29,1513250967.92,32.3008995056,29,29,0,11.2400999069,29,29,3722239767.92
"('1957',)",3.65557003021,29,13,1024.79883475,29,13,8,3742914133.86,3742914134.24,3722239767.98,44.64102,-124.30216,0.0,internal_timestamp,35.888999939,29,29,1513250967.98,32.3011016846,29,29,0,11.2400999069,29,29,3722239767.98
"('1958',)",3.65560007095,29,13,1024.79896191,29,13,8,3742914133.86,3742914134.24,3722239768.05,44.64102,-124.30216,0.0,internal_timestamp,35.8660011292,29,29,1513250968.05,32.301399231,29,29,0,11.2400999069,29,29,3722239768.05
"('1959',)",3.65561008453,29,13,1024.79893011,29,13,8,3742914133.86,3742914134.24,3722239768.11,44.64102,-124.30216,0.0,internal_timestamp,35.8380012512,29,29,1513250968.11,32.3014984131,29,29,0,11.2399997711,29,29,3722239768.11
"('1960',)",3.65562009811,29,13,1024.79887459,29,13,8,3742914133.86,3742914134.24,3722239768.17,44.64102,-124.30216,0.0,internal_timestamp,35.8120002747,29,29,1513250968.17,32.3016014099,29,29,0,11.2400999069,29,29,3722239768.17
"('1961',)",3.65563011169,29,13,1024.79873901,29,13,8,3742914133.86,3742914134.24,3722239768.23,44.64102,-124.30216,0.0,internal_timestamp,35.7859992981,29,29,1513250968.23,32.3016014099,29,29,0,11.2402000427,29,29,3722239768.23
"('1962',)",3.65563988686,29,13,1024.79852814,29,13,8,3742914133.86,3742914134.25,3722239768.3,44.64102,-124.30216,0.0,internal_timestamp,35.7649993896,29,29,1513250968.3,32.3014984131,29,29,0,11.2404003143,29,29,3722239768.3
"('1963',)",3.65564990044,29,13,1024.79828871,29,13,8,3742914133.86,3742914134.25,3722239768.36,44.64102,-124.30216,0.0,internal_timestamp,35.7369995117,29,29,1513250968.36,32.301399231,29,29,0,11.2405996323,29,29,3722239768.36
"('1964',)",3.6556699276,29,13,1024.798095,29,13,8,3742914133.86,3742914134.25,3722239768.42,44.64102,-124.30216,0.0,internal_timestamp,35.7099990845,29,29,1513250968.42,32.301399231,29,29,0,11.2410001755,29,29,3722239768.42
"('1965',)",3.65568995476,29,13,1024.79784676,29,13,8,3742914133.86,3742914134.25,3722239768.48,44.64102,-124.30216,0.0,internal_timestamp,35.6839981079,29,29,1513250968.48,32.3013000488,29,29,0,11.2412996292,29,29,3722239768.48
"('1966',)",3.65570998192,29,13,1024.79772024,29,13,8,3742914133.86,3742914134.25,3722239768.55,44.64102,-124.30216,0.0,internal_timestamp,35.6599998474,29,29,1513250968.55,32.3013000488,29,29,0,11.241399765,29,29,3722239768.55
"('1967',)",3.65568995476,29,13,1024.7975345,29,13,8,3742914133.86,3742914134.25,3722239768.61,44.64102,-124.30216,0.0,internal_timestamp,35.6360015869,29,29,1513250968.61,32.3012008667,29,29,0,11.241399765,29,29,3722239768.61
"('1968',)",3.65564990044,29,13,1024.79719587,29,13,8,3742914133.86,3742914134.25,3722239768.67,44.64102,-124.30216,0.0,internal_timestamp,35.6090011597,29,29,1513250968.67,32.3008995056,29,29,0,11.2412996292,29,29,3722239768.67
"('1969',)",3.65562009811,29,13,1024.79704544,29,13,8,3742914133.86,3742914134.25,3722239768.73,44.64102,-124.30216,0.0,internal_timestamp,35.5810012817,29,29,1513250968.73,32.3008003235,29,29,0,11.2410001755,29,29,3722239768.73
"('1970',)",3.65561008453,29,13,1024.79713123,29,13,8,3742914133.86,3742914134.25,3722239768.8,44.64102,-124.30216,0.0,internal_timestamp,35.5579986572,29,29,1513250968.8,32.3009986877,29,29,0,11.2407999039,29,29,3722239768.8
"('1971',)",3.65562009811,29,13,1024.79718855,29,13,8,3742914133.86,3742914134.25,3722239768.86,44.64102,-124.30216,0.0,internal_timestamp,35.5320014954,29,29,1513250968.86,32.3012008667,29,29,0,11.2406997681,29,29,3722239768.86
"('1972',)",3.65563988686,29,13,1024.79713889,29,13,8,3742914133.86,3742914134.25,3722239768.92,44.64102,-124.30216,0.0,internal_timestamp,35.5040016174,29,29,1513250968.92,32.3013000488,29,29,0,11.2406997681,29,29,3722239768.92
"('1973',)",3.65563988686,29,13,1024.79693526,29,13,8,3742914133.86,3742914134.25,3722239768.98,44.64102,-124.30216,0.0,internal_timestamp,35.4799995422,29,29,1513250968.98,32.3012008667,29,29,0,11.2407999039,29,29,3722239768.98
"('1974',)",3.65562009811,29,13,1024.79662012,29,13,8,3742914133.86,3742914134.25,3722239769.05,44.64102,-124.30216,0.0,internal_timestamp,35.452999115,29,29,1513250969.05,32.3009986877,29,29,0,11.2410001755,29,29,3722239769.05
"('1975',)",3.65561008453,29,13,1024.79636633,29,13,8,3742914133.86,3742914134.26,3722239769.11,44.64102,-124.30216,0.0,internal_timestamp,35.4309997559,29,29,1513250969.11,32.3008003235,29,29,0,11.2410001755,29,29,3722239769.11
"('1976',)",3.65561008453,29,13,1024.79633024,29,13,8,3742914133.86,3742914134.26,3722239769.17,44.64102,-124.30216,0.0,internal_timestamp,35.40599823,29,29,1513250969.17,32.3008995056,29,29,0,11.2410001755,29,29,3722239769.17
"('1977',)",3.65561008453,29,13,1024.79631203,29,13,8,3742914133.86,3742914134.26,3722239769.23,44.64102,-124.30216,0.0,internal_timestamp,35.3810005188,29,29,1513250969.23,32.3009986877,29,29,0,11.2409000397,29,29,3722239769.23
"('1978',)",3.65560007095,29,13,1024.79623457,29,13,8,3742914133.86,3742914134.26,3722239769.3,44.64102,-124.30216,0.0,internal_timestamp,35.3559989929,29,29,1513250969.3,32.3009986877,29,29,0,11.2406997681,29,29,3722239769.3
"('1979',)",3.65557003021,29,13,1024.79606217,29,13,8,3742914133.86,3742914134.26,3722239769.36,44.64102,-124.30216,0.0,internal_timestamp,35.3310012817,29,29,1513250969.36,32.3008995056,29,29,1,11.2405996323,29,29,3722239769.36
"('1980',)",3.65553998947,29,13,1024.79583034,29,13,8,3742914133.86,3742914134.26,3722239769.43,44.64102,-124.30216,0.0,internal_timestamp,35.3059997559,29,29,1513250969.43,32.3007011414,29,29,0,11.2404003143,29,29,3722239769.43
"('1981',)",3.65551996231,29,13,1024.79572597,29,13,8,3742914133.86,3742914134.26,3722239769.48,44.64102,-124.30216,0.0,internal_timestamp,35.2789993286,29,29,1513250969.48,32.3007011414,29,29,0,11.2403001785,29,29,3722239769.48
"('1982',)",3.65551996231,29,13,1024.79564424,29,13,8,3742914133.86,3742914134.26,3722239769.55,44.64102,-124.30216,0.0,internal_timestamp,35.2569999695,29,29,1513250969.55,32.3007011414,29,29,0,11.2402000427,29,29,3722239769.55
"('1983',)",3.65551996231,29,13,1024.79549508,29,13,8,3742914133.86,3742914134.26,3722239769.61,44.64102,-124.30216,0.0,internal_timestamp,35.2280006409,29,29,1513250969.61,32.3007011414,29,29,0,11.2403001785,29,29,3722239769.61
"('1984',)",3.65550994873,29,13,1024.79528372,29,13,8,3742914133.86,3742914134.26,3722239769.67,44.64102,-124.30216,0.0,internal_timestamp,35.1990013123,29,29,1513250969.67,32.3005981445,29,29,0,11.2403001785,29,29,3722239769.67
"('1985',)",3.65548992157,29,13,1024.79502087,29,13,8,3742914133.86,3742914134.26,3722239769.73,44.64102,-124.30216,0.0,internal_timestamp,35.1749992371,29,29,1513250969.73,32.3003997803,29,29,0,11.2403001785,29,29,3722239769.73
"('1986',)",3.65545988083,29,13,1024.79486656,29,13,8,3742914133.86,3742914134.26,3722239769.8,44.64102,-124.30216,0.0,internal_timestamp,35.1539993286,29,29,1513250969.8,32.3003005981,29,29,0,11.2402000427,29,29,3722239769.8
"('1987',)",3.65545010567,29,13,1024.79487954,29,13,8,3742914133.86,3742914134.26,3722239769.86,44.64102,-124.30216,0.0,internal_timestamp,35.1279983521,29,29,1513250969.86,32.3003997803,29,29,0,11.2398996353,29,29,3722239769.86
"('1988',)",3.65543007851,29,13,1024.79480192,29,13,8,3742914133.86,3742914134.26,3722239769.92,44.64102,-124.30216,0.0,internal_timestamp,35.1030006409,29,29,1513250969.92,32.3003997803,29,29,0,11.2397003174,29,29,3722239769.92
"('1989',)",3.65540003777,29,13,1024.79463379,29,13,8,3742914133.86,3742914134.26,3722239769.98,44.64102,-124.30216,0.0,internal_timestamp,35.0750007629,29,29,1513250969.98,32.3003005981,29,29,0,11.2395000458,29,29,3722239769.98
"('1990',)",3.65536999702,29,13,1024.79439489,29,13,8,3742914133.86,3742914134.26,3722239770.05,44.64102,-124.30216,0.0,internal_timestamp,35.0530014038,29,29,1513250970.05,32.3000984192,29,29,0,11.23939991,29,29,3722239770.05
"('1991',)",3.65533995628,29,13,1024.79424033,29,13,8,3742914133.86,3742914134.26,3722239770.11,44.64102,-124.30216,0.0,internal_timestamp,35.0279998779,29,29,1513250970.11,32.2999992371,29,29,0,11.2391996384,29,29,3722239770.11
"('1992',)",3.65533995628,29,13,1024.79411809,29,13,8,3742914133.86,3742914134.26,3722239770.17,44.64102,-124.30216,0.0,internal_timestamp,35.0009994507,29,29,1513250970.17,32.2999992371,29,29,0,11.2391996384,29,29,3722239770.17
"('1993',)",3.65534996986,29,13,1024.79409516,29,13,8,3742914133.86,3742914134.26,3722239770.23,44.64102,-124.30216,0.0,internal_timestamp,34.9749984741,29,29,1513250970.23,32.3000984192,29,29,0,11.2391004562,29,29,3722239770.23
