obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,time,temp,temp_qc_executed,temp_qc_results,time
"('291',)",35.21709824,1,0,1027.100711,29,29,5,3.521709824,29,29,3774706964,3774706965,3771196549,44.36829,-124.9528,0,33.92364014,29,29,internal_timestamp,144.0099945,29,29,814999,1562207748,7.938300133,29,29,3771196549
"('292',)",35.13019943,1,0,1027.156729,29,29,5,3.513019943,29,29,3774706964,3774706965,3771196569,44.36829,-124.9528,0,33.94126619,29,29,internal_timestamp,149.4100037,29,29,817961,1562207768,7.821499825,29,29,3771196569
"('293',)",35.06790161,1,0,1027.194623,29,29,5,3.506790161,29,29,3774706964,3774706965,3771196589,44.36829,-124.9528,0,33.9439789,29,29,internal_timestamp,154.8099976,29,29,808967,1562207788,7.747200012,29,29,3771196589
"('294',)",34.94900131,1,0,1027.244497,29,29,5,3.494900131,29,29,3774706964,3774706965,3771196609,44.36829,-124.9528,0,33.94930829,29,29,internal_timestamp,160.2899933,29,29,818290,1562207808,7.607500076,29,29,3771196609
"('295',)",34.85350037,1,0,1027.288027,29,29,5,3.485350037,29,29,3774706964,3774706965,3771196629,44.36829,-124.9528,0,33.9522006,29,29,internal_timestamp,165.7400055,29,29,808352,1562207828,7.496099949,29,29,3771196629
"('296',)",34.8105011,1,0,1027.326931,29,29,5,3.48105011,29,29,3774706964,3774706965,3771196649,44.36829,-124.9528,0,33.95931696,29,29,internal_timestamp,171.1799927,29,29,810543,1562207848,7.438499928,29,29,3771196649
"('297',)",34.79660034,1,0,1027.35737,29,29,5,3.479660034,29,29,3774706964,3774706965,3771196669,44.36829,-124.9528,0,33.96269089,29,29,internal_timestamp,176.5599976,29,29,810306,1562207868,7.416999817,29,29,3771196669
"('298',)",34.70009995,1,0,1027.405733,29,29,5,3.470009995,29,29,3774706964,3774706965,3771196689,44.36829,-124.9528,0,33.9708434,29,29,internal_timestamp,181.9900055,29,29,820237,1562207888,7.298999786,29,29,3771196689
"('299',)",34.6629982,1,0,1027.438257,29,29,5,3.46629982,29,29,3774706964,3774706965,3771196709,44.36829,-124.9528,0,33.97238862,29,29,internal_timestamp,187.3899994,29,29,812465,1562207908,7.253600121,29,29,3771196709
"('300',)",34.63069916,1,0,1027.472104,29,29,5,3.463069916,29,29,3774706964,3774706965,3771196729,44.36829,-124.9528,0,33.97588642,29,29,internal_timestamp,192.8500061,29,29,813960,1562207928,7.211500168,29,29,3771196729
"('301',)",34.6106987,1,0,1027.502358,29,29,5,3.46106987,29,29,3774706964,3774706965,3771196749,44.36829,-124.9528,0,33.97788306,29,29,internal_timestamp,198.2599945,29,29,813433,1562207948,7.184599876,29,29,3771196749
"('302',)",34.60490036,1,0,1027.527885,29,29,5,3.460490036,29,29,3774706964,3774706965,3771196769,44.36829,-124.9528,0,33.97708079,29,29,internal_timestamp,203.6999969,29,29,814002,1562207968,7.176300049,29,29,3771196769
"('303',)",34.59680176,1,0,1027.555015,29,29,5,3.459680176,29,29,3774706964,3774706965,3771196789,44.36829,-124.9528,0,33.97781715,29,29,internal_timestamp,209.1000061,29,29,815991,1562207988,7.163899899,29,29,3771196789
"('304',)",34.56060028,1,0,1027.590151,29,29,5,3.456060028,29,29,3774706964,3774706965,3771196809,44.36829,-124.9528,0,33.98291797,29,29,internal_timestamp,214.3899994,29,29,818577,1562208008,7.11590004,29,29,3771196809
"('305',)",34.4375,1,0,1027.64953,29,29,5,3.44375,29,29,3774706964,3774706965,3771196829,44.36829,-124.9528,0,33.99934548,29,29,internal_timestamp,219.6900024,29,29,819187,1562208028,6.959799767,29,29,3771196829
"('306',)",34.40539932,1,0,1027.679627,29,29,5,3.440539932,29,29,3774706964,3774706965,3771196849,44.36829,-124.9528,0,33.99983506,29,29,internal_timestamp,224.9700012,29,29,820567,1562208048,6.921000004,29,29,3771196849
"('307',)",34.38370132,1,0,1027.709332,29,29,5,3.438370132,29,29,3774706964,3774706965,3771196869,44.36829,-124.9528,0,34.00156223,29,29,internal_timestamp,230.2700043,29,29,822358,1562208068,6.892499924,29,29,3771196869
"('308',)",34.3708992,1,0,1027.737179,29,29,5,3.43708992,29,29,3774706964,3774706965,3771196889,44.36829,-124.9528,0,34.00278991,29,29,internal_timestamp,235.5700073,29,29,816011,1562208088,6.874400139,29,29,3771196889
"('309',)",34.35070038,1,0,1027.768259,29,29,5,3.435070038,29,29,3774706964,3774706965,3771196909,44.36829,-124.9528,0,34.00625848,29,29,internal_timestamp,240.8699951,29,29,820687,1562208108,6.845799923,29,29,3771196909
"('310',)",34.33639908,1,0,1027.796843,29,29,5,3.433639908,29,29,3774706964,3774706965,3771196929,44.36829,-124.9528,0,34.00833435,29,29,internal_timestamp,246.1100006,29,29,815302,1562208128,6.825200081,29,29,3771196929
"('311',)",34.32649994,1,0,1027.82341,29,29,5,3.432649994,29,29,3774706964,3774706965,3771196949,44.36829,-124.9528,0,34.0090298,29,29,internal_timestamp,251.3399963,29,29,820774,1562208148,6.810900211,29,29,3771196949
"('312',)",34.29729843,1,0,1027.856198,29,29,5,3.429729843,29,29,3774706964,3774706965,3771196969,44.36829,-124.9528,0,34.01319623,29,29,internal_timestamp,256.5700073,29,29,816342,1562208168,6.77159977,29,29,3771196969
"('313',)",34.29399872,1,0,1027.879946,29,29,5,3.429399872,29,29,3774706964,3774706965,3771196989,44.36829,-124.9528,0,34.01217503,29,29,internal_timestamp,261.7600098,29,29,820110,1562208188,6.76639986,29,29,3771196989
"('314',)",34.26110077,1,0,1027.913768,29,29,5,3.426110077,29,29,3774706964,3774706965,3771197009,44.36829,-124.9528,0,34.01669767,29,29,internal_timestamp,267.019989,29,29,820327,1562208208,6.722599983,29,29,3771197009
"('315',)",34.25740051,1,0,1027.938541,29,29,5,3.425740051,29,29,3774706964,3774706965,3771197029,44.36829,-124.9528,0,34.01606094,29,29,internal_timestamp,272.3399963,29,29,815803,1562208228,6.716499805,29,29,3771197029
"('316',)",34.2417984,1,0,1027.967977,29,29,5,3.42417984,29,29,3774706964,3774706965,3771197049,44.36829,-124.9528,0,34.01876231,29,29,internal_timestamp,277.6000061,29,29,819641,1562208248,6.693799973,29,29,3771197049
"('317',)",34.22980118,1,0,1027.996457,29,29,5,3.422980118,29,29,3774706964,3774706965,3771197069,44.36829,-124.9528,0,34.02108791,29,29,internal_timestamp,282.8500061,29,29,825957,1562208268,6.675499916,29,29,3771197069
"('318',)",34.22629929,1,0,1028.02173,29,29,5,3.422629929,29,29,3774706964,3774706965,3771197089,44.36829,-124.9528,0,34.02117976,29,29,internal_timestamp,288.1400146,29,29,824462,1562208288,6.668900013,29,29,3771197089
"('319',)",34.21770096,1,0,1028.048487,29,29,5,3.421770096,29,29,3774706964,3774706965,3771197109,44.36829,-124.9528,0,34.02242187,29,29,internal_timestamp,293.3500061,29,29,819808,1562208308,6.655499935,29,29,3771197109
"('320',)",34.21039963,1,0,1028.075446,29,29,5,3.421039963,29,29,3774706964,3774706965,3771197129,44.36829,-124.9528,0,34.02344696,29,29,internal_timestamp,298.6900024,29,29,817163,1562208328,6.643700123,29,29,3771197129
"('321',)",34.20539856,1,0,1028.100786,29,29,5,3.420539856,29,29,3774706964,3774706965,3771197149,44.36829,-124.9528,0,34.02326104,29,29,internal_timestamp,304,29,29,822398,1562208348,6.635700226,29,29,3771197149
"('322',)",34.2010994,1,0,1028.126121,29,29,5,3.42010994,29,29,3774706964,3774706965,3771197169,44.36829,-124.9528,0,34.02348428,29,29,internal_timestamp,309.25,29,29,824509,1562208368,6.628099918,29,29,3771197169
"('323',)",34.20029831,1,0,1028.150987,29,29,5,3.420029831,29,29,3774706964,3774706965,3771197189,44.36829,-124.9528,0,34.02358866,29,29,internal_timestamp,314.5400085,29,29,819668,1562208388,6.624499798,29,29,3771197189
"('324',)",34.1894989,1,0,1028.179202,29,29,5,3.41894989,29,29,3774706964,3774706965,3771197209,44.36829,-124.9528,0,34.02563081,29,29,internal_timestamp,319.8299866,29,29,853918,1562208408,6.607800007,29,29,3771197209
"('325',)",34.1794014,1,0,1028.205943,29,29,5,3.41794014,29,29,3774706964,3774706965,3771197229,44.36829,-124.9528,0,34.02660321,29,29,internal_timestamp,325.0400085,29,29,828894,1562208428,6.592999935,29,29,3771197229
"('326',)",34.16529846,1,0,1028.234239,29,29,5,3.416529846,29,29,3774706964,3774706965,3771197249,44.36829,-124.9528,0,34.02838244,29,29,internal_timestamp,330.2900085,29,29,824730,1562208448,6.572899818,29,29,3771197249
"('327',)",34.1629982,1,0,1028.260498,29,29,5,3.41629982,29,29,3774706964,3774706965,3771197269,44.36829,-124.9528,0,34.02959308,29,29,internal_timestamp,335.6099854,29,29,820795,1562208468,6.566500187,29,29,3771197269
"('328',)",34.15999985,1,0,1028.28583,29,29,5,3.415999985,29,29,3774706964,3774706965,3771197289,44.36829,-124.9528,0,34.02973915,29,29,internal_timestamp,340.9200134,29,29,827470,1562208488,6.560400009,29,29,3771197289
"('329',)",34.11880112,1,0,1028.320729,29,29,5,3.411880112,29,29,3774706964,3774706965,3771197309,44.36829,-124.9528,0,34.03395803,29,29,internal_timestamp,346.2000122,29,29,825861,1562208508,6.507599831,29,29,3771197309
"('330',)",34.10689926,1,0,1028.346897,29,29,5,3.410689926,29,29,3774706964,3774706965,3771197329,44.36829,-124.9528,0,34.03346675,29,29,internal_timestamp,351.519989,29,29,823989,1562208528,6.492199898,29,29,3771197329
"('331',)",34.0984993,1,0,1028.373434,29,29,5,3.40984993,29,29,3774706964,3774706965,3771197349,44.36829,-124.9528,0,34.03386646,29,29,internal_timestamp,356.8599854,29,29,838676,1562208548,6.479800224,29,29,3771197349
"('332',)",34.09320068,1,0,1028.400328,29,29,5,3.409320068,29,29,3774706964,3774706965,3771197369,44.36829,-124.9528,0,34.03522681,29,29,internal_timestamp,362.1900024,29,29,824307,1562208568,6.469900131,29,29,3771197369
"('333',)",34.08140183,1,0,1028.428873,29,29,5,3.408140183,29,29,3774706964,3774706965,3771197389,44.36829,-124.9528,0,34.03733257,29,29,internal_timestamp,367.5100098,29,29,833038,1562208588,6.452000141,29,29,3771197389
"('334',)",34.06869888,1,0,1028.458236,29,29,5,3.406869888,29,29,3774706964,3774706965,3771197409,44.36829,-124.9528,0,34.03956909,29,29,internal_timestamp,372.9500122,29,29,830804,1562208608,6.432899952,29,29,3771197409
"('335',)",34.05500031,1,0,1028.488684,29,29,5,3.405500031,29,29,3774706964,3774706965,3771197429,44.36829,-124.9528,0,34.04311613,29,29,internal_timestamp,378.3299866,29,29,830380,1562208628,6.411399841,29,29,3771197429
"('336',)",34.02090073,1,0,1028.521237,29,29,5,3.402090073,29,29,3774706964,3774706965,3771197449,44.36829,-124.9528,0,34.04548051,29,29,internal_timestamp,383.7200012,29,29,829834,1562208648,6.368299961,29,29,3771197449
"('337',)",34.01539993,1,0,1028.547513,29,29,5,3.401539993,29,29,3774706964,3774706965,3771197469,44.36829,-124.9528,0,34.04589377,29,29,internal_timestamp,389.1000061,29,29,830160,1562208668,6.359099865,29,29,3771197469
"('338',)",34.00400162,1,0,1028.575505,29,29,5,3.400400162,29,29,3774706964,3774706965,3771197489,44.36829,-124.9528,0,34.04732973,29,29,internal_timestamp,394.4500122,29,29,847844,1562208688,6.342299938,29,29,3771197489
"('339',)",33.99850082,1,0,1028.601844,29,29,5,3.399850082,29,29,3774706964,3774706965,3771197509,44.36829,-124.9528,0,34.0480662,29,29,internal_timestamp,399.7799988,29,29,824997,1562208708,6.332799912,29,29,3771197509
"('340',)",33.96319962,1,0,1028.636042,29,29,5,3.396319962,29,29,3774706964,3774706965,3771197529,44.36829,-124.9528,0,34.05217757,29,29,internal_timestamp,405.1400146,29,29,833588,1562208728,6.286600113,29,29,3771197529
"('341',)",33.95669937,1,0,1028.662071,29,29,5,3.395669937,29,29,3774706964,3774706965,3771197549,44.36829,-124.9528,0,34.05217306,29,29,internal_timestamp,410.519989,29,29,832209,1562208748,6.27670002,29,29,3771197549
"('342',)",33.95199966,1,0,1028.688387,29,29,5,3.395199966,29,29,3774706964,3774706965,3771197569,44.36829,-124.9528,0,34.05277931,29,29,internal_timestamp,415.8999939,29,29,831850,1562208768,6.268199921,29,29,3771197569
"('343',)",33.95230103,1,0,1028.713997,29,29,5,3.395230103,29,29,3774706964,3774706965,3771197589,44.36829,-124.9528,0,34.05325666,29,29,internal_timestamp,421.3200073,29,29,829201,1562208788,6.265399933,29,29,3771197589
"('344',)",33.93759918,1,0,1028.742164,29,29,5,3.393759918,29,29,3774706964,3774706965,3771197609,44.36829,-124.9528,0,34.05440068,29,29,internal_timestamp,426.6600037,29,29,829180,1562208808,6.245200157,29,29,3771197609
"('345',)",33.93069839,1,0,1028.767191,29,29,5,3.393069839,29,29,3774706964,3774706965,3771197629,44.36829,-124.9528,0,34.05325098,29,29,internal_timestamp,432.0400085,29,29,833973,1562208828,6.236000061,29,29,3771197629
"('346',)",33.90530014,1,0,1028.797909,29,29,5,3.390530014,29,29,3774706964,3774706965,3771197649,44.36829,-124.9528,0,34.05532337,29,29,internal_timestamp,437.3900146,29,29,831993,1562208848,6.202899933,29,29,3771197649
"('347',)",33.86790085,1,0,1028.832098,29,29,5,3.386790085,29,29,3774706964,3774706965,3771197669,44.36829,-124.9528,0,34.05916147,29,29,internal_timestamp,442.7399902,29,29,835506,1562208868,6.154600143,29,29,3771197669
"('348',)",33.85800171,1,0,1028.858449,29,29,5,3.385800171,29,29,3774706964,3774706965,3771197689,44.36829,-124.9528,0,34.05894887,29,29,internal_timestamp,448.1199951,29,29,834196,1562208888,6.14109993,29,29,3771197689
"('349',)",33.8423996,1,0,1028.88768,29,29,5,3.38423996,29,29,3774706964,3774706965,3771197709,44.36829,-124.9528,0,34.06095647,29,29,internal_timestamp,453.4899902,29,29,832102,1562208908,6.118999958,29,29,3771197709
"('350',)",33.83909988,1,0,1028.912715,29,29,5,3.383909988,29,29,3774706964,3774706965,3771197729,44.36829,-124.9528,0,34.06031765,29,29,internal_timestamp,458.8900146,29,29,830269,1562208928,6.113299847,29,29,3771197729
"('351',)",33.8246994,1,0,1028.941604,29,29,5,3.38246994,29,29,3774706964,3774706965,3771197749,44.36829,-124.9528,0,34.06205793,29,29,internal_timestamp,464.2799988,29,29,836039,1562208948,6.09280014,29,29,3771197749
"('352',)",33.82170105,1,0,1028.966506,29,29,5,3.382170105,29,29,3774706964,3774706965,3771197769,44.36829,-124.9528,0,34.06158116,29,29,internal_timestamp,469.6300049,29,29,831883,1562208968,6.087299824,29,29,3771197769
"('353',)",33.8117981,1,0,1028.994187,29,29,5,3.38117981,29,29,3774706964,3774706965,3771197789,44.36829,-124.9528,0,34.06286472,29,29,internal_timestamp,475,29,29,837196,1562208988,6.072299957,29,29,3771197789
"('354',)",33.80559921,1,0,1029.020618,29,29,5,3.380559921,29,29,3774706964,3774706965,3771197809,44.36829,-124.9528,0,34.06361484,29,29,internal_timestamp,480.3299866,29,29,834155,1562209008,6.061999798,29,29,3771197809
"('355',)",33.80170059,1,0,1029.046672,29,29,5,3.380170059,29,29,3774706964,3774706965,3771197829,44.36829,-124.9528,0,34.06434051,29,29,internal_timestamp,485.6600037,29,29,831880,1562209028,6.054299831,29,29,3771197829
"('356',)",33.80189896,1,0,1029.071697,29,29,5,3.380189896,29,29,3774706964,3774706965,3771197849,44.36829,-124.9528,0,34.06443464,29,29,internal_timestamp,491.0299988,29,29,830821,1562209048,6.051799774,29,29,3771197849
"('357',)",33.79119873,1,0,1029.100106,29,29,5,3.379119873,29,29,3774706964,3774706965,3771197869,44.36829,-124.9528,0,34.06643044,29,29,internal_timestamp,496.3900146,29,29,836384,1562209068,6.035200119,29,29,3771197869
"('358',)",33.79309845,1,0,1029.124116,29,29,5,3.379309845,29,29,3774706964,3774706965,3771197889,44.36829,-124.9528,0,34.06606535,29,29,internal_timestamp,501.6900024,29,29,840698,1562209088,6.035099983,29,29,3771197889
"('359',)",33.77890015,1,0,1029.153922,29,29,5,3.377890015,29,29,3774706964,3774706965,3771197909,44.36829,-124.9528,0,34.0690496,29,29,internal_timestamp,507.0400085,29,29,832064,1562209108,6.013599873,29,29,3771197909
"('360',)",33.77000046,1,0,1029.180985,29,29,5,3.377000046,29,29,3774706964,3774706965,3771197929,44.36829,-124.9528,0,34.07041037,29,29,internal_timestamp,512.2999878,29,29,832677,1562209128,5.999700069,29,29,3771197929
"('361',)",33.76440048,1,0,1029.207308,29,29,5,3.376440048,29,29,3774706964,3774706965,3771197949,44.36829,-124.9528,0,34.07157242,29,29,internal_timestamp,517.5499878,29,29,840698,1562209148,5.989699841,29,29,3771197949
"('362',)",33.73609924,1,0,1029.241089,29,29,5,3.373609924,29,29,3774706964,3774706965,3771197969,44.36829,-124.9528,0,34.07678223,29,29,internal_timestamp,522.8499756,29,29,838785,1562209168,5.950200081,29,29,3771197969
"('363',)",33.68980026,1,0,1029.279809,29,29,5,3.368980026,29,29,3774706964,3774706965,3771197989,44.36829,-124.9528,0,34.08431801,29,29,internal_timestamp,528.1599731,29,29,836886,1562209188,5.888199806,29,29,3771197989
"('364',)",33.6208992,1,0,1029.323472,29,29,5,3.36208992,29,29,3774706964,3774706965,3771198009,44.36829,-124.9528,0,34.09361162,29,29,internal_timestamp,533.4500122,29,29,844156,1562209208,5.799099922,29,29,3771198009
"('365',)",33.53659821,1,0,1029.371384,29,29,5,3.353659821,29,29,3774706964,3774706965,3771198029,44.36829,-124.9528,0,34.10455147,29,29,internal_timestamp,538.8400269,29,29,841083,1562209228,5.690999985,29,29,3771198029
"('366',)",33.42520142,1,0,1029.426608,29,29,5,3.342520142,29,29,3774706964,3774706965,3771198049,44.36829,-124.9528,0,34.11902661,29,29,internal_timestamp,544.25,29,29,838192,1562209248,5.548900127,29,29,3771198049
"('367',)",33.4029007,1,0,1029.453139,29,29,5,3.34029007,29,29,3774706964,3774706965,3771198069,44.36829,-124.9528,0,34.11734349,29,29,internal_timestamp,549.5700073,29,29,842824,1562209268,5.522900105,29,29,3771198069
"('368',)",33.37919998,1,0,1029.484745,29,29,5,3.337919998,29,29,3774706964,3774706965,3771198089,44.36829,-124.9528,0,34.12070586,29,29,internal_timestamp,554.9400024,29,29,838079,1562209288,5.490300179,29,29,3771198089
"('369',)",33.33259964,1,0,1029.52627,29,29,5,3.333259964,29,29,3774706964,3774706965,3771198109,44.36829,-124.9528,0,34.13131322,29,29,internal_timestamp,560.2800293,29,29,841514,1562209308,5.424799919,29,29,3771198109
"('370',)",33.2887001,1,0,1029.564851,29,29,5,3.32887001,29,29,3774706964,3774706965,3771198129,44.36829,-124.9528,0,34.13933415,29,29,internal_timestamp,565.5900269,29,29,835674,1562209328,5.364900112,29,29,3771198129
"('371',)",33.27360153,1,0,1029.594578,29,29,5,3.327360153,29,29,3774706964,3774706965,3771198149,44.36829,-124.9528,0,34.14227182,29,29,internal_timestamp,570.9199829,29,29,841965,1562209348,5.342400074,29,29,3771198149
"('372',)",33.27809906,1,0,1029.596935,29,29,5,3.327809906,29,29,3774706964,3774706965,3771198166,44.36829,-124.9528,0,34.13872296,29,29,internal_timestamp,572.2700195,29,29,837410,1562209365,5.350299835,29,29,3771198166
"('373',)",33.25680161,1,0,1029.630621,29,29,5,3.325680161,29,29,3774706964,3774706965,3771198268,44.36829,-124.9528,0,34.14391097,29,29,internal_timestamp,577.8099976,29,29,973683,1562209467,5.318500042,29,29,3771198268
"('374',)",33.25630188,1,0,1029.630832,29,29,5,3.325630188,29,29,3774706964,3774706965,3771198281,44.36829,-124.9528,0,34.14416203,29,29,internal_timestamp,577.789978,29,29,982859,1562209480,5.317699909,29,29,3771198281
"('375',)",33.03570175,1,0,1029.702215,29,29,5,3.303570175,29,29,3774706964,3774706965,3771200249,44.36829,-124.9528,0,34.18638708,29,29,internal_timestamp,577.8800049,29,29,522684,1562211448,5.027699947,29,29,3771200249
"('376',)",33.03210068,1,0,1029.702061,29,29,5,3.303210068,29,29,3774706964,3774706965,3771200269,44.36829,-124.9528,0,34.18549613,29,29,internal_timestamp,577.9099731,29,29,517941,1562211468,5.024499893,29,29,3771200269
"('377',)",33.03450012,1,0,1029.700962,29,29,5,3.303450012,29,29,3774706964,3774706965,3771200278,44.36829,-124.9528,0,34.18457264,29,29,internal_timestamp,577.9299927,29,29,515444,1562211477,5.028100014,29,29,3771200278
"('378',)",33.00139999,1,0,1029.712431,29,29,5,3.300139999,29,29,3774706964,3774706965,3771201028,44.36829,-124.9528,0,34.19168197,29,29,internal_timestamp,577.9699707,29,29,151243,1562212228,4.983799934,29,29,3771201028
"('379',)",33.00439835,1,0,1029.710445,29,29,5,3.300439835,29,29,3774706964,3774706965,3771201042,44.36829,-124.9528,0,34.19003358,29,29,internal_timestamp,577.960022,29,29,162786,1562212242,4.988800049,29,29,3771201042
"('380',)",33.0442009,1,0,1029.696754,29,29,5,3.30442009,29,29,3774706964,3774706966,3771201648,44.36829,-124.9528,0,34.18110018,29,29,internal_timestamp,578.0100098,29,29,106039,1562212848,5.042399883,29,29,3771201648
"('381',)",33.04650116,1,0,1029.687081,29,29,5,3.304650116,29,29,3774706964,3774706966,3771201668,44.36829,-124.9528,0,34.18152968,29,29,internal_timestamp,575.9199829,29,29,129475,1562212868,5.045599937,29,29,3771201668
"('382',)",33.06750107,1,0,1029.65683,29,29,5,3.306750107,29,29,3774706964,3774706966,3771201688,44.36829,-124.9528,0,34.17637559,29,29,internal_timestamp,571.0900269,29,29,125693,1562212888,5.076700211,29,29,3771201688
"('383',)",33.125,1,0,1029.610354,29,29,5,3.3125,29,29,3774706964,3774706966,3771201708,44.36829,-124.9528,0,34.16114033,29,29,internal_timestamp,565.9000244,29,29,113225,1562212908,5.15899992,29,29,3771201708
"('384',)",33.20560074,1,0,1029.557794,29,29,5,3.320560074,29,29,3774706964,3774706966,3771201728,44.36829,-124.9528,0,34.14307597,29,29,internal_timestamp,560.7000122,29,29,158698,1562212928,5.270100117,29,29,3771201728
"('385',)",33.24489975,1,0,1029.523401,29,29,5,3.324489975,29,29,3774706964,3774706966,3771201748,44.36829,-124.9528,0,34.13852398,29,29,internal_timestamp,555.4500122,29,29,123172,1562212948,5.321400166,29,29,3771201748
"('386',)",33.292099,1,0,1029.480811,29,29,5,3.3292099,29,29,3774706964,3774706966,3771201768,44.36829,-124.9528,0,34.12612913,29,29,internal_timestamp,550.2399902,29,29,139759,1562212968,5.38929987,29,29,3771201768
"('387',)",33.33359909,1,0,1029.444006,29,29,5,3.333359909,29,29,3774706964,3774706966,3771201788,44.36829,-124.9528,0,34.11929963,29,29,internal_timestamp,545,29,29,123663,1562212988,5.445300102,29,29,3771201788
"('388',)",33.36600113,1,0,1029.409512,29,29,5,3.336600113,29,29,3774706964,3774706966,3771201808,44.36829,-124.9528,0,34.1134324,29,29,internal_timestamp,539.7800293,29,29,139311,1562213008,5.490099907,29,29,3771201808
"('389',)",33.38119888,1,0,1029.381573,29,29,5,3.338119888,29,29,3774706964,3774706966,3771201828,44.36829,-124.9528,0,34.1119698,29,29,internal_timestamp,534.5499878,29,29,122149,1562213028,5.511199951,29,29,3771201828
"('390',)",33.50030136,1,0,1029.321613,29,29,5,3.350030136,29,29,3774706964,3774706966,3771201848,44.36829,-124.9528,0,34.09246902,29,29,internal_timestamp,529.3499756,29,29,124245,1562213048,5.666900158,29,29,3771201848
"('391',)",33.58980179,1,0,1029.274939,29,29,5,3.358980179,29,29,3774706964,3774706966,3771201868,44.36829,-124.9528,0,34.08328309,29,29,internal_timestamp,524.039978,29,29,139698,1562213068,5.779099941,29,29,3771201868
"('392',)",33.65599823,1,0,1029.234527,29,29,5,3.365599823,29,29,3774706964,3774706966,3771201888,44.36829,-124.9528,0,34.07688611,29,29,internal_timestamp,518.7800293,29,29,123681,1562213088,5.862299919,29,29,3771201888
"('393',)",33.70149994,1,0,1029.198951,29,29,5,3.370149994,29,29,3774706964,3774706966,3771201908,44.36829,-124.9528,0,34.07225121,29,29,internal_timestamp,513.539978,29,29,137095,1562213108,5.920499802,29,29,3771201908
"('394',)",33.74969864,1,0,1029.162144,29,29,5,3.374969864,29,29,3774706964,3774706966,3771201928,44.36829,-124.9528,0,34.06660412,29,29,internal_timestamp,508.3299866,29,29,180762,1562213128,5.982699871,29,29,3771201928
"('395',)",33.7635994,1,0,1029.135867,29,29,5,3.37635994,29,29,3774706964,3774706966,3771201948,44.36829,-124.9528,0,34.06673092,29,29,internal_timestamp,503.1099854,29,29,124379,1562213148,6.000699997,29,29,3771201948
"('396',)",33.77519989,1,0,1029.108298,29,29,5,3.377519989,29,29,3774706964,3774706966,3771201968,44.36829,-124.9528,0,34.06518764,29,29,internal_timestamp,497.8699951,29,29,118353,1562213168,6.017799854,29,29,3771201968
"('397',)",33.79109955,1,0,1029.079751,29,29,5,3.379109955,29,29,3774706964,3774706966,3771201988,44.36829,-124.9528,0,34.06325278,29,29,internal_timestamp,492.6400146,29,29,122571,1562213188,6.040100098,29,29,3771201988
"('398',)",33.78919983,1,0,1029.056335,29,29,5,3.378919983,29,29,3774706964,3774706966,3771202008,44.36829,-124.9528,0,34.06421501,29,29,internal_timestamp,487.3500061,29,29,136146,1562213208,6.039599895,29,29,3771202008
"('399',)",33.78939819,1,0,1029.031145,29,29,5,3.378939819,29,29,3774706964,3774706966,3771202028,44.36829,-124.9528,0,34.06340697,29,29,internal_timestamp,482.1000061,29,29,142675,1562213228,6.043200016,29,29,3771202028
"('400',)",33.79259872,1,0,1029.006205,29,29,5,3.379259872,29,29,3774706964,3774706966,3771202048,44.36829,-124.9528,0,34.06347168,29,29,internal_timestamp,476.8299866,29,29,133020,1562213248,6.049300194,29,29,3771202048
"('401',)",33.79880142,1,0,1028.97908,29,29,5,3.379880142,29,29,3774706964,3774706966,3771202068,44.36829,-124.9528,0,34.06136845,29,29,internal_timestamp,471.6199951,29,29,118411,1562213268,6.060900211,29,29,3771202068
"('402',)",33.80130005,1,0,1028.954352,29,29,5,3.380130005,29,29,3774706964,3774706966,3771202088,44.36829,-124.9528,0,34.06154838,29,29,internal_timestamp,466.3500061,29,29,121164,1562213288,6.066100121,29,29,3771202088
"('403',)",33.80390167,1,0,1028.928957,29,29,5,3.380390167,29,29,3774706964,3774706966,3771202108,44.36829,-124.9528,0,34.0608245,29,29,internal_timestamp,461.1199951,29,29,119106,1562213308,6.072299957,29,29,3771202108
"('404',)",33.80989838,1,0,1028.903226,29,29,5,3.380989838,29,29,3774706964,3774706966,3771202128,44.36829,-124.9528,0,34.06030194,29,29,internal_timestamp,455.8900146,29,29,135906,1562213328,6.082099915,29,29,3771202128
"('405',)",33.83129883,1,0,1028.872971,29,29,5,3.383129883,29,29,3774706964,3774706966,3771202148,44.36829,-124.9528,0,34.05764135,29,29,internal_timestamp,450.6199951,29,29,166717,1562213348,6.111299992,29,29,3771202148
"('406',)",33.83570099,1,0,1028.847596,29,29,5,3.383570099,29,29,3774706964,3774706966,3771202168,44.36829,-124.9528,0,34.05734277,29,29,internal_timestamp,445.3699951,29,29,133589,1562213368,6.119100094,29,29,3771202168
"('407',)",33.84270096,1,0,1028.82182,29,29,5,3.384270096,29,29,3774706964,3774706966,3771202188,44.36829,-124.9528,0,34.05694213,29,29,internal_timestamp,440.1400146,29,29,133076,1562213388,6.129899979,29,29,3771202188
