obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,time,temp,temp_qc_executed,temp_qc_results,time
"('877',)",34.6446991,1,0,1027.49041,29,29,5,3.46446991,29,29,3774706964,3774706966,3771218368,44.36829,-124.9528,0,33.97781289,29,29,internal_timestamp,196.8699951,29,29,213859,1562229568,7.223100185,29,29,3771218368
"('878',)",34.56399918,1,0,1027.543209,29,29,5,3.456399918,29,29,3774706964,3774706966,3771218388,44.36829,-124.9528,0,33.99378915,29,29,internal_timestamp,202.2599945,29,29,218656,1562229588,7.114600182,29,29,3771218388
"('879',)",34.52809906,1,0,1027.573983,29,29,5,3.452809906,29,29,3774706964,3774706966,3771218408,44.36829,-124.9528,0,33.99397419,29,29,internal_timestamp,207.6100006,29,29,210801,1562229608,7.071899891,29,29,3771218408
"('880',)",34.50419998,1,0,1027.603567,29,29,5,3.450419998,29,29,3774706964,3774706966,3771218428,44.36829,-124.9528,0,33.99497345,29,29,internal_timestamp,212.9499969,29,29,216850,1562229628,7.041699886,29,29,3771218428
"('881',)",34.48870087,1,0,1027.631943,29,29,5,3.448870087,29,29,3774706964,3774706966,3771218448,44.36829,-124.9528,0,33.99610106,29,29,internal_timestamp,218.2899933,29,29,221174,1562229648,7.020699978,29,29,3771218448
"('882',)",34.45140076,1,0,1027.665493,29,29,5,3.445140076,29,29,3774706964,3774706966,3771218468,44.36829,-124.9528,0,33.99905899,29,29,internal_timestamp,223.6399994,29,29,215480,1562229668,6.973599911,29,29,3771218468
"('883',)",34.44169998,1,0,1027.692346,29,29,5,3.444169998,29,29,3774706964,3774706966,3771218488,44.36829,-124.9528,0,33.99953512,29,29,internal_timestamp,228.9799957,29,29,219554,1562229688,6.959700108,29,29,3771218488
"('884',)",34.42589951,1,0,1027.720877,29,29,5,3.442589951,29,29,3774706964,3774706966,3771218508,44.36829,-124.9528,0,34.00103789,29,29,internal_timestamp,234.2700043,29,29,215181,1562229708,6.938000202,29,29,3771218508
"('885',)",34.40769959,1,0,1027.751063,29,29,5,3.440769959,29,29,3774706964,3774706966,3771218528,44.36829,-124.9528,0,34.00351785,29,29,internal_timestamp,239.6399994,29,29,216752,1562229728,6.91260004,29,29,3771218528
"('886',)",34.35440063,1,0,1027.790468,29,29,5,3.435440063,29,29,3774706964,3774706966,3771218548,44.36829,-124.9528,0,34.01031869,29,29,internal_timestamp,244.9499969,29,29,220556,1562229748,6.843800068,29,29,3771218548
"('887',)",34.33110046,1,0,1027.819402,29,29,5,3.433110046,29,29,3774706964,3774706966,3771218568,44.36829,-124.9528,0,34.0108581,29,29,internal_timestamp,250.2700043,29,29,217712,1562229768,6.814700127,29,29,3771218568
"('888',)",34.31579971,1,0,1027.848174,29,29,5,3.431579971,29,29,3774706964,3774706966,3771218588,44.36829,-124.9528,0,34.0124764,29,29,internal_timestamp,255.6100006,29,29,215887,1562229788,6.793399811,29,29,3771218588
"('889',)",34.26990128,1,0,1027.884169,29,29,5,3.426990128,29,29,3774706964,3774706966,3771218608,44.36829,-124.9528,0,34.01690428,29,29,internal_timestamp,260.9200134,29,29,224282,1562229808,6.735199928,29,29,3771218608
"('890',)",34.25630188,1,0,1027.910655,29,29,5,3.425630188,29,29,3774706964,3774706966,3771218628,44.36829,-124.9528,0,34.01665639,29,29,internal_timestamp,266.2000122,29,29,221592,1562229828,6.717700005,29,29,3771218628
"('891',)",34.23880005,1,0,1027.939036,29,29,5,3.423880005,29,29,3774706964,3774706966,3771218648,44.36829,-124.9528,0,34.01785014,29,29,internal_timestamp,271.4700012,29,29,222616,1562229848,6.694399834,29,29,3771218648
"('892',)",34.22610092,1,0,1027.967013,29,29,5,3.422610092,29,29,3774706964,3774706966,3771218668,44.36829,-124.9528,0,34.01971622,29,29,internal_timestamp,276.6799927,29,29,216862,1562229868,6.675799847,29,29,3771218668
"('893',)",34.20780182,1,0,1027.996529,29,29,5,3.420780182,29,29,3774706964,3774706966,3771218688,44.36829,-124.9528,0,34.02200713,29,29,internal_timestamp,281.9500122,29,29,222112,1562229888,6.650499821,29,29,3771218688
"('894',)",34.19240189,1,0,1028.025126,29,29,5,3.419240189,29,29,3774706964,3774706966,3771218708,44.36829,-124.9528,0,34.02394475,29,29,internal_timestamp,287.1900024,29,29,227676,1562229908,6.628799915,29,29,3771218708
"('895',)",34.17789841,1,0,1028.054266,29,29,5,3.417789841,29,29,3774706964,3774706966,3771218728,44.36829,-124.9528,0,34.02656991,29,29,internal_timestamp,292.4400024,29,29,226664,1562229928,6.60739994,29,29,3771218728
"('896',)",34.14870071,1,0,1028.086071,29,29,5,3.414870071,29,29,3774706964,3774706966,3771218748,44.36829,-124.9528,0,34.02982449,29,29,internal_timestamp,297.6499939,29,29,228752,1562229948,6.568999767,29,29,3771218748
"('897',)",34.12720108,1,0,1028.11715,29,29,5,3.412720108,29,29,3774706964,3774706966,3771218768,44.36829,-124.9528,0,34.03278118,29,29,internal_timestamp,303.019989,29,29,221500,1562229968,6.539400101,29,29,3771218768
"('898',)",34.12049866,1,0,1028.142329,29,29,5,3.412049866,29,29,3774706964,3774706966,3771218788,44.36829,-124.9528,0,34.03253056,29,29,internal_timestamp,308.25,29,29,217147,1562229988,6.529600143,29,29,3771218788
"('899',)",34.1094017,1,0,1028.169646,29,29,5,3.41094017,29,29,3774706964,3774706966,3771218808,44.36829,-124.9528,0,34.03375819,29,29,internal_timestamp,313.5,29,29,219655,1562230008,6.513400078,29,29,3771218808
"('900',)",34.10660172,1,0,1028.194077,29,29,5,3.410660172,29,29,3774706964,3774706966,3771218828,44.36829,-124.9528,0,34.03325246,29,29,internal_timestamp,318.75,29,29,221490,1562230028,6.508200169,29,29,3771218828
"('901',)",34.10150146,1,0,1028.219353,29,29,5,3.410150146,29,29,3774706964,3774706966,3771218848,44.36829,-124.9528,0,34.03327781,29,29,internal_timestamp,324,29,29,243842,1562230048,6.499899864,29,29,3771218848
"('902',)",34.09500122,1,0,1028.247287,29,29,5,3.409500122,29,29,3774706964,3774706966,3771218868,44.36829,-124.9528,0,34.03614375,29,29,internal_timestamp,329.2099915,29,29,227021,1562230068,6.487199783,29,29,3771218868
"('903',)",34.09189987,1,0,1028.272521,29,29,5,3.409189987,29,29,3774706964,3774706966,3771218888,44.36829,-124.9528,0,34.03661179,29,29,internal_timestamp,334.4299927,29,29,227467,1562230088,6.480700016,29,29,3771218888
"('904',)",34.07120132,1,0,1028.301365,29,29,5,3.407120132,29,29,3774706964,3774706966,3771218908,44.36829,-124.9528,0,34.03814532,29,29,internal_timestamp,339.6300049,29,29,230192,1562230108,6.453499794,29,29,3771218908
"('905',)",34.04909897,1,0,1028.327968,29,29,5,3.404909897,29,29,3774706964,3774706966,3771218928,44.36829,-124.9528,0,34.03712948,29,29,internal_timestamp,344.8099976,29,29,223312,1562230128,6.427299976,29,29,3771218928
"('906',)",34.0320015,1,0,1028.358371,29,29,5,3.40320015,29,29,3774706964,3774706966,3771218948,44.36829,-124.9528,0,34.04085428,29,29,internal_timestamp,350.0299988,29,29,228314,1562230148,6.401899815,29,29,3771218948
"('907',)",33.99819946,1,0,1028.390921,29,29,5,3.399819946,29,29,3774706964,3774706966,3771218968,44.36829,-124.9528,0,34.04423228,29,29,internal_timestamp,355.230011,29,29,231673,1562230168,6.358200073,29,29,3771218968
"('908',)",33.97909927,1,0,1028.417812,29,29,5,3.397909927,29,29,3774706964,3774706966,3771218988,44.36829,-124.9528,0,34.04404819,29,29,internal_timestamp,360.4100037,29,29,228154,1562230188,6.334499836,29,29,3771218988
"('909',)",33.97639847,1,0,1028.443943,29,29,5,3.397639847,29,29,3774706964,3774706966,3771219008,44.36829,-124.9528,0,34.0456672,29,29,internal_timestamp,365.6099854,29,29,224043,1562230208,6.327300072,29,29,3771219008
"('910',)",33.96390152,1,0,1028.470915,29,29,5,3.396390152,29,29,3774706964,3774706966,3771219028,44.36829,-124.9528,0,34.0468725,29,29,internal_timestamp,370.75,29,29,219804,1562230228,6.309599876,29,29,3771219028
"('911',)",33.95360184,1,0,1028.496425,29,29,5,3.395360184,29,29,3774706964,3774706966,3771219048,44.36829,-124.9528,0,34.04661124,29,29,internal_timestamp,375.9400024,29,29,226706,1562230248,6.295800209,29,29,3771219048
"('912',)",33.95259857,1,0,1028.520723,29,29,5,3.395259857,29,29,3774706964,3774706966,3771219068,44.36829,-124.9528,0,34.04653406,29,29,internal_timestamp,381.1400146,29,29,230730,1562230268,6.292200089,29,29,3771219068
"('913',)",33.95320129,1,0,1028.544542,29,29,5,3.395320129,29,29,3774706964,3774706966,3771219088,44.36829,-124.9528,0,34.04625821,29,29,internal_timestamp,386.3299866,29,29,225509,1562230288,6.290599823,29,29,3771219088
"('914',)",33.94649887,1,0,1028.570889,29,29,5,3.394649887,29,29,3774706964,3774706966,3771219108,44.36829,-124.9528,0,34.04740389,29,29,internal_timestamp,391.5400085,29,29,229361,1562230308,6.279399872,29,29,3771219108
"('915',)",33.94850159,1,0,1028.595791,29,29,5,3.394850159,29,29,3774706964,3774706966,3771219128,44.36829,-124.9528,0,34.04848523,29,29,internal_timestamp,396.7399902,29,29,225298,1562230328,6.277999878,29,29,3771219128
"('916',)",33.95410156,1,0,1028.619861,29,29,5,3.395410156,29,29,3774706964,3774706966,3771219148,44.36829,-124.9528,0,34.04962206,29,29,internal_timestamp,401.8699951,29,29,229440,1562230348,6.280600071,29,29,3771219148
"('917',)",33.94749832,1,0,1028.646171,29,29,5,3.394749832,29,29,3774706964,3774706966,3771219168,44.36829,-124.9528,0,34.05100489,29,29,internal_timestamp,407.0299988,29,29,228810,1562230368,6.269299984,29,29,3771219168
"('918',)",33.94029999,1,0,1028.671702,29,29,5,3.394029999,29,29,3774706964,3774706966,3771219188,44.36829,-124.9528,0,34.05175379,29,29,internal_timestamp,412.1300049,29,29,233678,1562230388,6.257999897,29,29,3771219188
"('919',)",33.91400146,1,0,1028.701019,29,29,5,3.391400146,29,29,3774706964,3774706966,3771219208,44.36829,-124.9528,0,34.05311631,29,29,internal_timestamp,417.2900085,29,29,230262,1562230408,6.224699974,29,29,3771219208
"('920',)",33.91500092,1,0,1028.724809,29,29,5,3.391500092,29,29,3774706964,3774706966,3771219228,44.36829,-124.9528,0,34.05299736,29,29,internal_timestamp,422.4599915,29,29,233703,1562230428,6.223400116,29,29,3771219228
"('921',)",33.90859985,1,0,1028.751312,29,29,5,3.390859985,29,29,3774706964,3774706966,3771219248,44.36829,-124.9528,0,34.05493399,29,29,internal_timestamp,427.5599976,29,29,227434,1562230448,6.211800098,29,29,3771219248
"('922',)",33.89149857,1,0,1028.77809,29,29,5,3.389149857,29,29,3774706964,3774706966,3771219268,44.36829,-124.9528,0,34.05518711,29,29,internal_timestamp,432.7000122,29,29,232269,1562230468,6.189899921,29,29,3771219268
"('923',)",33.8689003,1,0,1028.807381,29,29,5,3.38689003,29,29,3774706964,3774706966,3771219288,44.36829,-124.9528,0,34.05739894,29,29,internal_timestamp,437.8099976,29,29,235188,1562230488,6.159900188,29,29,3771219288
"('924',)",33.8382988,1,0,1028.839401,29,29,5,3.38382988,29,29,3774706964,3774706966,3771219308,44.36829,-124.9528,0,34.06114014,29,29,internal_timestamp,442.9400024,29,29,227270,1562230508,6.119400024,29,29,3771219308
"('925',)",33.84260178,1,0,1028.860415,29,29,5,3.384260178,29,29,3774706964,3774706966,3771219328,44.36829,-124.9528,0,34.05851659,29,29,internal_timestamp,448.1199951,29,29,228978,1562230528,6.124300003,29,29,3771219328
"('926',)",33.83259964,1,0,1028.887527,29,29,5,3.383259964,29,29,3774706964,3774706966,3771219348,44.36829,-124.9528,0,34.05996781,29,29,internal_timestamp,453.3299866,29,29,233330,1562230548,6.109099865,29,29,3771219348
"('927',)",33.77970123,1,0,1028.926291,29,29,5,3.377970123,29,29,3774706964,3774706966,3771219368,44.36829,-124.9528,0,34.06722609,29,29,internal_timestamp,458.480011,29,29,234273,1562230568,6.040100098,29,29,3771219368
"('928',)",33.76459885,1,0,1028.950154,29,29,5,3.376459885,29,29,3774706964,3774706966,3771219388,44.36829,-124.9528,0,34.06447088,29,29,internal_timestamp,463.6600037,29,29,229824,1562230588,6.02339983,29,29,3771219388
"('929',)",33.72859955,1,0,1028.984998,29,29,5,3.372859955,29,29,3774706964,3774706966,3771219408,44.36829,-124.9528,0,34.07010913,29,29,internal_timestamp,468.8500061,29,29,235352,1562230608,5.974899769,29,29,3771219408
"('930',)",33.71039963,1,0,1029.014749,29,29,5,3.371039963,29,29,3774706964,3774706966,3771219428,44.36829,-124.9528,0,34.07262314,29,29,internal_timestamp,474.1499939,29,29,234296,1562230628,5.949399948,29,29,3771219428
"('931',)",33.70320129,1,0,1029.040418,29,29,5,3.370320129,29,29,3774706964,3774706966,3771219448,44.36829,-124.9528,0,34.07222738,29,29,internal_timestamp,479.5100098,29,29,232518,1562230648,5.939099789,29,29,3771219448
"('932',)",33.6957016,1,0,1029.067542,29,29,5,3.36957016,29,29,3774706964,3774706966,3771219468,44.36829,-124.9528,0,34.07351248,29,29,internal_timestamp,484.8399963,29,29,228604,1562230668,5.926799774,29,29,3771219468
"('933',)",33.67910004,1,0,1029.097065,29,29,5,3.367910004,29,29,3774706964,3774706966,3771219488,44.36829,-124.9528,0,34.0758982,29,29,internal_timestamp,490.1700134,29,29,232629,1562230688,5.90320015,29,29,3771219488
"('934',)",33.65200043,1,0,1029.129595,29,29,5,3.365200043,29,29,3774706964,3774706966,3771219508,44.36829,-124.9528,0,34.07981783,29,29,internal_timestamp,495.5,29,29,236729,1562230708,5.866300106,29,29,3771219508
"('935',)",33.61569977,1,0,1029.165535,29,29,5,3.361569977,29,29,3774706964,3774706966,3771219528,44.36829,-124.9528,0,34.08603317,29,29,internal_timestamp,500.8099976,29,29,230130,1562230728,5.816800117,29,29,3771219528
"('936',)",33.60210037,1,0,1029.192329,29,29,5,3.360210037,29,29,3774706964,3774706966,3771219548,44.36829,-124.9528,0,34.08652236,29,29,internal_timestamp,506.0299988,29,29,233220,1562230748,5.798500061,29,29,3771219548
"('937',)",33.57009888,1,0,1029.225106,29,29,5,3.357009888,29,29,3774706964,3774706966,3771219568,44.36829,-124.9528,0,34.09070195,29,29,internal_timestamp,511.2099915,29,29,248885,1562230768,5.755899906,29,29,3771219568
"('938',)",33.48009872,1,0,1029.272024,29,29,5,3.348009872,29,29,3774706964,3774706966,3771219588,44.36829,-124.9528,0,34.10057967,29,29,internal_timestamp,516.4299927,29,29,233686,1562230788,5.642499924,29,29,3771219588
"('939',)",33.38050079,1,0,1029.331046,29,29,5,3.338050079,29,29,3774706964,3774706966,3771219608,44.36829,-124.9528,0,34.12234322,29,29,internal_timestamp,521.6199951,29,29,235157,1562230808,5.506499767,29,29,3771219608
"('940',)",33.36640167,1,0,1029.355909,29,29,5,3.336640167,29,29,3774706964,3774706966,3771219628,44.36829,-124.9528,0,34.12038183,29,29,internal_timestamp,526.9000244,29,29,240106,1562230828,5.489999771,29,29,3771219628
"('941',)",33.30569839,1,0,1029.400892,29,29,5,3.330569839,29,29,3774706964,3774706966,3771219648,44.36829,-124.9528,0,34.13266526,29,29,internal_timestamp,532.210022,29,29,235182,1562230848,5.407000065,29,29,3771219648
"('942',)",33.26070023,1,0,1029.440133,29,29,5,3.326070023,29,29,3774706964,3774706966,3771219668,44.36829,-124.9528,0,34.14136469,29,29,internal_timestamp,537.5,29,29,240351,1562230868,5.345200062,29,29,3771219668
"('943',)",33.21780014,1,0,1029.478074,29,29,5,3.321780014,29,29,3774706964,3774706966,3771219688,44.36829,-124.9528,0,34.14911243,29,29,internal_timestamp,542.7700195,29,29,222107,1562230888,5.286699772,29,29,3771219688
"('944',)",33.19210052,1,0,1029.511834,29,29,5,3.319210052,29,29,3774706964,3774706966,3771219708,44.36829,-124.9528,0,34.15542431,29,29,internal_timestamp,547.9699707,29,29,237789,1562230908,5.249000072,29,29,3771219708
"('945',)",33.14179993,1,0,1029.55368,29,29,5,3.314179993,29,29,3774706964,3774706966,3771219728,44.36829,-124.9528,0,34.16650049,29,29,internal_timestamp,553.2000122,29,29,233900,1562230928,5.178899765,29,29,3771219728
"('946',)",33.09500122,1,0,1029.589373,29,29,5,3.309500122,29,29,3774706964,3774706966,3771219748,44.36829,-124.9528,0,34.17139714,29,29,internal_timestamp,558.4400024,29,29,241329,1562230948,5.118800163,29,29,3771219748
"('947',)",33.01490021,1,0,1029.645365,29,29,5,3.301490021,29,29,3774706964,3774706966,3771219768,44.36829,-124.9528,0,34.19316129,29,29,internal_timestamp,563.7000122,29,29,235112,1562230968,5.004600048,29,29,3771219768
"('948',)",32.96580124,1,0,1029.685162,29,29,5,3.296580124,29,29,3774706964,3774706966,3771219788,44.36829,-124.9528,0,34.2023232,29,29,internal_timestamp,568.9299927,29,29,238464,1562230988,4.937699795,29,29,3771219788
"('949',)",32.95479965,1,0,1029.696363,29,29,5,3.295479965,29,29,3774706964,3774706966,3771219808,44.36829,-124.9528,0,34.19980011,29,29,internal_timestamp,571.4899902,29,29,241120,1562231008,4.926499844,29,29,3771219808
"('950',)",32.9538002,1,0,1029.695133,29,29,5,3.29538002,29,29,3774706964,3774706966,3771219829,44.36829,-124.9528,0,34.19834652,29,29,internal_timestamp,571.4799805,29,29,811746,1562231028,4.926799774,29,29,3771219829
"('951',)",32.94630051,1,0,1029.704851,29,29,5,3.294630051,29,29,3774706964,3774706966,3771219849,44.36829,-124.9528,0,34.19985116,29,29,internal_timestamp,573.039978,29,29,817142,1562231048,4.916100025,29,29,3771219849
"('952',)",32.88430023,1,0,1029.750297,29,29,5,3.288430023,29,29,3774706964,3774706966,3771219869,44.36829,-124.9528,0,34.21527393,29,29,internal_timestamp,577.8699951,29,29,814751,1562231068,4.828700066,29,29,3771219869
"('953',)",32.87549973,1,0,1029.758171,29,29,5,3.287549973,29,29,3774706964,3774706966,3771219889,44.36829,-124.9528,0,34.2141012,29,29,internal_timestamp,579.5200195,29,29,816970,1562231088,4.819099903,29,29,3771219889
"('954',)",32.87490082,1,0,1029.757718,29,29,5,3.287490082,29,29,3774706964,3774706966,3771219898,44.36829,-124.9528,0,34.21351148,29,29,internal_timestamp,579.5200195,29,29,815455,1562231097,4.818999767,29,29,3771219898
"('955',)",32.9054985,1,0,1029.745949,29,29,5,3.29054985,29,29,3774706964,3774706966,3771223288,44.36829,-124.9528,0,34.20841008,29,29,internal_timestamp,578.9299927,29,29,173119,1562234488,4.858799934,29,29,3771223288
"('956',)",32.93460083,1,0,1029.716505,29,29,5,3.293460083,29,29,3774706964,3774706966,3771223308,44.36829,-124.9528,0,34.19740905,29,29,internal_timestamp,575.6599731,29,29,180175,1562234508,4.903999805,29,29,3771223308
"('957',)",32.97060013,1,0,1029.683366,29,29,5,3.297060013,29,29,3774706964,3774706966,3771223328,44.36829,-124.9528,0,34.19249185,29,29,internal_timestamp,570.6199951,29,29,166146,1562234528,4.951900005,29,29,3771223328
"('958',)",33.01490021,1,0,1029.644388,29,29,5,3.301490021,29,29,3774706964,3774706966,3771223348,44.36829,-124.9528,0,34.18342842,29,29,internal_timestamp,565.4000244,29,29,171326,1562234548,5.013299942,29,29,3771223348
"('959',)",33.06119919,1,0,1029.604992,29,29,5,3.306119919,29,29,3774706964,3774706966,3771223368,44.36829,-124.9528,0,34.17420182,29,29,internal_timestamp,560.1900024,29,29,178437,1562234568,5.0770998,29,29,3771223368
"('960',)",33.14239883,1,0,1029.552,29,29,5,3.314239883,29,29,3774706964,3774706966,3771223388,44.36829,-124.9528,0,34.15560848,29,29,internal_timestamp,555,29,29,176359,1562234588,5.189400196,29,29,3771223388
"('961',)",33.21699905,1,0,1029.50217,29,29,5,3.321699905,29,29,3774706964,3774706966,3771223408,44.36829,-124.9528,0,34.13962089,29,29,internal_timestamp,549.789978,29,29,172608,1562234608,5.291699886,29,29,3771223408
"('962',)",33.22980118,1,0,1029.475721,29,29,5,3.322980118,29,29,3774706964,3774706966,3771223428,44.36829,-124.9528,0,34.13917549,29,29,internal_timestamp,544.5999756,29,29,180092,1562234628,5.309100151,29,29,3771223428
"('963',)",33.26110077,1,0,1029.441185,29,29,5,3.326110077,29,29,3774706964,3774706966,3771223448,44.36829,-124.9528,0,34.13308532,29,29,internal_timestamp,539.3699951,29,29,175880,1562234648,5.352900028,29,29,3771223448
"('964',)",33.28739929,1,0,1029.406991,29,29,5,3.328739929,29,29,3774706964,3774706966,3771223468,44.36829,-124.9528,0,34.12622111,29,29,internal_timestamp,534.210022,29,29,172840,1562234668,5.391799927,29,29,3771223468
"('965',)",33.32020187,1,0,1029.370977,29,29,5,3.332020187,29,29,3774706964,3774706966,3771223488,44.36829,-124.9528,0,34.11868745,29,29,internal_timestamp,529,29,29,191994,1562234688,5.438700199,29,29,3771223488
"('966',)",33.35189819,1,0,1029.338042,29,29,5,3.335189819,29,29,3774706964,3774706966,3771223508,44.36829,-124.9528,0,34.11434121,29,29,internal_timestamp,523.789978,29,29,239546,1562234708,5.481200218,29,29,3771223508
"('967',)",33.37369919,1,0,1029.306404,29,29,5,3.337369919,29,29,3774706964,3774706966,3771223528,44.36829,-124.9528,0,34.10986878,29,29,internal_timestamp,518.5700073,29,29,176672,1562234728,5.512700081,29,29,3771223528
"('968',)",33.40240097,1,0,1029.272924,29,29,5,3.340240097,29,29,3774706964,3774706966,3771223548,44.36829,-124.9528,0,34.10476837,29,29,internal_timestamp,513.2999878,29,29,175561,1562234748,5.552599907,29,29,3771223548
"('969',)",33.40620041,1,0,1029.248689,29,29,5,3.340620041,29,29,3774706964,3774706966,3771223568,44.36829,-124.9528,0,34.10529397,29,29,internal_timestamp,508.1099854,29,29,174231,1562234768,5.558899879,29,29,3771223568
"('970',)",33.44269943,1,0,1029.211777,29,29,5,3.344269943,29,29,3774706964,3774706966,3771223588,44.36829,-124.9528,0,34.09738825,29,29,internal_timestamp,502.9100037,29,29,175274,1562234788,5.610300064,29,29,3771223588
"('971',)",33.5483017,1,0,1029.158238,29,29,5,3.35483017,29,29,3774706964,3774706966,3771223608,44.36829,-124.9528,0,34.08271859,29,29,internal_timestamp,497.7099915,29,29,176254,1562234808,5.745999813,29,29,3771223608
"('972',)",33.58840179,1,0,1029.125762,29,29,5,3.358840179,29,29,3774706964,3774706966,3771223628,44.36829,-124.9528,0,34.08025113,29,29,internal_timestamp,492.519989,29,29,190032,1562234828,5.796000004,29,29,3771223628
"('973',)",33.6576004,1,0,1029.083327,29,29,5,3.36576004,29,29,3774706964,3774706966,3771223648,44.36829,-124.9528,0,34.07188497,29,29,internal_timestamp,487.3099976,29,29,191842,1562234848,5.884500027,29,29,3771223648
"('974',)",33.6875,1,0,1029.052659,29,29,5,3.36875,29,29,3774706964,3774706966,3771223668,44.36829,-124.9528,0,34.06974345,29,29,internal_timestamp,482.1199951,29,29,192668,1562234868,5.922699928,29,29,3771223668
"('975',)",33.70149994,1,0,1029.025356,29,29,5,3.370149994,29,29,3774706964,3774706966,3771223688,44.36829,-124.9528,0,34.06868215,29,29,internal_timestamp,476.9200134,29,29,202337,1562234888,5.941999912,29,29,3771223688
"('976',)",33.70899963,1,0,1028.998534,29,29,5,3.370899963,29,29,3774706964,3774706966,3771223708,44.36829,-124.9528,0,34.06747394,29,29,internal_timestamp,471.6400146,29,29,190973,1562234908,5.954199791,29,29,3771223708
"('977',)",33.74459839,1,0,1028.964712,29,29,5,3.374459839,29,29,3774706964,3774706966,3771223728,44.36829,-124.9528,0,34.06312256,29,29,internal_timestamp,466.3999939,29,29,202030,1562234928,6.000999928,29,29,3771223728
"('978',)",33.79759979,1,0,1028.926755,29,29,5,3.379759979,29,29,3774706964,3774706966,3771223748,44.36829,-124.9528,0,34.05714345,29,29,internal_timestamp,461.1700134,29,29,202772,1562234948,6.068900108,29,29,3771223748
"('979',)",33.83209991,1,0,1028.906495,29,29,5,3.383209991,29,29,3774706964,3774706966,3771223768,44.36829,-124.9528,0,34.05614754,29,29,internal_timestamp,458.1499939,29,29,203386,1562234968,6.110000134,29,29,3771223768
"('980',)",33.83369827,1,0,1028.908036,29,29,5,3.383369827,29,29,3774706964,3774706966,3771223788,44.36829,-124.9528,0,34.0580308,29,29,internal_timestamp,458.1600037,29,29,184706,1562234988,6.109899998,29,29,3771223788
"('981',)",33.83509827,1,0,1028.90779,29,29,5,3.383509827,29,29,3774706964,3774706966,3771223808,44.36829,-124.9528,0,34.05799799,29,29,internal_timestamp,458.1600037,29,29,188093,1562235008,6.111499786,29,29,3771223808
"('982',)",33.83549881,1,0,1028.907866,29,29,5,3.383549881,29,29,3774706964,3774706966,3771223823,44.36829,-124.9528,0,34.05814581,29,29,internal_timestamp,458.1600037,29,29,218501,1562235023,6.111800194,29,29,3771223823
"('983',)",33.83549881,1,0,1028.910124,29,29,5,3.383549881,29,29,3774706964,3774706966,3771223848,44.36829,-124.9528,0,34.05887908,29,29,internal_timestamp,458.5,29,29,189143,1562235048,6.110899925,29,29,3771223848
"('984',)",33.80550003,1,0,1028.938805,29,29,5,3.380550003,29,29,3774706964,3774706966,3771223868,44.36829,-124.9528,0,34.0632911,29,29,internal_timestamp,462.7999878,29,29,189721,1562235068,6.070799828,29,29,3771223868
"('985',)",33.7737999,1,0,1028.970823,29,29,5,3.37737999,29,29,3774706964,3774706966,3771223888,44.36829,-124.9528,0,34.06610971,29,29,internal_timestamp,468.0799866,29,29,186706,1562235088,6.029900074,29,29,3771223888
"('986',)",33.72529984,1,0,1029.008174,29,29,5,3.372529984,29,29,3774706964,3774706966,3771223908,44.36829,-124.9528,0,34.07178892,29,29,internal_timestamp,473.3900146,29,29,183095,1562235108,5.967299938,29,29,3771223908
"('987',)",33.70800018,1,0,1029.036719,29,29,5,3.370800018,29,29,3774706964,3774706966,3771223928,44.36829,-124.9528,0,34.07299424,29,29,internal_timestamp,478.7200012,29,29,187528,1562235128,5.944099903,29,29,3771223928
"('988',)",33.69680023,1,0,1029.063767,29,29,5,3.369680023,29,29,3774706964,3774706966,3771223948,44.36829,-124.9528,0,34.07363616,29,29,internal_timestamp,484.0400085,29,29,188919,1562235148,5.928299904,29,29,3771223948
"('989',)",33.6609993,1,0,1029.098359,29,29,5,3.36609993,29,29,3774706964,3774706966,3771223968,44.36829,-124.9528,0,34.07885797,29,29,internal_timestamp,489.269989,29,29,181814,1562235168,5.880400181,29,29,3771223968
"('990',)",33.59400177,1,0,1029.142506,29,29,5,3.359400177,29,29,3774706964,3774706966,3771223988,44.36829,-124.9528,0,34.08919214,29,29,internal_timestamp,494.5299988,29,29,184057,1562235188,5.792399883,29,29,3771223988
"('991',)",33.55080032,1,0,1029.176486,29,29,5,3.355080032,29,29,3774706964,3774706966,3771224008,44.36829,-124.9528,0,34.09268542,29,29,internal_timestamp,499.7399902,29,29,187770,1562235208,5.73789978,29,29,3771224008
"('992',)",33.43600082,1,0,1029.233731,29,29,5,3.343600082,29,29,3774706964,3774706966,3771224028,44.36829,-124.9528,0,34.10964734,29,29,internal_timestamp,504.9899902,29,29,181102,1562235228,5.589600086,29,29,3771224028
"('993',)",33.41529846,1,0,1029.261566,29,29,5,3.341529846,29,29,3774706964,3774706966,3771224048,44.36829,-124.9528,0,34.10979185,29,29,internal_timestamp,510.2799988,29,29,184872,1562235248,5.563600063,29,29,3771224048
